,,cut_cost,cut_cost,cut_cost,cut_cost,heuristic_time,heuristic_time,heuristic_time,heuristic_time,workload_id
,,mean,std,min,max,mean,std,min,max,count
model,num_qubits,,,,,,,,,
QW,212,451.2,47.3572,411,516,0.1015,0.0349,0.0647,0.1416,5
QW,222,443.2,119.4203,274,573,0.1111,0.0637,0.0364,0.1713,5
QW,232,481.2,60.3631,407,574,0.1171,0.0388,0.0667,0.1705,5
QW,242,505.6,91.5658,403,598,0.1324,0.0543,0.069,0.1768,5
QW,252,548.8,63.9429,460,608,0.1776,0.0499,0.1188,0.2571,5
QW,262,528.4,99.5932,403,639,0.1606,0.0711,0.0893,0.2575,5
QW,272,548.0,111.5684,371,664,0.1775,0.0844,0.0561,0.2844,5
QW,282,489.2,71.6429,433,578,0.1238,0.0497,0.0811,0.1922,5
QW,292,594.4,36.4527,534,625,0.2076,0.0373,0.1461,0.2365,5
QW,302,545.2,92.9392,431,636,0.1698,0.0585,0.1061,0.2239,5
QW,312,565.0,69.2207,466,654,0.1664,0.0451,0.1158,0.2142,5
QW,322,602.8,124.1358,423,728,0.2126,0.0788,0.0938,0.306,5
QW,332,687.8,117.4508,553,836,0.2875,0.1181,0.142,0.4241,5
QW,342,571.0,114.8151,444,686,0.1843,0.0836,0.1014,0.2826,5
QW,352,689.8,62.1104,606,748,0.2901,0.0543,0.2239,0.3712,5
QW,362,691.4,121.9192,555,851,0.314,0.1204,0.2037,0.4558,5
QW,372,568.6,79.8142,481,693,0.2121,0.0727,0.1457,0.3309,5
QW,382,666.4,102.9529,592,799,0.3944,0.1687,0.2519,0.5867,5
QW,392,585.4,60.0192,550,691,0.2243,0.043,0.1915,0.2995,5
QW,402,715.0,140.7888,521,911,0.3374,0.1267,0.1971,0.523,5
QW,412,884.2,89.695,755,988,0.4981,0.09,0.3456,0.5611,5
QW,422,637.6,48.3198,593,714,0.2801,0.0763,0.2037,0.3986,5
QW,432,816.2,221.3305,554,1003,0.5637,0.2953,0.2357,0.8687,5
QW,442,663.6,102.048,550,803,0.4511,0.1065,0.3288,0.553,5
QW,452,725.6,191.6463,536,1013,0.5266,0.2845,0.2041,0.8749,5
QW,462,666.4,138.4388,534,830,0.4242,0.196,0.2226,0.6536,5
QW,472,745.6,210.7767,531,979,0.5188,0.2505,0.2775,0.7883,5
QW,482,911.0,114.8107,784,1032,0.6681,0.1975,0.4692,0.9162,5
QW,492,648.4,122.0176,533,801,0.314,0.1209,0.1995,0.4496,5
QW,502,907.8,162.7781,676,1073,0.6693,0.1678,0.5254,0.9384,5
QW,512,882.0,234.8606,565,1200,0.8173,0.353,0.3454,1.2291,5
QW,522,853.0,124.1833,708,1017,0.7795,0.1175,0.6717,0.9114,5
QW,532,902.0,238.0105,661,1235,0.7615,0.3493,0.3938,1.2459,5
QW,542,789.0,189.164,584,1041,0.6503,0.3269,0.2925,1.0963,5
QW,552,792.4,284.7434,576,1251,0.6615,0.4016,0.3271,1.3118,5
QW,562,881.2,235.2609,597,1148,0.8181,0.3764,0.3385,1.1957,5
QW,572,1033.4,253.8056,817,1312,0.8962,0.3474,0.4424,1.2528,5
QW,582,827.4,169.9185,714,1123,0.6405,0.3553,0.3475,1.2468,5
QW,592,1073.2,142.138,890,1256,1.1993,0.2652,0.842,1.5369,5
QW,602,994.6,150.334,807,1155,0.8972,0.3073,0.5311,1.3197,5
QW,612,1177.8,190.4369,946,1398,1.4025,0.2717,1.1021,1.7207,5
QW,622,959.4,211.8049,675,1198,0.9451,0.4833,0.4456,1.5794,5
QW,632,1130.2,254.7895,725,1405,1.2195,0.4512,0.5646,1.7463,5
QW,642,1015.8,240.715,720,1285,1.0023,0.5588,0.4449,1.7774,5
QW,652,1213.0,73.7428,1087,1276,1.2031,0.1997,0.9002,1.4328,5
QW,662,1390.6,115.9862,1270,1530,1.5393,0.3796,1.1902,2.1689,5
QW,672,953.4,195.5628,773,1164,0.8336,0.4007,0.452,1.3195,5
QW,682,1169.0,131.0687,1022,1330,1.1015,0.2673,0.8132,1.3683,5
QW,692,1340.2,356.877,902,1632,1.634,0.7874,0.7553,2.3887,5
QW,702,1229.2,290.0547,819,1488,1.2969,0.7123,0.4426,2.2483,5
QW,712,1374.8,251.5088,1055,1648,1.6918,0.6193,0.8618,2.3362,5
QW,722,1259.4,320.2316,851,1592,1.0745,0.5444,0.4843,1.7291,5
QW,732,1220.0,326.0606,828,1649,1.0385,0.6254,0.4926,2.0064,5
QW,742,1134.0,241.1877,921,1434,0.8144,0.3705,0.4986,1.3382,5
QW,752,1344.8,336.2011,985,1735,1.0752,0.5189,0.5064,1.6818,5
QW,762,1388.0,388.9531,970,1853,1.6013,0.8217,0.7125,2.7882,5
QW,772,1381.4,343.0755,977,1813,1.5808,0.7891,0.9034,2.6898,5
QW,782,1272.4,261.3605,1025,1596,1.2845,0.4707,0.8425,1.9279,5
QW,792,1373.8,294.8783,986,1780,1.3093,0.5,0.6673,2.0562,5
QW,802,1414.2,359.721,1144,2008,1.2833,0.7167,0.7195,2.4961,5
QW,812,1604.4,442.0512,1009,2084,1.5136,0.7989,0.5135,2.4188,5
QW,822,1665.4,451.6362,1036,2071,1.6254,0.8572,0.5522,2.5623,5
QW,832,1588.6,370.4906,1041,1919,1.483,0.6634,0.5422,2.1157,5
QW,842,1618.2,321.8784,1247,2018,1.4281,0.6997,0.7819,2.4548,5
QW,852,1573.4,201.3537,1255,1752,1.4622,0.3673,0.9248,1.9225,5
QW,862,1483.6,417.4995,1053,1945,1.6203,0.8767,0.7458,2.7081,5
QW,872,1462.0,405.4479,1063,1907,1.1836,0.6446,0.6201,2.0282,5
QW,882,1632.2,289.9227,1295,2079,1.4076,0.741,0.8116,2.6787,5
QW,892,1674.0,201.8155,1391,1898,1.3004,0.3411,0.8402,1.7047,5
QW,902,1940.8,227.7174,1750,2242,1.8143,0.5423,1.3274,2.5616,5
QW,912,1811.4,361.8091,1433,2382,1.6668,0.843,0.8692,3.0835,5
QW,922,2136.4,440.1776,1395,2426,2.2188,0.8713,0.8017,2.9274,5
QW,932,2159.2,367.1372,1657,2527,2.2469,0.8039,1.2982,3.1289,5
QW,942,1917.6,370.3894,1366,2256,2.1102,1.1003,0.7323,3.5074,5
QW,952,2209.0,284.1408,2000,2650,2.55,0.7077,1.8687,3.4877,5
QW,962,2312.4,286.2495,1833,2531,2.562,0.7194,1.3372,3.1183,5
QW,972,2232.2,257.361,1975,2632,2.351,0.6979,1.6596,3.4527,5
QW,982,2003.6,504.8216,1412,2495,1.8473,0.9342,0.7697,2.8812,5
QW,992,2227.6,489.9426,1485,2707,2.2908,0.9727,0.9762,3.2908,5
