model,num_qubits,workload_id,hdh_file,cut_cost,heuristic_time,k,cap,success
Circuit,2,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_2q_w1.pkl,3,0.0002942085266113281,4,1,True
Circuit,2,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_2q_w2.pkl,5,0.0006518363952636719,4,1,True
Circuit,2,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_2q_w3.pkl,5,0.0005981922149658203,4,1,True
Circuit,2,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_2q_w4.pkl,8,0.0013270378112792969,4,1,True
Circuit,2,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_2q_w5.pkl,4,0.0002849102020263672,4,1,True
Circuit,12,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_12q_w1.pkl,5,0.0035190582275390625,4,4,True
Circuit,12,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_12q_w2.pkl,13,0.0034019947052001953,4,4,True
Circuit,12,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_12q_w3.pkl,18,0.005098104476928711,4,4,True
Circuit,12,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_12q_w4.pkl,6,0.003776073455810547,4,4,True
Circuit,12,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_12q_w5.pkl,16,0.0064640045166015625,4,4,True
Circuit,22,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_22q_w1.pkl,32,0.024684906005859375,4,8,True
Circuit,22,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_22q_w2.pkl,31,0.016003847122192383,4,8,True
Circuit,22,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_22q_w3.pkl,21,0.004784107208251953,4,8,True
Circuit,22,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_22q_w4.pkl,11,0.002772092819213867,4,8,True
Circuit,22,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_22q_w5.pkl,19,0.008254051208496094,4,8,True
Circuit,32,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_32q_w1.pkl,10,0.005877017974853516,4,12,True
Circuit,32,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_32q_w2.pkl,30,0.011474132537841797,4,12,True
Circuit,32,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_32q_w3.pkl,38,0.022085905075073242,4,12,True
Circuit,32,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_32q_w4.pkl,28,0.010985851287841797,4,12,True
Circuit,32,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_32q_w5.pkl,25,0.016277074813842773,4,12,True
Circuit,42,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_42q_w1.pkl,11,0.010307073593139648,4,15,True
Circuit,42,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_42q_w2.pkl,38,0.020250797271728516,4,15,True
Circuit,42,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_42q_w3.pkl,58,0.04917001724243164,4,15,True
Circuit,42,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_42q_w4.pkl,49,0.03062295913696289,4,15,True
Circuit,42,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_42q_w5.pkl,51,0.02343916893005371,4,15,True
Circuit,52,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_52q_w1.pkl,71,0.04372406005859375,4,19,True
Circuit,52,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_52q_w2.pkl,72,0.04353904724121094,4,19,True
Circuit,52,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_52q_w3.pkl,35,0.027849912643432617,4,19,True
Circuit,52,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_52q_w4.pkl,11,0.008960962295532227,4,19,True
Circuit,52,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_52q_w5.pkl,16,0.0074617862701416016,4,19,True
Circuit,62,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_62q_w1.pkl,71,0.059884071350097656,4,23,True
Circuit,62,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_62q_w2.pkl,71,0.042395830154418945,4,23,True
Circuit,62,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_62q_w3.pkl,22,0.014266729354858398,4,23,True
Circuit,62,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_62q_w4.pkl,75,0.0532069206237793,4,23,True
Circuit,62,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_62q_w5.pkl,65,0.04944729804992676,4,23,True
Circuit,72,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_72q_w1.pkl,84,0.06879091262817383,4,27,True
Circuit,72,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_72q_w2.pkl,58,0.037679195404052734,4,27,True
Circuit,72,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_72q_w3.pkl,40,0.026134014129638672,4,27,True
Circuit,72,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_72q_w4.pkl,52,0.030600786209106445,4,27,True
Circuit,72,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_72q_w5.pkl,45,0.02121877670288086,4,27,True
Circuit,82,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_82q_w1.pkl,114,0.11118412017822266,4,30,True
Circuit,82,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_82q_w2.pkl,96,0.08794307708740234,4,30,True
Circuit,82,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_82q_w3.pkl,15,0.018671035766601562,4,30,True
Circuit,82,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_82q_w4.pkl,25,0.02782416343688965,4,30,True
Circuit,82,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_82q_w5.pkl,110,0.13804006576538086,4,30,True
Circuit,92,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_92q_w1.pkl,120,0.1082007884979248,4,34,True
Circuit,92,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_92q_w2.pkl,20,0.016028881072998047,4,34,True
Circuit,92,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_92q_w3.pkl,105,0.11528706550598145,4,34,True
Circuit,92,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_92q_w4.pkl,6,0.015263080596923828,4,34,True
Circuit,92,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_92q_w5.pkl,61,0.04920506477355957,4,34,True
Circuit,102,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_102q_w1.pkl,146,0.1428532600402832,4,38,True
Circuit,102,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_102q_w2.pkl,36,0.022702693939208984,4,38,True
Circuit,102,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_102q_w3.pkl,151,0.25406312942504883,4,38,True
Circuit,102,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_102q_w4.pkl,101,0.06634712219238281,4,38,True
Circuit,102,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_102q_w5.pkl,29,0.040866851806640625,4,38,True
Circuit,112,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_112q_w1.pkl,149,0.2290489673614502,4,42,True
Circuit,112,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_112q_w2.pkl,114,0.10518789291381836,4,42,True
Circuit,112,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_112q_w3.pkl,57,0.026532888412475586,4,42,True
Circuit,112,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_112q_w4.pkl,165,0.22492718696594238,4,42,True
Circuit,112,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_112q_w5.pkl,30,0.039878129959106445,4,42,True
Circuit,122,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_122q_w1.pkl,167,0.2618849277496338,4,45,True
Circuit,122,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_122q_w2.pkl,85,0.03998398780822754,4,45,True
Circuit,122,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_122q_w3.pkl,118,0.09092998504638672,4,45,True
Circuit,122,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_122q_w4.pkl,52,0.05402684211730957,4,45,True
Circuit,122,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_122q_w5.pkl,168,0.26749086380004883,4,45,True
Circuit,132,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_132q_w1.pkl,86,0.03929591178894043,4,49,True
Circuit,132,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_132q_w2.pkl,98,0.09606289863586426,4,49,True
Circuit,132,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_132q_w3.pkl,35,0.036283016204833984,4,49,True
Circuit,132,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_132q_w4.pkl,69,0.044592857360839844,4,49,True
Circuit,132,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_132q_w5.pkl,85,0.037104129791259766,4,49,True
Circuit,142,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_142q_w1.pkl,66,0.04085206985473633,4,53,True
Circuit,142,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_142q_w2.pkl,146,0.12856483459472656,4,53,True
Circuit,142,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_142q_w3.pkl,63,0.0896751880645752,4,53,True
Circuit,142,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_142q_w4.pkl,99,0.0845639705657959,4,53,True
Circuit,142,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_142q_w5.pkl,30,0.0272371768951416,4,53,True
Circuit,152,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_152q_w1.pkl,61,0.04185032844543457,4,57,True
Circuit,152,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_152q_w2.pkl,98,0.13251304626464844,4,57,True
Circuit,152,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_152q_w3.pkl,97,0.0676569938659668,4,57,True
Circuit,152,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_152q_w4.pkl,68,0.059851884841918945,4,57,True
Circuit,152,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_152q_w5.pkl,56,0.07287812232971191,4,57,True
Circuit,162,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_162q_w1.pkl,160,0.252211332321167,4,60,True
Circuit,162,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_162q_w2.pkl,178,0.23684096336364746,4,60,True
Circuit,162,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_162q_w3.pkl,122,0.12582707405090332,4,60,True
Circuit,162,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_162q_w4.pkl,190,0.28238511085510254,4,60,True
Circuit,162,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_162q_w5.pkl,193,0.29435086250305176,4,60,True
Circuit,172,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_172q_w1.pkl,88,0.07339000701904297,4,64,True
Circuit,172,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_172q_w2.pkl,131,0.07713913917541504,4,64,True
Circuit,172,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_172q_w3.pkl,150,0.09671616554260254,4,64,True
Circuit,172,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_172q_w4.pkl,100,0.05555582046508789,4,64,True
Circuit,172,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_172q_w5.pkl,187,0.26305103302001953,4,64,True
Circuit,182,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_182q_w1.pkl,182,0.17808103561401367,4,68,True
Circuit,182,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_182q_w2.pkl,229,0.3525502681732178,4,68,True
Circuit,182,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_182q_w3.pkl,50,0.13924503326416016,4,68,True
Circuit,182,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_182q_w4.pkl,207,0.28792715072631836,4,68,True
Circuit,182,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_182q_w5.pkl,39,0.07032012939453125,4,68,True
Circuit,192,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_192q_w1.pkl,277,0.7106568813323975,4,72,True
Circuit,192,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_192q_w2.pkl,45,0.06668710708618164,4,72,True
Circuit,192,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_192q_w3.pkl,179,0.16389727592468262,4,72,True
Circuit,192,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_192q_w4.pkl,94,0.12554192543029785,4,72,True
Circuit,192,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_192q_w5.pkl,254,0.4840891361236572,4,72,True
Circuit,202,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_202q_w1.pkl,230,0.5624880790710449,4,75,True
Circuit,202,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_202q_w2.pkl,58,0.06078171730041504,4,75,True
Circuit,202,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_202q_w3.pkl,105,0.276644229888916,4,75,True
Circuit,202,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_202q_w4.pkl,241,0.3751099109649658,4,75,True
Circuit,202,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_202q_w5.pkl,282,0.5725500583648682,4,75,True
Circuit,212,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_212q_w1.pkl,236,0.3500251770019531,4,79,True
Circuit,212,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_212q_w2.pkl,201,0.37201809883117676,4,79,True
Circuit,212,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_212q_w3.pkl,194,0.31767821311950684,4,79,True
Circuit,212,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_212q_w4.pkl,91,0.06672310829162598,4,79,True
Circuit,212,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_212q_w5.pkl,82,0.05715489387512207,4,79,True
Circuit,222,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_222q_w1.pkl,205,0.45732998847961426,4,83,True
Circuit,222,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_222q_w2.pkl,254,0.4551069736480713,4,83,True
Circuit,222,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_222q_w3.pkl,58,0.0554041862487793,4,83,True
Circuit,222,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_222q_w4.pkl,292,0.9500250816345215,4,83,True
Circuit,222,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_222q_w5.pkl,276,0.5188839435577393,4,83,True
Circuit,232,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_232q_w1.pkl,265,0.8583278656005859,4,87,True
Circuit,232,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_232q_w2.pkl,171,0.12279915809631348,4,87,True
Circuit,232,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_232q_w3.pkl,287,0.8237559795379639,4,87,True
Circuit,232,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_232q_w4.pkl,196,0.20672059059143066,4,87,True
Circuit,232,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_232q_w5.pkl,107,0.09149408340454102,4,87,True
Circuit,242,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_242q_w1.pkl,197,0.1794750690460205,4,90,True
Circuit,242,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_242q_w2.pkl,237,0.3139679431915283,4,90,True
Circuit,242,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_242q_w3.pkl,199,0.19748806953430176,4,90,True
Circuit,242,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_242q_w4.pkl,152,0.10525202751159668,4,90,True
Circuit,242,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_242q_w5.pkl,298,0.6600198745727539,4,90,True
Circuit,252,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_252q_w1.pkl,36,0.05745506286621094,4,94,True
Circuit,252,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_252q_w2.pkl,238,0.2892599105834961,4,94,True
Circuit,252,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_252q_w3.pkl,355,1.0994210243225098,4,94,True
Circuit,252,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_252q_w4.pkl,154,0.20070409774780273,4,94,True
Circuit,252,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_252q_w5.pkl,160,0.06910085678100586,4,94,True
Circuit,262,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_262q_w1.pkl,127,0.364595890045166,4,98,True
Circuit,262,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_262q_w2.pkl,359,1.0401017665863037,4,98,True
Circuit,262,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_262q_w3.pkl,266,0.37973999977111816,4,98,True
Circuit,262,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_262q_w4.pkl,50,0.09280800819396973,4,98,True
Circuit,262,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_262q_w5.pkl,175,0.25119900703430176,4,98,True
Circuit,272,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_272q_w1.pkl,94,0.22370195388793945,4,102,True
Circuit,272,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_272q_w2.pkl,351,1.110307216644287,4,102,True
Circuit,272,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_272q_w3.pkl,206,0.16933393478393555,4,102,True
Circuit,272,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_272q_w4.pkl,76,0.16263413429260254,4,102,True
Circuit,272,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_272q_w5.pkl,126,0.1259748935699463,4,102,True
Circuit,282,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_282q_w1.pkl,256,0.6840040683746338,4,105,True
Circuit,282,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_282q_w2.pkl,183,0.14969110488891602,4,105,True
Circuit,282,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_282q_w3.pkl,101,0.07398200035095215,4,105,True
Circuit,282,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_282q_w4.pkl,185,0.09370279312133789,4,105,True
Circuit,282,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_282q_w5.pkl,302,0.6300239562988281,4,105,True
Circuit,292,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_292q_w1.pkl,410,1.15889310836792,4,109,True
Circuit,292,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_292q_w2.pkl,69,0.21568083763122559,4,109,True
Circuit,292,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_292q_w3.pkl,332,0.6633398532867432,4,109,True
Circuit,292,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_292q_w4.pkl,199,0.11490416526794434,4,109,True
Circuit,292,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_292q_w5.pkl,141,0.1599879264831543,4,109,True
Circuit,302,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_302q_w1.pkl,346,0.6878032684326172,4,113,True
Circuit,302,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_302q_w2.pkl,390,1.0420827865600586,4,113,True
Circuit,302,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_302q_w3.pkl,248,0.5715382099151611,4,113,True
Circuit,302,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_302q_w4.pkl,55,0.1420881748199463,4,113,True
Circuit,302,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_302q_w5.pkl,316,0.9661519527435303,4,113,True
Circuit,312,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_312q_w1.pkl,203,0.2381429672241211,4,117,True
Circuit,312,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_312q_w2.pkl,429,1.7230699062347412,4,117,True
Circuit,312,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_312q_w3.pkl,235,0.4504361152648926,4,117,True
Circuit,312,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_312q_w4.pkl,110,0.07983613014221191,4,117,True
Circuit,312,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_312q_w5.pkl,196,0.15509390830993652,4,117,True
Circuit,322,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_322q_w1.pkl,288,0.671173095703125,4,120,True
Circuit,322,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_322q_w2.pkl,134,0.16446495056152344,4,120,True
Circuit,322,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_322q_w3.pkl,367,0.8991827964782715,4,120,True
Circuit,322,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_322q_w4.pkl,263,0.2847471237182617,4,120,True
Circuit,322,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_322q_w5.pkl,97,0.26118993759155273,4,120,True
Circuit,332,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_332q_w1.pkl,135,0.3795959949493408,4,124,True
Circuit,332,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_332q_w2.pkl,328,0.5175728797912598,4,124,True
Circuit,332,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_332q_w3.pkl,485,1.9784390926361084,4,124,True
Circuit,332,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_332q_w4.pkl,329,0.6182417869567871,4,124,True
Circuit,332,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_332q_w5.pkl,254,0.2385108470916748,4,124,True
Circuit,342,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_342q_w1.pkl,343,1.227003812789917,4,128,True
Circuit,342,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_342q_w2.pkl,91,0.19024205207824707,4,128,True
Circuit,342,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_342q_w3.pkl,98,0.10976481437683105,4,128,True
Circuit,342,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_342q_w4.pkl,387,1.5397272109985352,4,128,True
Circuit,342,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_342q_w5.pkl,485,2.067800998687744,4,128,True
Circuit,352,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_352q_w1.pkl,419,1.1575818061828613,4,132,True
Circuit,352,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_352q_w2.pkl,409,1.1394009590148926,4,132,True
Circuit,352,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_352q_w3.pkl,72,0.15297985076904297,4,132,True
Circuit,352,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_352q_w4.pkl,349,0.6822750568389893,4,132,True
Circuit,352,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_352q_w5.pkl,200,0.25177597999572754,4,132,True
Circuit,362,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_362q_w1.pkl,389,0.7443699836730957,4,135,True
Circuit,362,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_362q_w2.pkl,316,0.8562030792236328,4,135,True
Circuit,362,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_362q_w3.pkl,353,0.7191309928894043,4,135,True
Circuit,362,4,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_362q_w4.pkl,517,2.353519916534424,4,135,True
Circuit,362,5,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_362q_w5.pkl,387,0.836158037185669,4,135,True
Circuit,372,1,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_372q_w1.pkl,450,1.2897720336914062,4,139,True
Circuit,372,2,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_372q_w2.pkl,254,0.4743950366973877,4,139,True
Circuit,372,3,/Users/mariagragera/Desktop/HDH/database/HDHs/Circuit/Random/circuit_372q_w3.pkl,191,0.2521247863769531,4,139,True
