circuit,k,cut_cost,num_qubits,num_nodes,max_partition_size,min_partition_size,avg_partition_size
qnn_indep_qiskit_69,2,102,61818,0,61749,69,30909.0
qnn_indep_qiskit_69,4,117,61818,0,61715,34,15454.5
qnn_indep_qiskit_69,8,121,61818,0,61698,17,7727.25
qnn_indep_qiskit_69,16,118,61818,0,61689,8,3863.625
portfolioqaoa_indep_qiskit_8,2,4,552,0,544,8,276.0
portfolioqaoa_indep_qiskit_8,4,6,552,0,540,4,138.0
portfolioqaoa_indep_qiskit_8,8,7,552,0,538,2,69.0
portfolioqaoa_indep_qiskit_8,16,7,552,0,538,0,34.5
qnn_indep_qiskit_55,2,81,39264,0,39209,55,19632.0
qnn_indep_qiskit_55,4,92,39264,0,39182,27,9816.0
qnn_indep_qiskit_55,8,95,39264,0,39168,13,4908.0
qnn_indep_qiskit_55,16,91,39264,0,39161,6,2454.0
qnn_indep_qiskit_41,2,60,21806,0,21765,41,10903.0
qnn_indep_qiskit_41,4,68,21806,0,21745,20,5451.5
qnn_indep_qiskit_41,8,69,21806,0,21735,10,2725.75
qnn_indep_qiskit_41,16,63,21806,0,21730,5,1362.875
graphstate_indep_qiskit_31,2,77,279,0,150,129,139.5
graphstate_indep_qiskit_31,4,107,279,0,95,37,69.75
graphstate_indep_qiskit_31,8,87,279,0,75,17,34.875
graphstate_indep_qiskit_31,16,83,279,0,65,7,17.4375
wstate_indep_qiskit_71,2,452,1123,0,620,503,561.5
wstate_indep_qiskit_71,4,580,1123,0,373,247,280.75
wstate_indep_qiskit_71,8,710,1123,0,250,123,140.375
wstate_indep_qiskit_71,16,638,1123,0,189,48,70.1875
graphstate_indep_qiskit_25,2,53,225,0,119,106,112.5
graphstate_indep_qiskit_25,4,72,225,0,65,44,56.25
graphstate_indep_qiskit_25,8,62,225,0,49,12,28.125
graphstate_indep_qiskit_25,16,55,225,0,41,5,14.0625
wstate_indep_qiskit_65,2,407,1027,0,572,455,513.5
wstate_indep_qiskit_65,4,523,1027,0,349,223,256.75
wstate_indep_qiskit_65,8,634,1027,0,238,111,128.375
wstate_indep_qiskit_65,16,559,1027,0,183,42,64.1875
qpeinexact_indep_qiskit_28,2,14,2456,0,2428,28,1228.0
qpeinexact_indep_qiskit_28,4,21,2456,0,2414,14,614.0
qpeinexact_indep_qiskit_28,8,45,2456,0,2407,7,307.0
qpeinexact_indep_qiskit_28,16,38,2456,0,2404,3,153.5
qnn_indep_qiskit_96,2,48,119706,0,119610,96,59853.0
qnn_indep_qiskit_96,4,72,119706,0,119562,48,29926.5
qnn_indep_qiskit_96,8,84,119706,0,119538,24,14963.25
qnn_indep_qiskit_96,16,90,119706,0,119526,12,7481.625
qnn_indep_qiskit_82,2,41,87324,0,87242,82,43662.0
qnn_indep_qiskit_82,4,140,87324,0,87201,41,21831.0
qnn_indep_qiskit_82,8,146,87324,0,87181,20,10915.5
qnn_indep_qiskit_82,16,143,87324,0,87171,10,5457.75
graphstate_indep_qiskit_19,2,35,171,0,96,75,85.5
graphstate_indep_qiskit_19,4,42,171,0,66,30,42.75
graphstate_indep_qiskit_19,8,41,171,0,50,7,21.375
graphstate_indep_qiskit_19,16,25,171,0,46,2,10.6875
wstate_indep_qiskit_59,2,364,931,0,524,407,465.5
wstate_indep_qiskit_59,4,463,931,0,325,199,232.75
wstate_indep_qiskit_59,8,555,931,0,226,99,116.375
wstate_indep_qiskit_59,16,480,931,0,177,36,58.1875
qpeinexact_indep_qiskit_14,2,7,636,0,622,14,318.0
qpeinexact_indep_qiskit_14,4,21,636,0,615,7,159.0
qpeinexact_indep_qiskit_14,8,18,636,0,612,3,79.5
qpeinexact_indep_qiskit_14,16,13,636,0,610,0,39.75
graphstate_indep_qiskit_114,2,211,1026,0,524,502,513.0
graphstate_indep_qiskit_114,4,559,1026,0,280,236,256.5
graphstate_indep_qiskit_114,8,622,1026,0,155,112,128.25
graphstate_indep_qiskit_114,16,587,1026,0,105,48,64.125
dj_indep_qiskit_115,2,171,1142,0,1027,115,571.0
dj_indep_qiskit_115,4,197,1142,0,970,57,285.5
dj_indep_qiskit_115,8,208,1142,0,941,28,142.75
dj_indep_qiskit_115,16,310,1142,0,686,22,71.375
ghz_indep_qiskit_51,2,105,403,0,232,171,201.5
ghz_indep_qiskit_51,4,191,403,0,148,84,100.75
ghz_indep_qiskit_51,8,214,403,0,106,42,50.375
ghz_indep_qiskit_51,16,179,403,0,85,14,25.1875
ghz_indep_qiskit_45,2,87,355,0,208,147,177.5
ghz_indep_qiskit_45,4,161,355,0,136,72,88.75
ghz_indep_qiskit_45,8,178,355,0,100,36,44.375
ghz_indep_qiskit_45,16,144,355,0,82,11,22.1875
dj_indep_qiskit_101,2,150,1002,0,901,101,501.0
dj_indep_qiskit_101,4,173,1002,0,851,50,250.5
dj_indep_qiskit_101,8,181,1002,0,826,25,125.25
dj_indep_qiskit_101,16,343,1002,0,607,26,62.625
portfolioqaoa_indep_qiskit_16,2,8,2256,0,2240,16,1128.0
portfolioqaoa_indep_qiskit_16,4,12,2256,0,2232,8,564.0
portfolioqaoa_indep_qiskit_16,8,14,2256,0,2228,4,282.0
portfolioqaoa_indep_qiskit_16,16,15,2256,0,2226,2,141.0
graphstate_indep_qiskit_100,2,188,900,0,464,436,450.0
graphstate_indep_qiskit_100,4,284,900,0,255,191,225.0
graphstate_indep_qiskit_100,8,463,900,0,150,85,112.5
graphstate_indep_qiskit_100,16,433,900,0,100,35,56.25
dj_indep_qiskit_129,2,192,1282,0,1153,129,641.0
dj_indep_qiskit_129,4,222,1282,0,1089,64,320.5
dj_indep_qiskit_129,8,234,1282,0,1057,32,160.25
dj_indep_qiskit_129,16,271,1282,0,768,19,80.125
qnn_indep_qiskit_103,2,153,137808,0,137705,103,68904.0
qnn_indep_qiskit_103,4,176,137808,0,137654,51,34452.0
qnn_indep_qiskit_103,8,185,137808,0,137628,25,17226.0
qnn_indep_qiskit_103,16,184,137808,0,137615,12,8613.0
graphstate_indep_qiskit_128,2,257,1152,0,605,547,576.0
graphstate_indep_qiskit_128,4,521,1152,0,327,270,288.0
graphstate_indep_qiskit_128,8,633,1152,0,191,127,144.0
graphstate_indep_qiskit_128,16,579,1152,0,122,58,72.0
qftentangled_indep_qiskit_63,2,2820,12466,0,7435,5031,6233.0
qftentangled_indep_qiskit_63,4,4525,12466,0,5266,2166,3116.5
qftentangled_indep_qiskit_63,8,4911,12466,0,4190,1066,1558.25
qftentangled_indep_qiskit_63,16,4162,12466,0,3685,284,779.125
ghz_indep_qiskit_79,2,171,627,0,344,283,313.5
ghz_indep_qiskit_79,4,320,627,0,204,140,156.75
ghz_indep_qiskit_79,8,373,627,0,134,70,78.375
ghz_indep_qiskit_79,16,343,627,0,99,28,39.1875
qftentangled_indep_qiskit_77,2,4501,18472,0,10746,7726,9236.0
qftentangled_indep_qiskit_77,4,7443,18472,0,7299,3444,4618.0
qftentangled_indep_qiskit_77,8,8086,18472,0,5585,1705,2309.0
qftentangled_indep_qiskit_77,16,7281,18472,0,4765,525,1154.5
qnn_indep_qiskit_117,2,174,177834,0,177717,117,88917.0
qnn_indep_qiskit_117,4,201,177834,0,177659,58,44458.5
qnn_indep_qiskit_117,8,211,177834,0,177630,29,22229.25
qnn_indep_qiskit_117,16,211,177834,0,177615,14,11114.625
qft_indep_qiskit_71,2,3645,15333,0,9255,6078,7666.5
qft_indep_qiskit_71,4,6042,15333,0,6392,2860,3833.25
qft_indep_qiskit_71,8,6669,15333,0,4969,1413,1916.625
qft_indep_qiskit_71,16,5987,15333,0,4293,413,958.3125
qftentangled_indep_qiskit_113,2,315,39316,0,37260,2056,19658.0
qftentangled_indep_qiskit_113,4,382,39316,0,37098,159,9829.0
qftentangled_indep_qiskit_113,8,340,39316,0,37026,63,4914.5
qftentangled_indep_qiskit_113,16,283,39316,0,37007,7,2457.25
ghz_indep_qiskit_92,2,206,731,0,396,335,365.5
ghz_indep_qiskit_92,4,385,731,0,230,166,182.75
ghz_indep_qiskit_92,8,451,731,0,147,83,91.375
ghz_indep_qiskit_92,16,420,731,0,106,35,45.6875
ghz_indep_qiskit_86,2,190,683,0,372,311,341.5
ghz_indep_qiskit_86,4,355,683,0,218,154,170.75
ghz_indep_qiskit_86,8,415,683,0,141,77,85.375
ghz_indep_qiskit_86,16,384,683,0,103,32,42.6875
qftentangled_indep_qiskit_88,2,6050,24019,0,13760,10259,12009.5
qftentangled_indep_qiskit_88,4,10166,24019,0,9103,4654,6004.75
qftentangled_indep_qiskit_88,8,11381,24019,0,6784,2310,3002.375
qftentangled_indep_qiskit_88,16,10554,24019,0,5666,765,1501.1875
qftentangled_indep_qiskit_107,2,196,35302,0,33501,1801,17651.0
qftentangled_indep_qiskit_107,4,222,35302,0,33437,61,8825.5
qftentangled_indep_qiskit_107,8,213,35302,0,33414,14,4412.75
qftentangled_indep_qiskit_107,16,220,35302,0,33407,6,2206.375
qft_indep_qiskit_65,2,2957,12867,0,7872,4995,6433.5
qft_indep_qiskit_65,4,4901,12867,0,5538,2331,3216.75
qft_indep_qiskit_65,8,5271,12867,0,4380,1149,1608.375
qft_indep_qiskit_65,16,4587,12867,0,3835,314,804.1875
qwalk-noancilla_indep_qiskit_7,2,5,8495,0,8491,4,4247.5
qwalk-noancilla_indep_qiskit_7,4,6,8495,0,8489,2,2123.75
qwalk-noancilla_indep_qiskit_7,8,6,8495,0,8488,0,1061.875
qwalk-noancilla_indep_qiskit_7,16,6,8495,0,8488,0,530.9375
qft_indep_qiskit_59,2,2343,10617,0,6597,4020,5308.5
qft_indep_qiskit_59,4,3830,10617,0,4739,1855,2654.25
qft_indep_qiskit_59,8,4003,10617,0,3819,911,1327.125
qft_indep_qiskit_59,16,3368,10617,0,3389,229,663.5625
wstate_indep_qiskit_100,2,573,1587,0,852,735,793.5
wstate_indep_qiskit_100,4,768,1587,0,489,363,396.75
wstate_indep_qiskit_100,8,1084,1587,0,308,181,198.375
wstate_indep_qiskit_100,16,1012,1587,0,218,77,99.1875
qpeexact_indep_qiskit_91,2,135,25202,0,25111,91,12601.0
qpeexact_indep_qiskit_91,4,155,25202,0,25066,45,6300.5
qpeexact_indep_qiskit_91,8,163,25202,0,25043,22,3150.25
qpeexact_indep_qiskit_91,16,160,25202,0,25032,11,1575.125
qpeexact_indep_qiskit_85,2,126,22010,0,21925,85,11005.0
qpeexact_indep_qiskit_85,4,145,22010,0,21883,42,5502.5
qpeexact_indep_qiskit_85,8,151,22010,0,21862,21,2751.25
qpeexact_indep_qiskit_85,16,149,22010,0,21851,10,1375.625
wstate_indep_qiskit_114,2,120,1811,0,1594,217,905.5
wstate_indep_qiskit_114,4,277,1811,0,1490,104,452.75
wstate_indep_qiskit_114,8,275,1811,0,1438,52,226.375
wstate_indep_qiskit_114,16,218,1811,0,1415,14,113.1875
wstate_indep_qiskit_128,2,215,2035,0,1706,329,1017.5
wstate_indep_qiskit_128,4,293,2035,0,1546,160,508.75
wstate_indep_qiskit_128,8,334,2035,0,1466,80,254.375
wstate_indep_qiskit_128,16,272,2035,0,1427,27,127.1875
twolocalrandom_indep_qiskit_110,2,55,108570,0,108460,110,54285.0
twolocalrandom_indep_qiskit_110,4,189,108570,0,108405,55,27142.5
twolocalrandom_indep_qiskit_110,8,198,108570,0,108378,27,13571.25
twolocalrandom_indep_qiskit_110,16,197,108570,0,108364,13,6785.625
qpeexact_indep_qiskit_52,2,26,8312,0,8260,52,4156.0
qpeexact_indep_qiskit_52,4,39,8312,0,8234,26,2078.0
qpeexact_indep_qiskit_52,8,90,8312,0,8221,13,1039.0
qpeexact_indep_qiskit_52,16,85,8312,0,8215,6,519.5
twolocalrandom_indep_qiskit_104,2,52,97032,0,96928,104,48516.0
twolocalrandom_indep_qiskit_104,4,78,97032,0,96876,52,24258.0
twolocalrandom_indep_qiskit_104,8,91,97032,0,96850,26,12129.0
twolocalrandom_indep_qiskit_104,16,186,97032,0,96837,13,6064.5
qpeexact_indep_qiskit_46,2,23,6524,0,6478,46,3262.0
qpeexact_indep_qiskit_46,4,77,6524,0,6455,23,1631.0
qpeexact_indep_qiskit_46,8,78,6524,0,6444,11,815.5
qpeexact_indep_qiskit_46,16,73,6524,0,6438,5,407.75
twolocalrandom_indep_qiskit_32,2,16,9120,0,9088,32,4560.0
twolocalrandom_indep_qiskit_32,4,24,9120,0,9072,16,2280.0
twolocalrandom_indep_qiskit_32,8,28,9120,0,9064,8,1140.0
twolocalrandom_indep_qiskit_32,16,30,9120,0,9060,4,570.0
twolocalrandom_indep_qiskit_26,2,13,6006,0,5980,26,3003.0
twolocalrandom_indep_qiskit_26,4,42,6006,0,5967,13,1501.5
twolocalrandom_indep_qiskit_26,8,41,6006,0,5961,6,750.75
twolocalrandom_indep_qiskit_26,16,34,6006,0,5958,3,375.375
qwalk-v-chain_indep_qiskit_19,2,25,4509,0,4427,82,2254.5
qwalk-v-chain_indep_qiskit_19,4,30,4509,0,4422,4,1127.25
qwalk-v-chain_indep_qiskit_19,8,32,4509,0,4420,2,563.625
qwalk-v-chain_indep_qiskit_19,16,33,4509,0,4419,1,281.8125
ae_indep_qiskit_83,2,123,21405,0,21322,83,10702.5
ae_indep_qiskit_83,4,141,21405,0,21281,41,5351.25
ae_indep_qiskit_83,8,148,21405,0,21260,20,2675.625
ae_indep_qiskit_83,16,145,21405,0,21250,10,1337.8125
ae_indep_qiskit_122,2,61,45741,0,45619,122,22870.5
ae_indep_qiskit_122,4,210,45741,0,45558,61,11435.25
ae_indep_qiskit_122,8,221,45741,0,45528,30,5717.625
ae_indep_qiskit_122,16,220,45741,0,45513,15,2858.8125
ae_indep_qiskit_97,2,144,29091,0,28994,97,14545.5
ae_indep_qiskit_97,4,166,29091,0,28946,48,7272.75
ae_indep_qiskit_97,8,174,29091,0,28922,24,3636.375
ae_indep_qiskit_97,16,172,29091,0,28910,12,1818.1875
qwalk-v-chain_indep_qiskit_25,2,58,7941,0,7870,71,3970.5
qwalk-v-chain_indep_qiskit_25,4,78,7941,0,7843,26,1985.25
qwalk-v-chain_indep_qiskit_25,8,44,7941,0,7820,3,992.625
qwalk-v-chain_indep_qiskit_25,16,45,7941,0,7818,1,496.3125
su2random_indep_qiskit_42,2,21,15750,0,15708,42,7875.0
su2random_indep_qiskit_42,4,70,15750,0,15687,21,3937.5
su2random_indep_qiskit_42,8,71,15750,0,15677,10,1968.75
su2random_indep_qiskit_42,16,65,15750,0,15672,5,984.375
su2random_indep_qiskit_56,2,28,28056,0,28000,56,14028.0
su2random_indep_qiskit_56,4,42,28056,0,27972,28,7014.0
su2random_indep_qiskit_56,8,49,28056,0,27958,14,3507.0
su2random_indep_qiskit_56,16,93,28056,0,27951,7,1753.5
qpeinexact_indep_qiskit_4,2,2,56,0,52,4,28.0
qpeinexact_indep_qiskit_4,4,3,56,0,50,2,14.0
qpeinexact_indep_qiskit_4,8,3,56,0,50,0,7.0
qpeinexact_indep_qiskit_4,16,6,56,0,32,0,3.5
qwalk-v-chain_indep_qiskit_31,2,65,12345,0,12244,101,6172.5
qwalk-v-chain_indep_qiskit_31,4,83,12345,0,12216,28,3086.25
qwalk-v-chain_indep_qiskit_31,8,57,12345,0,12191,4,1543.125
qwalk-v-chain_indep_qiskit_31,16,58,12345,0,12189,1,771.5625
realamprandom_indep_qiskit_115,2,171,118680,0,118565,115,59340.0
realamprandom_indep_qiskit_115,4,197,118680,0,118508,57,29670.0
realamprandom_indep_qiskit_115,8,208,118680,0,118479,28,14835.0
realamprandom_indep_qiskit_115,16,207,118680,0,118465,14,7417.5
random_indep_qiskit_48,2,272,19989,0,19458,531,9994.5
random_indep_qiskit_48,4,358,19989,0,19292,132,4997.25
random_indep_qiskit_48,8,295,19989,0,19222,39,2498.625
random_indep_qiskit_48,16,204,19989,0,19194,11,1249.3125
qpeinexact_indep_qiskit_125,2,186,47370,0,47245,125,23685.0
qpeinexact_indep_qiskit_125,4,215,47370,0,47183,62,11842.5
qpeinexact_indep_qiskit_125,8,226,47370,0,47152,31,5921.25
qpeinexact_indep_qiskit_125,16,226,47370,0,47136,15,2960.625
ae_indep_qiskit_40,2,20,5151,0,5111,40,2575.5
ae_indep_qiskit_40,4,30,5151,0,5091,20,1287.75
ae_indep_qiskit_40,8,35,5151,0,5081,10,643.875
ae_indep_qiskit_40,16,62,5151,0,5076,5,321.9375
dj_indep_qiskit_31,2,45,302,0,271,31,151.0
dj_indep_qiskit_31,4,50,302,0,256,15,75.5
dj_indep_qiskit_31,8,50,302,0,248,7,37.75
dj_indep_qiskit_31,16,35,302,0,164,4,18.875
realamprandom_indep_qiskit_13,2,18,1482,0,1469,13,741.0
realamprandom_indep_qiskit_13,4,19,1482,0,1463,6,370.5
realamprandom_indep_qiskit_13,8,16,1482,0,1460,3,185.25
realamprandom_indep_qiskit_13,16,12,1482,0,1458,0,92.625
ae_indep_qiskit_54,2,27,9225,0,9171,54,4612.5
ae_indep_qiskit_54,4,91,9225,0,9144,27,2306.25
ae_indep_qiskit_54,8,93,9225,0,9131,13,1153.125
ae_indep_qiskit_54,16,89,9225,0,9124,6,576.5625
dj_indep_qiskit_25,2,36,242,0,217,25,121.0
dj_indep_qiskit_25,4,40,242,0,205,12,60.5
dj_indep_qiskit_25,8,39,242,0,199,6,30.25
dj_indep_qiskit_25,16,38,242,0,133,3,15.125
realamprandom_indep_qiskit_101,2,150,91506,0,91405,101,45753.0
realamprandom_indep_qiskit_101,4,173,91506,0,91355,50,22876.5
realamprandom_indep_qiskit_101,8,181,91506,0,91330,25,11438.25
realamprandom_indep_qiskit_101,16,180,91506,0,91317,12,5719.125
qpeinexact_indep_qiskit_119,2,177,42954,0,42835,119,21477.0
qpeinexact_indep_qiskit_119,4,204,42954,0,42776,59,10738.5
qpeinexact_indep_qiskit_119,8,215,42954,0,42746,29,5369.25
qpeinexact_indep_qiskit_119,16,215,42954,0,42731,14,2684.625
random_indep_qiskit_74,2,663,48017,0,46881,1136,24008.5
random_indep_qiskit_74,4,768,48017,0,46499,317,12004.25
random_indep_qiskit_74,8,757,48017,0,46329,106,6002.125
random_indep_qiskit_74,16,462,48017,0,46250,26,3001.0625
realamprandom_indep_qiskit_129,2,192,149382,0,149253,129,74691.0
realamprandom_indep_qiskit_129,4,222,149382,0,149189,64,37345.5
realamprandom_indep_qiskit_129,8,234,149382,0,149157,32,18672.75
realamprandom_indep_qiskit_129,16,234,149382,0,149141,16,9336.375
su2random_indep_qiskit_81,2,120,58806,0,58725,81,29403.0
su2random_indep_qiskit_81,4,138,58806,0,58685,40,14701.5
su2random_indep_qiskit_81,8,144,58806,0,58665,20,7350.75
su2random_indep_qiskit_81,16,141,58806,0,58655,10,3675.375
wstate_indep_qiskit_4,2,4,51,0,30,21,25.5
wstate_indep_qiskit_4,4,5,51,0,24,2,12.75
wstate_indep_qiskit_4,8,5,51,0,24,0,6.375
wstate_indep_qiskit_4,16,8,51,0,11,0,3.1875
ae_indep_qiskit_68,2,34,14475,0,14407,68,7237.5
ae_indep_qiskit_68,4,51,14475,0,14373,34,3618.75
ae_indep_qiskit_68,8,120,14475,0,14356,17,1809.375
ae_indep_qiskit_68,16,116,14475,0,14348,8,904.6875
dj_indep_qiskit_19,2,27,182,0,163,19,91.0
dj_indep_qiskit_19,4,29,182,0,154,9,45.5
dj_indep_qiskit_19,8,28,182,0,149,4,22.75
dj_indep_qiskit_19,16,27,182,0,92,2,11.375
su2random_indep_qiskit_95,2,141,80940,0,80845,95,40470.0
su2random_indep_qiskit_95,4,162,80940,0,80798,47,20235.0
su2random_indep_qiskit_95,8,170,80940,0,80774,23,10117.5
su2random_indep_qiskit_95,16,168,80940,0,80762,11,5058.75
random_indep_qiskit_60,2,543,31247,0,30652,595,15623.5
random_indep_qiskit_60,4,538,31247,0,30274,217,7811.75
random_indep_qiskit_60,8,514,31247,0,30143,71,3905.875
random_indep_qiskit_60,16,307,31247,0,30088,15,1952.9375
su2random_indep_qiskit_94,2,47,79242,0,79148,94,39621.0
su2random_indep_qiskit_94,4,161,79242,0,79101,47,19810.5
su2random_indep_qiskit_94,8,168,79242,0,79078,23,9905.25
su2random_indep_qiskit_94,16,166,79242,0,79066,11,4952.625
dj_indep_qiskit_18,2,9,172,0,154,18,86.0
dj_indep_qiskit_18,4,28,172,0,145,9,43.0
dj_indep_qiskit_18,8,26,172,0,141,4,21.5
dj_indep_qiskit_18,16,25,172,0,84,2,10.75
ae_indep_qiskit_69,2,102,14895,0,14826,69,7447.5
ae_indep_qiskit_69,4,117,14895,0,14792,34,3723.75
ae_indep_qiskit_69,8,121,14895,0,14775,17,1861.875
ae_indep_qiskit_69,16,118,14895,0,14766,8,930.9375
random_indep_qiskit_61,2,584,31277,0,30307,970,15638.5
random_indep_qiskit_61,4,710,31277,0,30018,253,7819.25
random_indep_qiskit_61,8,623,31277,0,29856,91,3909.625
random_indep_qiskit_61,16,383,31277,0,29786,21,1954.8125
realamprandom_indep_qiskit_128,2,64,147072,0,146944,128,73536.0
realamprandom_indep_qiskit_128,4,96,147072,0,146880,64,36768.0
realamprandom_indep_qiskit_128,8,112,147072,0,146848,32,18384.0
realamprandom_indep_qiskit_128,16,120,147072,0,146832,16,9192.0
random_indep_qiskit_75,2,639,48915,0,47893,1022,24457.5
random_indep_qiskit_75,4,703,48915,0,47481,394,12228.75
random_indep_qiskit_75,8,583,48915,0,47298,76,6114.375
random_indep_qiskit_75,16,509,48915,0,47251,28,3057.1875
qpeinexact_indep_qiskit_118,2,59,42236,0,42118,118,21118.0
qpeinexact_indep_qiskit_118,4,203,42236,0,42059,59,10559.0
qpeinexact_indep_qiskit_118,8,213,42236,0,42030,29,5279.5
qpeinexact_indep_qiskit_118,16,213,42236,0,42015,14,2639.75
wstate_indep_qiskit_5,2,10,67,0,38,29,33.5
wstate_indep_qiskit_5,4,8,67,0,25,9,16.75
wstate_indep_qiskit_5,8,7,67,0,24,0,8.375
wstate_indep_qiskit_5,16,7,67,0,24,0,4.1875
su2random_indep_qiskit_80,2,40,57360,0,57280,80,28680.0
su2random_indep_qiskit_80,4,60,57360,0,57240,40,14340.0
su2random_indep_qiskit_80,8,70,57360,0,57220,20,7170.0
su2random_indep_qiskit_80,16,75,57360,0,57210,10,3585.0
dj_indep_qiskit_24,2,12,232,0,208,24,116.0
dj_indep_qiskit_24,4,18,232,0,196,12,58.0
dj_indep_qiskit_24,8,21,232,0,190,6,29.0
dj_indep_qiskit_24,16,36,232,0,125,3,14.5
ae_indep_qiskit_55,2,81,9561,0,9506,55,4780.5
ae_indep_qiskit_55,4,92,9561,0,9479,27,2390.25
ae_indep_qiskit_55,8,95,9561,0,9465,13,1195.125
ae_indep_qiskit_55,16,91,9561,0,9458,6,597.5625
realamprandom_indep_qiskit_12,2,6,1260,0,1248,12,630.0
realamprandom_indep_qiskit_12,4,9,1260,0,1242,6,315.0
realamprandom_indep_qiskit_12,8,15,1260,0,1239,3,157.5
realamprandom_indep_qiskit_12,16,11,1260,0,1238,0,78.75
realamprandom_indep_qiskit_100,2,50,89700,0,89600,100,44850.0
realamprandom_indep_qiskit_100,4,75,89700,0,89550,50,22425.0
realamprandom_indep_qiskit_100,8,180,89700,0,89525,25,11212.5
realamprandom_indep_qiskit_100,16,178,89700,0,89513,12,5606.25
qpeinexact_indep_qiskit_130,2,65,51212,0,51082,130,25606.0
qpeinexact_indep_qiskit_130,4,224,51212,0,51017,65,12803.0
qpeinexact_indep_qiskit_130,8,236,51212,0,50985,32,6401.5
qpeinexact_indep_qiskit_130,16,236,51212,0,50969,16,3200.75
pricingput_indep_qiskit_23,2,25,15238,0,8078,7160,7619.0
pricingput_indep_qiskit_23,4,36,15238,0,8068,9,3809.5
pricingput_indep_qiskit_23,8,40,15238,0,8063,4,1904.75
pricingput_indep_qiskit_23,16,38,15238,0,8060,2,952.375
qpeinexact_indep_qiskit_124,2,62,46616,0,46492,124,23308.0
qpeinexact_indep_qiskit_124,4,93,46616,0,46430,62,11654.0
qpeinexact_indep_qiskit_124,8,225,46616,0,46399,31,5827.0
qpeinexact_indep_qiskit_124,16,224,46616,0,46384,15,2913.5
random_indep_qiskit_49,2,448,21251,0,20463,788,10625.5
random_indep_qiskit_49,4,471,21251,0,20170,230,5312.75
random_indep_qiskit_49,8,347,21251,0,20065,44,2656.375
random_indep_qiskit_49,16,261,21251,0,20034,12,1328.1875
realamprandom_indep_qiskit_114,2,57,116622,0,116508,114,58311.0
realamprandom_indep_qiskit_114,4,196,116622,0,116451,57,29155.5
realamprandom_indep_qiskit_114,8,206,116622,0,116423,28,14577.75
realamprandom_indep_qiskit_114,16,205,116622,0,116409,14,7288.875
dj_indep_qiskit_30,2,15,292,0,262,30,146.0
dj_indep_qiskit_30,4,49,292,0,247,15,73.0
dj_indep_qiskit_30,8,48,292,0,240,7,36.5
dj_indep_qiskit_30,16,49,292,0,156,4,18.25
ae_indep_qiskit_41,2,60,5403,0,5362,41,2701.5
ae_indep_qiskit_41,4,68,5403,0,5342,20,1350.75
ae_indep_qiskit_41,8,69,5403,0,5332,10,675.375
ae_indep_qiskit_41,16,63,5403,0,5327,5,337.6875
qpeinexact_indep_qiskit_5,2,6,90,0,85,5,45.0
qpeinexact_indep_qiskit_5,4,5,90,0,83,2,22.5
qpeinexact_indep_qiskit_5,8,4,90,0,82,0,11.25
qpeinexact_indep_qiskit_5,16,4,90,0,82,0,5.625
su2random_indep_qiskit_57,2,84,29070,0,29013,57,14535.0
su2random_indep_qiskit_57,4,96,29070,0,28985,28,7267.5
su2random_indep_qiskit_57,8,99,29070,0,28971,14,3633.75
su2random_indep_qiskit_57,16,94,29070,0,28964,7,1816.875
su2random_indep_qiskit_43,2,63,16512,0,16469,43,8256.0
su2random_indep_qiskit_43,4,71,16512,0,16448,21,4128.0
su2random_indep_qiskit_43,8,73,16512,0,16437,10,2064.0
su2random_indep_qiskit_43,16,67,16512,0,16432,5,1032.0
ae_indep_qiskit_96,2,48,28503,0,28407,96,14251.5
ae_indep_qiskit_96,4,72,28503,0,28359,48,7125.75
ae_indep_qiskit_96,8,84,28503,0,28335,24,3562.875
ae_indep_qiskit_96,16,90,28503,0,28323,12,1781.4375
ae_indep_qiskit_123,2,183,46485,0,46362,123,23242.5
ae_indep_qiskit_123,4,211,46485,0,46301,61,11621.25
ae_indep_qiskit_123,8,223,46485,0,46270,30,5810.625
ae_indep_qiskit_123,16,222,46485,0,46255,15,2905.3125
ae_indep_qiskit_82,2,41,20901,0,20819,82,10450.5
ae_indep_qiskit_82,4,140,20901,0,20778,41,5225.25
ae_indep_qiskit_82,8,146,20901,0,20758,20,2612.625
ae_indep_qiskit_82,16,143,20901,0,20748,10,1306.3125
twolocalrandom_indep_qiskit_27,2,39,6480,0,6453,27,3240.0
twolocalrandom_indep_qiskit_27,4,43,6480,0,6440,13,1620.0
twolocalrandom_indep_qiskit_27,8,43,6480,0,6433,6,810.0
twolocalrandom_indep_qiskit_27,16,36,6480,0,6430,3,405.0
twolocalrandom_indep_qiskit_33,2,48,9702,0,9669,33,4851.0
twolocalrandom_indep_qiskit_33,4,54,9702,0,9653,16,2425.5
twolocalrandom_indep_qiskit_33,8,54,9702,0,9645,8,1212.75
twolocalrandom_indep_qiskit_33,16,48,9702,0,9641,4,606.375
qpeexact_indep_qiskit_47,2,69,6810,0,6763,47,3405.0
qpeexact_indep_qiskit_47,4,78,6810,0,6740,23,1702.5
qpeexact_indep_qiskit_47,8,80,6810,0,6728,11,851.25
qpeexact_indep_qiskit_47,16,75,6810,0,6722,5,425.625
twolocalrandom_indep_qiskit_105,2,156,98910,0,98805,105,49455.0
twolocalrandom_indep_qiskit_105,4,180,98910,0,98753,52,24727.5
twolocalrandom_indep_qiskit_105,8,189,98910,0,98727,26,12363.75
