circuit,k,cut_cost,num_qubits,num_nodes,max_partition_size,min_partition_size,avg_partition_size
su2random_indep_qiskit_84,8,150,63252,0,63105,21,7906.5
su2random_indep_qiskit_84,16,147,63252,0,63095,10,3953.25
ae_indep_qiskit_79,2,117,19425,0,19346,79,9712.5
ae_indep_qiskit_79,4,134,19425,0,19307,39,4856.25
ae_indep_qiskit_79,8,140,19425,0,19287,19,2428.125
ae_indep_qiskit_79,16,137,19425,0,19277,9,1214.0625
random_indep_qiskit_71,2,460,43704,0,43000,704,21852.0
random_indep_qiskit_71,4,617,43704,0,42701,292,10926.0
random_indep_qiskit_71,8,558,43704,0,42553,78,5463.0
random_indep_qiskit_71,16,412,43704,0,42501,26,2731.5
qpeinexact_indep_qiskit_108,2,54,35416,0,35308,108,17708.0
qpeinexact_indep_qiskit_108,4,81,35416,0,35254,54,8854.0
qpeinexact_indep_qiskit_108,8,195,35416,0,35227,27,4427.0
qpeinexact_indep_qiskit_108,16,193,35416,0,35214,13,2213.5
random_indep_qiskit_65,2,495,36948,0,36269,679,18474.0
random_indep_qiskit_65,4,634,36948,0,35980,224,9237.0
random_indep_qiskit_65,8,530,36948,0,35833,77,4618.5
random_indep_qiskit_65,16,319,36948,0,35774,18,2309.25
su2random_indep_qiskit_90,2,45,72630,0,72540,90,36315.0
su2random_indep_qiskit_90,4,154,72630,0,72495,45,18157.5
su2random_indep_qiskit_90,8,161,72630,0,72473,22,9078.75
su2random_indep_qiskit_90,16,158,72630,0,72462,11,4539.375
ae_indep_qiskit_45,2,66,6471,0,6426,45,3235.5
ae_indep_qiskit_45,4,75,6471,0,6404,22,1617.75
ae_indep_qiskit_45,8,76,6471,0,6393,11,808.875
ae_indep_qiskit_45,16,71,6471,0,6387,5,404.4375
dj_indep_qiskit_34,2,17,332,0,298,34,166.0
dj_indep_qiskit_34,4,56,332,0,281,17,83.0
dj_indep_qiskit_34,8,56,332,0,273,8,41.5
dj_indep_qiskit_34,16,56,332,0,181,4,20.75
realamprandom_indep_qiskit_110,2,55,108570,0,108460,110,54285.0
realamprandom_indep_qiskit_110,4,189,108570,0,108405,55,27142.5
realamprandom_indep_qiskit_110,8,198,108570,0,108378,27,13571.25
realamprandom_indep_qiskit_110,16,197,108570,0,108364,13,6785.625
qpeinexact_indep_qiskit_120,2,60,43672,0,43552,120,21836.0
qpeinexact_indep_qiskit_120,4,90,43672,0,43492,60,10918.0
qpeinexact_indep_qiskit_120,8,105,43672,0,43462,30,5459.0
qpeinexact_indep_qiskit_120,16,217,43672,0,43447,15,2729.5
random_indep_qiskit_59,2,391,29966,0,29141,825,14983.0
random_indep_qiskit_59,4,512,29966,0,28859,218,7491.5
random_indep_qiskit_59,8,437,29966,0,28743,71,3745.75
random_indep_qiskit_59,16,373,29966,0,28705,20,1872.875
realamprandom_indep_qiskit_104,2,52,97032,0,96928,104,48516.0
realamprandom_indep_qiskit_104,4,78,97032,0,96876,52,24258.0
realamprandom_indep_qiskit_104,8,91,97032,0,96850,26,12129.0
realamprandom_indep_qiskit_104,16,186,97032,0,96837,13,6064.5
realamprandom_indep_qiskit_16,2,8,2256,0,2240,16,1128.0
realamprandom_indep_qiskit_16,4,12,2256,0,2232,8,564.0
realamprandom_indep_qiskit_16,8,14,2256,0,2228,4,282.0
realamprandom_indep_qiskit_16,16,15,2256,0,2226,2,141.0
ae_indep_qiskit_51,2,75,8253,0,8202,51,4126.5
ae_indep_qiskit_51,4,85,8253,0,8177,25,2063.25
ae_indep_qiskit_51,8,88,8253,0,8164,12,1031.625
ae_indep_qiskit_51,16,83,8253,0,8158,6,515.8125
dj_indep_qiskit_20,2,10,192,0,172,20,96.0
dj_indep_qiskit_20,4,15,192,0,162,10,48.0
dj_indep_qiskit_20,8,30,192,0,157,5,24.0
dj_indep_qiskit_20,16,29,192,0,100,2,12.0
realamprandom_indep_qiskit_105,2,156,98910,0,98805,105,49455.0
realamprandom_indep_qiskit_105,4,180,98910,0,98753,52,24727.5
realamprandom_indep_qiskit_105,8,189,98910,0,98727,26,12363.75
realamprandom_indep_qiskit_105,16,187,98910,0,98714,13,6181.875
random_indep_qiskit_58,2,376,29022,0,27878,1144,14511.0
random_indep_qiskit_58,4,406,29022,0,27629,211,7255.5
random_indep_qiskit_58,8,416,29022,0,27554,51,3627.75
random_indep_qiskit_58,16,361,29022,0,27523,20,1813.875
dj_indep_qiskit_21,2,30,202,0,181,21,101.0
dj_indep_qiskit_21,4,33,202,0,171,10,50.5
dj_indep_qiskit_21,8,31,202,0,166,5,25.25
dj_indep_qiskit_21,16,31,202,0,109,3,12.625
ae_indep_qiskit_50,2,25,7941,0,7891,50,3970.5
ae_indep_qiskit_50,4,84,7941,0,7866,25,1985.25
ae_indep_qiskit_50,8,86,7941,0,7854,12,992.625
ae_indep_qiskit_50,16,81,7941,0,7848,6,496.3125
realamprandom_indep_qiskit_17,2,24,2550,0,2533,17,1275.0
realamprandom_indep_qiskit_17,4,26,2550,0,2525,8,637.5
realamprandom_indep_qiskit_17,8,24,2550,0,2521,4,318.75
realamprandom_indep_qiskit_17,16,17,2550,0,2519,2,159.375
dj_indep_qiskit_35,2,51,342,0,307,35,171.0
dj_indep_qiskit_35,4,57,342,0,290,17,85.5
dj_indep_qiskit_35,8,58,342,0,281,8,42.75
dj_indep_qiskit_35,16,118,342,0,193,9,21.375
ae_indep_qiskit_44,2,22,6195,0,6151,44,3097.5
ae_indep_qiskit_44,4,33,6195,0,6129,22,1548.75
ae_indep_qiskit_44,8,75,6195,0,6118,11,774.375
ae_indep_qiskit_44,16,69,6195,0,6113,5,387.1875
qpeinexact_indep_qiskit_121,2,180,44402,0,44281,121,22201.0
qpeinexact_indep_qiskit_121,4,208,44402,0,44221,60,11100.5
qpeinexact_indep_qiskit_121,8,219,44402,0,44191,30,5550.25
qpeinexact_indep_qiskit_121,16,218,44402,0,44176,15,2775.125
realamprandom_indep_qiskit_111,2,165,110556,0,110445,111,55278.0
realamprandom_indep_qiskit_111,4,190,110556,0,110390,55,27639.0
realamprandom_indep_qiskit_111,8,200,110556,0,110362,27,13819.5
realamprandom_indep_qiskit_111,16,199,110556,0,110348,13,6909.75
random_indep_qiskit_64,2,520,36450,0,35614,836,18225.0
random_indep_qiskit_64,4,605,36450,0,35231,289,9112.5
random_indep_qiskit_64,8,498,36450,0,35094,78,4556.25
random_indep_qiskit_64,16,342,36450,0,35043,19,2278.125
qpeinexact_indep_qiskit_109,2,162,36074,0,35965,109,18037.0
qpeinexact_indep_qiskit_109,4,187,36074,0,35911,54,9018.5
qpeinexact_indep_qiskit_109,8,196,36074,0,35884,27,4509.25
qpeinexact_indep_qiskit_109,16,195,36074,0,35870,13,2254.625
su2random_indep_qiskit_91,2,135,74256,0,74165,91,37128.0
su2random_indep_qiskit_91,4,155,74256,0,74120,45,18564.0
su2random_indep_qiskit_91,8,163,74256,0,74097,22,9282.0
su2random_indep_qiskit_91,16,160,74256,0,74086,11,4641.0
ae_indep_qiskit_78,2,39,18945,0,18867,78,9472.5
ae_indep_qiskit_78,4,133,18945,0,18828,39,4736.25
ae_indep_qiskit_78,8,138,18945,0,18809,19,2368.125
ae_indep_qiskit_78,16,135,18945,0,18799,9,1184.0625
su2random_indep_qiskit_85,2,126,64770,0,64685,85,32385.0
su2random_indep_qiskit_85,4,145,64770,0,64643,42,16192.5
su2random_indep_qiskit_85,8,151,64770,0,64622,21,8096.25
su2random_indep_qiskit_85,16,149,64770,0,64611,10,4048.125
random_indep_qiskit_70,2,507,42592,0,41958,634,21296.0
random_indep_qiskit_70,4,626,42592,0,41657,273,10648.0
random_indep_qiskit_70,8,550,42592,0,41521,83,5324.0
random_indep_qiskit_70,16,404,42592,0,41466,23,2662.0
ae_indep_qiskit_93,2,138,26775,0,26682,93,13387.5
ae_indep_qiskit_93,4,159,26775,0,26636,46,6693.75
ae_indep_qiskit_93,8,166,26775,0,26613,23,3346.875
ae_indep_qiskit_93,16,164,26775,0,26601,11,1673.4375
ae_indep_qiskit_87,2,129,23481,0,23394,87,11740.5
ae_indep_qiskit_87,4,148,23481,0,23351,43,5870.25
ae_indep_qiskit_87,8,155,23481,0,23329,21,2935.125
ae_indep_qiskit_87,16,153,23481,0,23318,10,1467.5625
ae_indep_qiskit_126,2,63,48753,0,48627,126,24376.5
ae_indep_qiskit_126,4,217,48753,0,48564,63,12188.25
ae_indep_qiskit_126,8,228,48753,0,48533,31,6094.125
ae_indep_qiskit_126,16,228,48753,0,48517,15,3047.0625
su2random_indep_qiskit_52,2,26,24180,0,24128,52,12090.0
su2random_indep_qiskit_52,4,39,24180,0,24102,26,6045.0
su2random_indep_qiskit_52,8,90,24180,0,24089,13,3022.5
su2random_indep_qiskit_52,16,85,24180,0,24083,6,1511.25
qnn_indep_qiskit_8,2,4,818,0,810,8,409.0
qnn_indep_qiskit_8,4,6,818,0,806,4,204.5
qnn_indep_qiskit_8,8,7,818,0,804,2,102.25
qnn_indep_qiskit_8,16,7,818,0,804,0,51.125
su2random_indep_qiskit_46,2,23,18906,0,18860,46,9453.0
su2random_indep_qiskit_46,4,77,18906,0,18837,23,4726.5
su2random_indep_qiskit_46,8,78,18906,0,18826,11,2363.25
su2random_indep_qiskit_46,16,73,18906,0,18820,5,1181.625
qwalk-v-chain_indep_qiskit_21,2,50,5545,0,5494,51,2772.5
qwalk-v-chain_indep_qiskit_21,4,34,5545,0,5448,5,1386.25
qwalk-v-chain_indep_qiskit_21,8,36,5545,0,5445,2,693.125
qwalk-v-chain_indep_qiskit_21,16,37,5545,0,5444,1,346.5625
portfoliovqe_indep_qiskit_8,2,4,552,0,544,8,276.0
portfoliovqe_indep_qiskit_8,4,6,552,0,540,4,138.0
portfoliovqe_indep_qiskit_8,8,7,552,0,538,2,69.0
portfoliovqe_indep_qiskit_8,16,7,552,0,538,0,34.5
qpeexact_indep_qiskit_42,2,21,5452,0,5410,42,2726.0
qpeexact_indep_qiskit_42,4,70,5452,0,5389,21,1363.0
qpeexact_indep_qiskit_42,8,71,5452,0,5379,10,681.5
qpeexact_indep_qiskit_42,16,65,5452,0,5374,5,340.75
twolocalrandom_indep_qiskit_100,2,50,89700,0,89600,100,44850.0
twolocalrandom_indep_qiskit_100,4,75,89700,0,89550,50,22425.0
twolocalrandom_indep_qiskit_100,8,180,89700,0,89525,25,11212.5
twolocalrandom_indep_qiskit_100,16,178,89700,0,89513,12,5606.25
qpeexact_indep_qiskit_56,2,28,9624,0,9568,56,4812.0
qpeexact_indep_qiskit_56,4,42,9624,0,9540,28,2406.0
qpeexact_indep_qiskit_56,8,49,9624,0,9526,14,1203.0
qpeexact_indep_qiskit_56,16,93,9624,0,9519,7,601.5
twolocalrandom_indep_qiskit_114,2,57,116622,0,116508,114,58311.0
twolocalrandom_indep_qiskit_114,4,196,116622,0,116451,57,29155.5
twolocalrandom_indep_qiskit_114,8,206,116622,0,116423,28,14577.75
twolocalrandom_indep_qiskit_114,16,205,116622,0,116409,14,7288.875
twolocalrandom_indep_qiskit_22,2,11,4290,0,4268,22,2145.0
twolocalrandom_indep_qiskit_22,4,35,4290,0,4257,11,1072.5
twolocalrandom_indep_qiskit_22,8,33,4290,0,4252,5,536.25
twolocalrandom_indep_qiskit_22,16,27,4290,0,4249,2,268.125
twolocalrandom_indep_qiskit_128,2,64,147072,0,146944,128,73536.0
twolocalrandom_indep_qiskit_128,4,96,147072,0,146880,64,36768.0
twolocalrandom_indep_qiskit_128,8,112,147072,0,146848,32,18384.0
twolocalrandom_indep_qiskit_128,16,120,147072,0,146832,16,9192.0
twolocalrandom_indep_qiskit_36,2,18,11556,0,11520,36,5778.0
twolocalrandom_indep_qiskit_36,4,27,11556,0,11502,18,2889.0
twolocalrandom_indep_qiskit_36,8,60,11556,0,11493,9,1444.5
twolocalrandom_indep_qiskit_36,16,54,11556,0,11489,4,722.25
wstate_indep_qiskit_110,2,98,1747,0,1562,185,873.5
wstate_indep_qiskit_110,4,241,1747,0,1474,88,436.75
wstate_indep_qiskit_110,8,222,1747,0,1430,44,218.375
wstate_indep_qiskit_110,16,206,1747,0,1414,13,109.1875
qpeexact_indep_qiskit_81,2,120,20002,0,19921,81,10001.0
qpeexact_indep_qiskit_81,4,138,20002,0,19881,40,5000.5
qpeexact_indep_qiskit_81,8,144,20002,0,19861,20,2500.25
qpeexact_indep_qiskit_81,16,141,20002,0,19851,10,1250.125
qpeexact_indep_qiskit_95,2,141,27450,0,27355,95,13725.0
qpeexact_indep_qiskit_95,4,162,27450,0,27308,47,6862.5
qpeexact_indep_qiskit_95,8,170,27450,0,27284,23,3431.25
qpeexact_indep_qiskit_95,16,168,27450,0,27272,11,1715.625
wstate_indep_qiskit_104,2,59,1651,0,1514,137,825.5
wstate_indep_qiskit_104,4,81,1651,0,1452,59,412.75
wstate_indep_qiskit_104,8,94,1651,0,1426,26,206.375
wstate_indep_qiskit_104,16,189,1651,0,1413,13,103.1875
qft_indep_qiskit_61,2,2539,11343,0,7010,4333,5671.5
qft_indep_qiskit_61,4,4184,11343,0,4999,2008,2835.75
qft_indep_qiskit_61,8,4442,11343,0,4003,987,1417.875
qft_indep_qiskit_61,16,3753,11343,0,3536,256,708.9375
qftentangled_indep_qiskit_103,2,156,32746,0,31055,1691,16373.0
qftentangled_indep_qiskit_103,4,179,32746,0,31026,26,8186.5
qftentangled_indep_qiskit_103,8,192,32746,0,31013,12,4093.25
qftentangled_indep_qiskit_103,16,198,32746,0,31007,6,2046.625
ghz_indep_qiskit_82,2,178,651,0,356,295,325.5
ghz_indep_qiskit_82,4,335,651,0,210,146,162.75
ghz_indep_qiskit_82,8,390,651,0,137,73,81.375
ghz_indep_qiskit_82,16,359,651,0,101,30,40.6875
ghz_indep_qiskit_96,2,214,763,0,412,351,381.5
ghz_indep_qiskit_96,4,401,763,0,238,174,190.75
ghz_indep_qiskit_96,8,475,763,0,151,87,95.375
ghz_indep_qiskit_96,16,444,763,0,108,37,47.6875
qftentangled_indep_qiskit_98,2,7720,29689,0,16815,12874,14844.5
qftentangled_indep_qiskit_98,4,12839,29689,0,10901,5911,7422.25
qftentangled_indep_qiskit_98,8,14411,29689,0,7953,2939,3711.125
qftentangled_indep_qiskit_98,16,13849,29689,0,6524,1023,1855.5625
qftentangled_indep_qiskit_117,2,435,42112,0,39826,2286,21056.0
qftentangled_indep_qiskit_117,4,560,42112,0,39569,254,10528.0
qftentangled_indep_qiskit_117,8,482,42112,0,39450,110,5264.0
qftentangled_indep_qiskit_117,16,360,42112,0,39409,8,2632.0
qft_indep_qiskit_75,2,4143,17097,0,10237,6860,8548.5
qft_indep_qiskit_75,4,6890,17097,0,6991,3243,4274.25
qft_indep_qiskit_75,8,7481,17097,0,5377,1605,2137.125
qft_indep_qiskit_75,16,6733,17097,0,4606,486,1068.5625
qwalk-noancilla_indep_qiskit_3,2,3,109,0,107,2,54.5
qwalk-noancilla_indep_qiskit_3,4,2,109,0,106,0,27.25
qwalk-noancilla_indep_qiskit_3,8,2,109,0,106,0,13.625
qwalk-noancilla_indep_qiskit_3,16,2,109,0,106,0,6.8125
qft_indep_qiskit_49,2,1477,7347,0,4712,2635,3673.5
qft_indep_qiskit_49,4,2391,7347,0,3526,1183,1836.75
qft_indep_qiskit_49,8,2440,7347,0,2942,575,918.375
qft_indep_qiskit_49,16,1923,7347,0,2678,117,459.1875
graphstate_indep_qiskit_104,2,220,936,0,482,454,468.0
graphstate_indep_qiskit_104,4,423,936,0,257,221,234.0
graphstate_indep_qiskit_104,8,451,936,0,139,95,117.0
graphstate_indep_qiskit_104,16,419,936,0,109,38,58.5
portfolioqaoa_indep_qiskit_12,2,6,1260,0,1248,12,630.0
portfolioqaoa_indep_qiskit_12,4,9,1260,0,1242,6,315.0
portfolioqaoa_indep_qiskit_12,8,15,1260,0,1239,3,157.5
portfolioqaoa_indep_qiskit_12,16,11,1260,0,1238,0,78.75
dj_indep_qiskit_105,2,156,1042,0,937,105,521.0
dj_indep_qiskit_105,4,180,1042,0,885,52,260.5
dj_indep_qiskit_105,8,189,1042,0,859,26,130.25
dj_indep_qiskit_105,16,333,1042,0,630,25,65.125
ghz_indep_qiskit_41,2,75,323,0,192,131,161.5
ghz_indep_qiskit_41,4,141,323,0,128,64,80.75
ghz_indep_qiskit_41,8,155,323,0,96,32,40.375
ghz_indep_qiskit_41,16,120,323,0,80,9,20.1875
ghz_indep_qiskit_55,2,113,435,0,248,187,217.5
ghz_indep_qiskit_55,4,207,435,0,156,92,108.75
ghz_indep_qiskit_55,8,235,435,0,110,46,54.375
ghz_indep_qiskit_55,16,202,435,0,87,16,27.1875
dj_indep_qiskit_111,2,165,1102,0,991,111,551.0
dj_indep_qiskit_111,4,190,1102,0,936,55,275.5
dj_indep_qiskit_111,8,200,1102,0,908,27,137.75
dj_indep_qiskit_111,16,223,1102,0,663,23,68.875
graphstate_indep_qiskit_110,2,234,990,0,513,477,495.0
graphstate_indep_qiskit_110,4,431,990,0,280,229,247.5
graphstate_indep_qiskit_110,8,595,990,0,164,106,123.75
graphstate_indep_qiskit_110,16,478,990,0,100,43,61.875
qnn_indep_qiskit_113,2,168,165878,0,165765,113,82939.0
qnn_indep_qiskit_113,4,194,165878,0,165709,56,41469.5
qnn_indep_qiskit_113,8,204,165878,0,165681,28,20734.75
qnn_indep_qiskit_113,16,203,165878,0,165667,14,10367.375
qftentangled_indep_qiskit_73,2,3981,16636,0,9740,6896,8318.0
qftentangled_indep_qiskit_73,4,6564,16636,0,6688,3049,4159.0
qftentangled_indep_qiskit_73,8,7159,16636,0,5171,1508,2079.5
qftentangled_indep_qiskit_73,16,6258,16636,0,4449,448,1039.75
ghz_indep_qiskit_69,2,149,547,0,304,243,273.5
ghz_indep_qiskit_69,4,271,547,0,184,120,136.75
ghz_indep_qiskit_69,8,312,547,0,124,60,68.375
ghz_indep_qiskit_69,16,282,547,0,94,23,34.1875
qftentangled_indep_qiskit_67,2,3260,14062,0,8321,5741,7031.0
qftentangled_indep_qiskit_67,4,5263,14062,0,5817,2501,3515.5
qftentangled_indep_qiskit_67,8,5611,14062,0,4574,1234,1757.75
qftentangled_indep_qiskit_67,16,5035,14062,0,3986,345,878.875
qaoa_indep_qiskit_5,2,6,85,0,80,5,42.5
qaoa_indep_qiskit_5,4,5,85,0,78,2,21.25
qaoa_indep_qiskit_5,8,4,85,0,77,0,10.625
qaoa_indep_qiskit_5,16,4,85,0,77,0,5.3125
qnn_indep_qiskit_107,2,159,148724,0,148617,107,74362.0
qnn_indep_qiskit_107,4,183,148724,0,148564,53,37181.0
qnn_indep_qiskit_107,8,193,148724,0,148537,26,18590.5
qnn_indep_qiskit_107,16,191,148724,0,148524,13,9295.25
wstate_indep_qiskit_61,2,379,963,0,540,423,481.5
wstate_indep_qiskit_61,4,484,963,0,333,207,240.75
wstate_indep_qiskit_61,8,580,963,0,230,103,120.375
wstate_indep_qiskit_61,16,507,963,0,179,38,60.1875
graphstate_indep_qiskit_21,2,38,189,0,120,69,94.5
graphstate_indep_qiskit_21,4,58,189,0,81,24,47.25
graphstate_indep_qiskit_21,8,60,189,0,68,10,23.625
graphstate_indep_qiskit_21,16,26,189,0,60,2,11.8125
wstate_indep_qiskit_75,2,484,1187,0,652,535,593.5
wstate_indep_qiskit_75,4,620,1187,0,389,263,296.75
wstate_indep_qiskit_75,8,763,1187,0,258,131,148.375
wstate_indep_qiskit_75,16,688,1187,0,193,52,74.1875
graphstate_indep_qiskit_35,2,89,315,0,158,157,157.5
graphstate_indep_qiskit_35,4,159,315,0,97,60,78.75
graphstate_indep_qiskit_35,8,141,315,0,62,25,39.375
graphstate_indep_qiskit_35,16,118,315,0,47,10,19.6875
qpeinexact_indep_qiskit_38,2,19,4476,0,4438,38,2238.0
qpeinexact_indep_qiskit_38,4,63,4476,0,4419,19,1119.0
qpeinexact_indep_qiskit_38,8,63,4476,0,4410,9,559.5
qpeinexact_indep_qiskit_38,16,58,4476,0,4405,4,279.75
pricingcall_indep_qiskit_5,2,6,170,0,165,5,85.0
pricingcall_indep_qiskit_5,4,5,170,0,163,2,42.5
pricingcall_indep_qiskit_5,8,4,170,0,162,0,21.25
pricingcall_indep_qiskit_5,16,4,170,0,162,0,10.625
qpeinexact_indep_qiskit_10,2,5,332,0,322,10,166.0
qpeinexact_indep_qiskit_10,4,14,332,0,317,5,83.0
qpeinexact_indep_qiskit_10,8,11,332,0,315,2,41.5
qpeinexact_indep_qiskit_10,16,9,332,0,314,0,20.75
qnn_indep_qiskit_86,2,43,96056,0,95970,86,48028.0
qnn_indep_qiskit_86,4,147,96056,0,95927,43,24014.0
qnn_indep_qiskit_86,8,153,96056,0,95906,21,12007.0
qnn_indep_qiskit_86,16,151,96056,0,95895,10,6003.5
qnn_indep_qiskit_92,2,46,109934,0,109842,92,54967.0
qnn_indep_qiskit_92,4,69,109934,0,109796,46,27483.5
qnn_indep_qiskit_92,8,165,109934,0,109773,23,13741.75
qnn_indep_qiskit_92,16,162,109934,0,109762,11,6870.875
wstate_indep_qiskit_49,2,287,771,0,444,327,385.5
wstate_indep_qiskit_49,4,364,771,0,285,159,192.75
wstate_indep_qiskit_49,8,425,771,0,206,79,96.375
wstate_indep_qiskit_49,16,351,771,0,167,26,48.1875
qnn_indep_qiskit_79,2,117,81048,0,80969,79,40524.0
qnn_indep_qiskit_79,4,134,81048,0,80930,39,20262.0
qnn_indep_qiskit_79,8,140,81048,0,80910,19,10131.0
qnn_indep_qiskit_79,16,137,81048,0,80900,9,5065.5
qnn_indep_qiskit_45,2,66,26274,0,26229,45,13137.0
qnn_indep_qiskit_45,4,75,26274,0,26207,22,6568.5
qnn_indep_qiskit_45,8,76,26274,0,26196,11,3284.25
qnn_indep_qiskit_45,16,71,26274,0,26190,5,1642.125
qnn_indep_qiskit_51,2,75,33756,0,33705,51,16878.0
qnn_indep_qiskit_51,4,85,33756,0,33680,25,8439.0
qnn_indep_qiskit_51,8,88,33756,0,33667,12,4219.5
qnn_indep_qiskit_51,16,83,33756,0,33661,6,2109.75
twolocalrandom_indep_qiskit_4,2,2,132,0,128,4,66.0
twolocalrandom_indep_qiskit_4,4,3,132,0,126,2,33.0
twolocalrandom_indep_qiskit_4,8,3,132,0,126,0,16.5
twolocalrandom_indep_qiskit_4,16,3,132,0,126,0,8.25
ghz_indep_qiskit_118,2,91,939,0,815,124,469.5
ghz_indep_qiskit_118,4,150,939,0,754,61,234.75
ghz_indep_qiskit_118,8,156,939,0,724,30,117.375
ghz_indep_qiskit_118,16,235,939,0,486,25,58.6875
graphstate_indep_qiskit_91,2,273,819,0,420,399,409.5
graphstate_indep_qiskit_91,4,334,819,0,221,178,204.75
graphstate_indep_qiskit_91,8,403,819,0,141,77,102.375
graphstate_indep_qiskit_91,16,397,819,0,97,33,51.1875
qpeinexact_indep_qiskit_88,2,44,23576,0,23488,88,11788.0
qpeinexact_indep_qiskit_88,4,66,23576,0,23444,44,5894.0
qpeinexact_indep_qiskit_88,8,77,23576,0,23422,22,2947.0
qpeinexact_indep_qiskit_88,16,155,23576,0,23411,11,1473.5
graphstate_indep_qiskit_85,2,253,765,0,415,350,382.5
graphstate_indep_qiskit_85,4,372,765,0,231,166,191.25
graphstate_indep_qiskit_85,8,382,765,0,136,71,95.625
graphstate_indep_qiskit_85,16,318,765,0,93,28,47.8125
ghz_indep_qiskit_124,2,105,987,0,839,148,493.5
ghz_indep_qiskit_124,4,178,987,0,766,73,246.75
ghz_indep_qiskit_124,8,192,987,0,730,36,123.375
ghz_indep_qiskit_124,16,253,987,0,512,27,61.6875
qnn_indep_qiskit_36,2,18,16806,0,16770,36,8403.0
qnn_indep_qiskit_36,4,27,16806,0,16752,18,4201.5
qnn_indep_qiskit_36,8,60,16806,0,16743,9,2100.75
qnn_indep_qiskit_36,16,54,16806,0,16739,4,1050.375
ghz_indep_qiskit_130,2,117,1035,0,863,172,517.5
ghz_indep_qiskit_130,4,201,1035,0,778,85,258.75
ghz_indep_qiskit_130,8,227,1035,0,736,42,129.375
ghz_indep_qiskit_130,16,270,1035,0,535,29,64.6875
qnn_indep_qiskit_22,2,11,6264,0,6242,22,3132.0
qnn_indep_qiskit_22,4,35,6264,0,6231,11,1566.0
qnn_indep_qiskit_22,8,33,6264,0,6226,5,783.0
qnn_indep_qiskit_22,16,27,6264,0,6223,2,391.5
graphstate_indep_qiskit_52,2,84,468,0,238,230,234.0
graphstate_indep_qiskit_52,4,158,468,0,135,92,117.0
graphstate_indep_qiskit_52,8,191,468,0,82,38,58.5
graphstate_indep_qiskit_52,16,154,468,0,56,12,29.25
wstate_indep_qiskit_12,2,7,179,0,145,34,89.5
wstate_indep_qiskit_12,4,10,179,0,139,6,44.75
wstate_indep_qiskit_12,8,16,179,0,136,3,22.375
wstate_indep_qiskit_12,16,12,179,0,135,0,11.1875
qft_indep_qiskit_112,2,282,37968,0,36626,1342,18984.0
qft_indep_qiskit_112,4,339,37968,0,36484,139,9492.0
qft_indep_qiskit_112,8,307,37968,0,36422,53,4746.0
qft_indep_qiskit_112,16,270,37968,0,36407,7,2373.0
random_indep_qiskit_112,2,1267,109429,0,107507,1922,54714.5
random_indep_qiskit_112,4,1501,109429,0,106743,721,27357.25
random_indep_qiskit_112,8,1271,109429,0,106422,205,13678.625
random_indep_qiskit_112,16,1079,109429,0,106298,67,6839.3125
random_indep_qiskit_106,2,1235,97566,0,95994,1572,48783.0
random_indep_qiskit_106,4,1355,97566,0,95166,605,24391.5
random_indep_qiskit_106,8,917,97566,0,94811,227,12195.75
random_indep_qiskit_106,16,702,97566,0,94726,38,6097.875
qft_indep_qiskit_106,2,179,34026,0,32885,1141,17013.0
qft_indep_qiskit_106,4,207,34026,0,32832,50,8506.5
qft_indep_qiskit_106,8,206,34026,0,32814,13,4253.25
qft_indep_qiskit_106,16,213,34026,0,32807,6,2126.625
qaoa_indep_qiskit_15,2,53,255,0,129,126,127.5
qaoa_indep_qiskit_15,4,69,255,0,104,24,63.75
qaoa_indep_qiskit_15,8,27,255,0,83,4,31.875
qaoa_indep_qiskit_15,16,20,255,0,81,0,15.9375
ghz_indep_qiskit_5,2,8,35,0,18,17,17.5
ghz_indep_qiskit_5,4,5,35,0,10,8,8.75
ghz_indep_qiskit_5,8,4,35,0,9,0,4.375
ghz_indep_qiskit_5,16,8,35,0,3,0,2.1875
graphstate_indep_qiskit_46,2,68,414,0,207,207,207.0
graphstate_indep_qiskit_46,4,144,414,0,118,61,103.5
graphstate_indep_qiskit_46,8,151,414,0,82,24,51.75
graphstate_indep_qiskit_46,16,128,414,0,68,10,25.875
qpeinexact_indep_qiskit_63,2,93,12154,0,12091,63,6077.0
qpeinexact_indep_qiskit_63,4,106,12154,0,12060,31,3038.5
qpeinexact_indep_qiskit_63,8,110,12154,0,12044,15,1519.25
qpeinexact_indep_qiskit_63,16,106,12154,0,12036,7,759.625
qpeinexact_indep_qiskit_77,2,114,18090,0,18013,77,9045.0
qpeinexact_indep_qiskit_77,4,131,18090,0,17975,38,4522.5
qpeinexact_indep_qiskit_77,8,136,18090,0,17956,19,2261.25
qpeinexact_indep_qiskit_77,16,133,18090,0,17946,9,1130.625
ghz_indep_qiskit_32,2,56,251,0,156,95,125.5
ghz_indep_qiskit_32,4,95,251,0,110,46,62.75
ghz_indep_qiskit_32,8,100,251,0,87,23,31.375
ghz_indep_qiskit_32,16,66,251,0,76,5,15.6875
qftentangled_indep_qiskit_28,2,326,2599,0,1730,869,1299.5
qftentangled_indep_qiskit_28,4,477,2599,0,1468,259,649.75
qftentangled_indep_qiskit_28,8,369,2599,0,1346,113,324.875
qftentangled_indep_qiskit_28,16,217,2599,0,1305,4,162.4375
ghz_indep_qiskit_26,2,40,203,0,132,71,101.5
ghz_indep_qiskit_26,4,66,203,0,98,34,50.75
