circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
ghz_indep_qiskit_8,8,59,51,8,44,3,1.0,3,20.0,20.0,1.0,0.24598193168640137,0.0005092620849609375,NODE-LEVEL-TIMED,36,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 2]","[4, 2, 2]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.1,3,20.0,20.0,1.0,0.2405850887298584,0.0005159378051757812,NODE-LEVEL-TIMED,36,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 2]","[4, 2, 2]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.2,4,10.0,20.0,2.0,4.745661020278931,0.0005731582641601562,NODE-LEVEL-TIMED,66,False,"[4, 4, 2]","[4, 4, 2]","[4, 3, 1]","[4, 3, 1]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.3,4,10.0,20.0,2.0,4.750947713851929,0.0005567073822021484,NODE-LEVEL-TIMED,66,False,"[4, 4, 2]","[4, 4, 2]","[4, 3, 1]","[4, 3, 1]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.0,3,20.0,20.0,1.0,0.16600871086120605,0.0005841255187988281,NODE-LEVEL-TIMED,42,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[5, 2, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.1,4,20.0,20.0,1.0,4.89005184173584,0.0006389617919921875,NODE-LEVEL-TIMED,70,False,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.2,4,20.0,20.0,1.0,4.859909296035767,0.0006492137908935547,NODE-LEVEL-TIMED,70,False,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.3,4,20.0,20.0,1.0,4.899305105209351,0.0006461143493652344,NODE-LEVEL-TIMED,70,False,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.0,4,20.0,30.0,1.5,30.057470083236694,0.0008361339569091797,NODE-LEVEL-TIMED,73,False,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.1,4,20.0,30.0,1.5,30.287970066070557,0.0008330345153808594,NODE-LEVEL-TIMED,73,False,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
