circuit,num_qubits,num_nodes,num_quantum_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,optimal_qubit_counts,heuristic_qubit_counts
wstate_indep_qiskit_6,6,83,77,67,3,1.0,2,8,16.0,2.0,0.003641843795776367,0.0014548301696777344,QUBIT-LEVEL,"[2, 2, 2]","[2, 2, 2]"
wstate_indep_qiskit_6,6,83,77,67,3,1.1,3,5,16.0,3.2,0.015396833419799805,0.0007901191711425781,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
wstate_indep_qiskit_6,6,83,77,67,3,1.2,3,5,16.0,3.2,0.01646590232849121,0.0008158683776855469,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
qpeinexact_indep_qiskit_6,6,124,119,101,3,1.0,2,15,15.0,1.0,0.005009889602661133,0.002824068069458008,QUBIT-LEVEL,"[2, 2, 2]","[2, 2, 2]"
qpeinexact_indep_qiskit_6,6,124,119,101,3,1.1,3,11,24.0,2.1818181818181817,0.024466753005981445,0.0019199848175048828,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
qpeinexact_indep_qiskit_6,6,124,119,101,3,1.2,3,11,24.0,2.1818181818181817,0.023415088653564453,0.001798868179321289,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
random_indep_qiskit_9,9,516,507,437,3,1.0,3,39,51.0,1.3076923076923077,0.3336939811706543,0.035150766372680664,QUBIT-LEVEL,"[3, 3, 3]","[3, 3, 3]"
random_indep_qiskit_9,9,516,507,437,3,1.1,4,36,78.0,2.1666666666666665,2.0642409324645996,0.030687808990478516,QUBIT-LEVEL,"[4, 4, 1]","[4, 4, 4]"
random_indep_qiskit_9,9,516,507,437,3,1.2,4,36,78.0,2.1666666666666665,2.1125919818878174,0.03136014938354492,QUBIT-LEVEL,"[4, 4, 1]","[4, 4, 4]"
tsp_indep_qiskit_4,4,122,118,103,3,1.0,2,7,25.0,3.5714285714285716,0.002960205078125,0.0018267631530761719,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
tsp_indep_qiskit_4,4,122,118,103,3,1.1,2,7,25.0,3.5714285714285716,0.0026187896728515625,0.0018858909606933594,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
tsp_indep_qiskit_4,4,122,118,103,3,1.2,2,7,25.0,3.5714285714285716,0.0029947757720947266,0.0019290447235107422,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
qaoa_indep_qiskit_3,3,51,48,42,3,1.0,1,8,8.0,1.0,0.000492095947265625,0.0004432201385498047,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
qaoa_indep_qiskit_3,3,51,48,42,3,1.1,2,5,16.0,3.2,0.0007171630859375,0.0003838539123535156,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
qaoa_indep_qiskit_3,3,51,48,42,3,1.2,2,5,16.0,3.2,0.0007097721099853516,0.00037288665771484375,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_2,2,30,28,25,3,1.0,1,4,5.0,1.25,0.00030303001403808594,0.00023293495178222656,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
twolocalrandom_indep_qiskit_2,2,30,28,25,3,1.1,1,4,5.0,1.25,0.0003039836883544922,0.00027298927307128906,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
twolocalrandom_indep_qiskit_2,2,30,28,25,3,1.2,1,4,5.0,1.25,0.0006318092346191406,0.00023102760314941406,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
twolocalrandom_indep_qiskit_6,6,306,300,255,3,1.0,2,40,23.0,0.575,0.011056184768676758,0.014456748962402344,QUBIT-LEVEL,"[2, 2, 2]","[2, 2, 2]"
twolocalrandom_indep_qiskit_6,6,306,300,255,3,1.1,3,30,56.0,1.8666666666666667,0.054730892181396484,0.011770963668823242,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
twolocalrandom_indep_qiskit_6,6,306,300,255,3,1.2,3,30,56.0,1.8666666666666667,0.05516815185546875,0.011913061141967773,QUBIT-LEVEL,"[3, 3, 0]","[3, 3, 3]"
