circuit,num_qubits,num_nodes,num_quantum_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,optimal_qubit_counts,heuristic_qubit_counts
twolocalrandom_indep_qiskit_2,2,30,28,25,3,1.1,1,4,5.0,1.25,0.0002770423889160156,0.0001919269561767578,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
twolocalrandom_indep_qiskit_2,2,30,28,25,3,1.2,1,4,5.0,1.25,0.0002739429473876953,0.00019097328186035156,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.0,1,1,3.0,3.0,0.00024199485778808594,6.389617919921875e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.1,1,1,3.0,3.0,0.0002276897430419922,6.198883056640625e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
qpeinexact_indep_qiskit_2,2,12,11,9,3,1.2,1,1,3.0,3.0,0.0002167224884033203,6.699562072753906e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
wstate_indep_qiskit_2,2,19,17,15,3,1.0,1,3,5.0,1.6666666666666667,0.00024199485778808594,0.00011587142944335938,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
wstate_indep_qiskit_2,2,19,17,15,3,1.1,1,3,5.0,1.6666666666666667,0.00026226043701171875,0.00011587142944335938,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
wstate_indep_qiskit_2,2,19,17,15,3,1.2,1,3,5.0,1.6666666666666667,0.0002589225769042969,0.00010013580322265625,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
wstate_indep_qiskit_3,3,35,32,28,3,1.0,1,6,7.0,1.1666666666666667,0.000286102294921875,0.0002887248992919922,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
wstate_indep_qiskit_3,3,35,32,28,3,1.1,2,3,13.0,4.333333333333333,0.0005128383636474609,0.00021600723266601562,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
wstate_indep_qiskit_3,3,35,32,28,3,1.2,2,3,13.0,4.333333333333333,0.0005152225494384766,0.00021409988403320312,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
qpeinexact_indep_qiskit_3,3,34,32,27,3,1.0,1,5,6.0,1.2,0.0003180503845214844,0.000270843505859375,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
qpeinexact_indep_qiskit_3,3,34,32,27,3,1.1,2,2,11.0,5.5,0.0004992485046386719,0.00020003318786621094,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
qpeinexact_indep_qiskit_3,3,34,32,27,3,1.2,2,2,11.0,5.5,0.0005140304565429688,0.00021910667419433594,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_5,5,210,205,175,3,1.0,2,27,27.0,1.0,0.007309913635253906,0.006021738052368164,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
twolocalrandom_indep_qiskit_5,5,210,205,175,3,1.1,2,27,27.0,1.0,0.00693202018737793,0.005897045135498047,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
twolocalrandom_indep_qiskit_5,5,210,205,175,3,1.2,2,27,27.0,1.0,0.007542848587036133,0.005683422088623047,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qaoa_indep_qiskit_4,4,68,64,56,3,1.0,2,6,9.0,1.5,0.0018291473388671875,0.0006952285766601562,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
qaoa_indep_qiskit_4,4,68,64,56,3,1.1,2,6,9.0,1.5,0.001714944839477539,0.0007240772247314453,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
qaoa_indep_qiskit_4,4,68,64,56,3,1.2,2,6,9.0,1.5,0.001743316650390625,0.0006928443908691406,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
qwalk-v-chain_indep_qiskit_3,3,109,106,88,3,1.0,1,14,14.0,1.0,0.0005462169647216797,0.0014567375183105469,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
qwalk-v-chain_indep_qiskit_3,3,109,106,88,3,1.1,2,7,16.0,2.2857142857142856,0.0014040470123291016,0.0014619827270507812,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 1]"
qwalk-v-chain_indep_qiskit_3,3,109,106,88,3,1.2,2,7,16.0,2.2857142857142856,0.0011899471282958984,0.0014429092407226562,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 1]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.0,1,14,14.0,1.0,0.0005371570587158203,0.0013728141784667969,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.1,2,7,16.0,2.2857142857142856,0.0012209415435791016,0.0013391971588134766,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 1]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.2,2,7,16.0,2.2857142857142856,0.0014030933380126953,0.0014829635620117188,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 1]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.0,2,9,13.0,1.4444444444444444,0.0030639171600341797,0.00115203857421875,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.1,2,9,13.0,1.4444444444444444,0.003094911575317383,0.0014081001281738281,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.2,2,9,13.0,1.4444444444444444,0.0028951168060302734,0.0011792182922363281,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.0,2,11,28.0,2.5454545454545454,0.0060689449310302734,0.004191160202026367,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.1,2,11,28.0,2.5454545454545454,0.0059661865234375,0.00424504280090332,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.2,2,11,28.0,2.5454545454545454,0.005858182907104492,0.003984928131103516,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.0,2,14,24.0,1.7142857142857142,0.0027930736541748047,0.002527952194213867,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.1,2,14,24.0,1.7142857142857142,0.002610921859741211,0.0021369457244873047,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.2,2,14,24.0,1.7142857142857142,0.0027861595153808594,0.0024118423461914062,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
ghz_indep_qiskit_5,5,35,30,26,3,1.0,2,5,9.0,1.8,0.0013799667358398438,0.0002770423889160156,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
ghz_indep_qiskit_5,5,35,30,26,3,1.1,2,5,9.0,1.8,0.0013668537139892578,0.00026297569274902344,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
ghz_indep_qiskit_5,5,35,30,26,3,1.2,2,5,9.0,1.8,0.0014331340789794922,0.00029206275939941406,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
realamprandom_indep_qiskit_5,5,210,205,175,3,1.0,2,27,27.0,1.0,0.006844043731689453,0.005933046340942383,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
realamprandom_indep_qiskit_5,5,210,205,175,3,1.1,2,27,27.0,1.0,0.007225990295410156,0.006183147430419922,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
realamprandom_indep_qiskit_5,5,210,205,175,3,1.2,2,27,27.0,1.0,0.007014036178588867,0.006123065948486328,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
dj_indep_qiskit_2,2,12,11,9,3,1.0,1,1,3.0,3.0,0.0003457069396972656,8.0108642578125e-05,QUBIT-LEVEL,"[1, 1, 0]","[1, 1, 1]"
