circuit,overhead,cut_cost,num_qubits,num_nodes,num_hyperedges,k,cap
qpeinexact_indep_qiskit_72,1.1,54,15832,0,0,4,4353
qpeinexact_indep_qiskit_72,1.2,54,15832,0,0,4,4749
qpeinexact_indep_qiskit_72,1.3,54,15832,0,0,4,5145
qpeinexact_indep_qiskit_72,1.5,54,15832,0,0,4,5937
qpeinexact_indep_qiskit_72,2.0,54,15832,0,0,4,7916
qft_indep_qiskit_117,1.0,557,41415,0,0,4,10353
qft_indep_qiskit_117,1.1,557,41415,0,0,4,11389
qft_indep_qiskit_117,1.2,557,41415,0,0,4,12424
qft_indep_qiskit_117,1.3,557,41415,0,0,4,13459
qft_indep_qiskit_117,1.5,557,41415,0,0,4,15530
qft_indep_qiskit_117,2.0,557,41415,0,0,4,20707
random_indep_qiskit_117,1.0,1062,117737,0,0,4,29434
random_indep_qiskit_117,1.1,1062,117737,0,0,4,32377
random_indep_qiskit_117,1.2,1062,117737,0,0,4,35321
random_indep_qiskit_117,1.3,1062,117737,0,0,4,38264
random_indep_qiskit_117,1.5,1062,117737,0,0,4,44151
random_indep_qiskit_117,2.0,1062,117737,0,0,4,58868
graphstate_indep_qiskit_57,1.0,226,513,0,0,4,128
graphstate_indep_qiskit_57,1.1,226,513,0,0,4,141
graphstate_indep_qiskit_57,1.2,226,513,0,0,4,153
graphstate_indep_qiskit_57,1.3,226,513,0,0,4,166
graphstate_indep_qiskit_57,1.5,226,513,0,0,4,192
graphstate_indep_qiskit_57,2.0,226,513,0,0,4,256
wstate_indep_qiskit_17,1.0,54,259,0,0,4,64
wstate_indep_qiskit_17,1.1,54,259,0,0,4,71
wstate_indep_qiskit_17,1.2,54,259,0,0,4,77
wstate_indep_qiskit_17,1.3,54,259,0,0,4,84
wstate_indep_qiskit_17,1.5,54,259,0,0,4,97
wstate_indep_qiskit_17,2.0,54,259,0,0,4,129
qaoa_indep_qiskit_10,1.0,45,170,0,0,4,42
qaoa_indep_qiskit_10,1.1,45,170,0,0,4,46
qaoa_indep_qiskit_10,1.2,45,170,0,0,4,51
qaoa_indep_qiskit_10,1.3,45,170,0,0,4,55
qaoa_indep_qiskit_10,1.5,45,170,0,0,4,63
qaoa_indep_qiskit_10,2.0,45,170,0,0,4,85
graphstate_indep_qiskit_43,1.0,180,387,0,0,4,96
graphstate_indep_qiskit_43,1.1,180,387,0,0,4,106
graphstate_indep_qiskit_43,1.2,180,387,0,0,4,116
graphstate_indep_qiskit_43,1.3,180,387,0,0,4,125
graphstate_indep_qiskit_43,1.5,180,387,0,0,4,145
graphstate_indep_qiskit_43,2.0,180,387,0,0,4,193
random_indep_qiskit_103,1.0,1302,92726,0,0,4,23181
random_indep_qiskit_103,1.1,1302,92726,0,0,4,25499
random_indep_qiskit_103,1.2,1302,92726,0,0,4,27817
random_indep_qiskit_103,1.3,1302,92726,0,0,4,30135
random_indep_qiskit_103,1.5,1302,92726,0,0,4,34772
random_indep_qiskit_103,2.0,1302,92726,0,0,4,46363
qft_indep_qiskit_103,1.0,179,32133,0,0,4,8033
qft_indep_qiskit_103,1.1,179,32133,0,0,4,8836
qft_indep_qiskit_103,1.2,179,32133,0,0,4,9639
qft_indep_qiskit_103,1.3,179,32133,0,0,4,10443
qft_indep_qiskit_103,1.5,179,32133,0,0,4,12049
qft_indep_qiskit_103,2.0,179,32133,0,0,4,16066
qftentangled_indep_qiskit_11,1.0,17,454,0,0,4,113
qftentangled_indep_qiskit_11,1.1,17,454,0,0,4,124
qftentangled_indep_qiskit_11,1.2,17,454,0,0,4,136
qftentangled_indep_qiskit_11,1.3,17,454,0,0,4,147
qftentangled_indep_qiskit_11,1.5,17,454,0,0,4,170
qftentangled_indep_qiskit_11,2.0,17,454,0,0,4,227
qftentangled_indep_qiskit_39,1.0,1272,4906,0,0,4,1226
qftentangled_indep_qiskit_39,1.1,1272,4906,0,0,4,1349
qftentangled_indep_qiskit_39,1.2,1272,4906,0,0,4,1471
qftentangled_indep_qiskit_39,1.3,1272,4906,0,0,4,1594
qftentangled_indep_qiskit_39,1.5,1272,4906,0,0,4,1839
qftentangled_indep_qiskit_39,2.0,1272,4906,0,0,4,2453
ghz_indep_qiskit_37,1.0,121,291,0,0,4,72
ghz_indep_qiskit_37,1.1,121,291,0,0,4,80
ghz_indep_qiskit_37,1.2,121,291,0,0,4,87
ghz_indep_qiskit_37,1.3,121,291,0,0,4,94
ghz_indep_qiskit_37,1.5,121,291,0,0,4,109
ghz_indep_qiskit_37,2.0,121,291,0,0,4,145
ghz_indep_qiskit_23,1.0,51,179,0,0,4,44
ghz_indep_qiskit_23,1.1,51,179,0,0,4,49
ghz_indep_qiskit_23,1.2,51,179,0,0,4,53
ghz_indep_qiskit_23,1.3,51,179,0,0,4,58
ghz_indep_qiskit_23,1.5,51,179,0,0,4,67
ghz_indep_qiskit_23,2.0,51,179,0,0,4,89
qftentangled_indep_qiskit_3,1.0,3,46,0,0,4,11
qftentangled_indep_qiskit_3,1.1,3,46,0,0,4,12
qftentangled_indep_qiskit_3,1.2,3,46,0,0,4,13
qftentangled_indep_qiskit_3,1.3,3,46,0,0,4,14
qftentangled_indep_qiskit_3,1.5,3,46,0,0,4,17
qftentangled_indep_qiskit_3,2.0,3,46,0,0,4,23
qft_indep_qiskit_17,1.0,61,915,0,0,4,228
qft_indep_qiskit_17,1.1,61,915,0,0,4,251
qft_indep_qiskit_17,1.2,61,915,0,0,4,274
qft_indep_qiskit_17,1.3,61,915,0,0,4,297
qft_indep_qiskit_17,1.5,61,915,0,0,4,343
qft_indep_qiskit_17,2.0,61,915,0,0,4,457
su2random_indep_qiskit_120,1.0,90,129240,0,0,4,32310
su2random_indep_qiskit_120,1.1,90,129240,0,0,4,35541
su2random_indep_qiskit_120,1.2,90,129240,0,0,4,38772
su2random_indep_qiskit_120,1.3,90,129240,0,0,4,42003
su2random_indep_qiskit_120,1.5,90,129240,0,0,4,48465
su2random_indep_qiskit_120,2.0,90,129240,0,0,4,64620
twolocalrandom_indep_qiskit_97,1.0,166,84390,0,0,4,21097
twolocalrandom_indep_qiskit_97,1.1,166,84390,0,0,4,23207
twolocalrandom_indep_qiskit_97,1.2,166,84390,0,0,4,25317
twolocalrandom_indep_qiskit_97,1.3,166,84390,0,0,4,27426
twolocalrandom_indep_qiskit_97,1.5,166,84390,0,0,4,31646
twolocalrandom_indep_qiskit_97,2.0,166,84390,0,0,4,42195
dj_indep_qiskit_7,1.0,8,62,0,0,4,15
dj_indep_qiskit_7,1.1,8,62,0,0,4,17
dj_indep_qiskit_7,1.2,8,62,0,0,4,18
dj_indep_qiskit_7,1.3,8,62,0,0,4,20
dj_indep_qiskit_7,1.5,8,62,0,0,4,23
dj_indep_qiskit_7,2.0,8,62,0,0,4,31
twolocalrandom_indep_qiskit_83,1.0,141,61752,0,0,4,15438
twolocalrandom_indep_qiskit_83,1.1,141,61752,0,0,4,16981
twolocalrandom_indep_qiskit_83,1.2,141,61752,0,0,4,18525
twolocalrandom_indep_qiskit_83,1.3,141,61752,0,0,4,20069
twolocalrandom_indep_qiskit_83,1.5,141,61752,0,0,4,23157
twolocalrandom_indep_qiskit_83,2.0,141,61752,0,0,4,30876
qpeexact_indep_qiskit_120,1.0,90,43672,0,0,4,10918
qpeexact_indep_qiskit_120,1.1,90,43672,0,0,4,12009
qpeexact_indep_qiskit_120,1.2,90,43672,0,0,4,13101
qpeexact_indep_qiskit_120,1.3,90,43672,0,0,4,14193
qpeexact_indep_qiskit_120,1.5,90,43672,0,0,4,16377
qpeexact_indep_qiskit_120,2.0,90,43672,0,0,4,21836
qpeexact_indep_qiskit_108,1.0,81,35416,0,0,4,8854
qpeexact_indep_qiskit_108,1.1,81,35416,0,0,4,9739
qpeexact_indep_qiskit_108,1.2,81,35416,0,0,4,10624
qpeexact_indep_qiskit_108,1.3,81,35416,0,0,4,11510
qpeexact_indep_qiskit_108,1.5,81,35416,0,0,4,13281
qpeexact_indep_qiskit_108,2.0,81,35416,0,0,4,17708
su2random_indep_qiskit_108,1.0,81,104652,0,0,4,26163
su2random_indep_qiskit_108,1.1,81,104652,0,0,4,28779
su2random_indep_qiskit_108,1.2,81,104652,0,0,4,31395
su2random_indep_qiskit_108,1.3,81,104652,0,0,4,34011
su2random_indep_qiskit_108,1.5,81,104652,0,0,4,39244
su2random_indep_qiskit_108,2.0,81,104652,0,0,4,52326
twolocalrandom_indep_qiskit_54,1.0,91,26082,0,0,4,6520
twolocalrandom_indep_qiskit_54,1.1,91,26082,0,0,4,7172
twolocalrandom_indep_qiskit_54,1.2,91,26082,0,0,4,7824
twolocalrandom_indep_qiskit_54,1.3,91,26082,0,0,4,8476
twolocalrandom_indep_qiskit_54,1.5,91,26082,0,0,4,9780
twolocalrandom_indep_qiskit_54,2.0,91,26082,0,0,4,13041
twolocalrandom_indep_qiskit_40,1.0,30,14280,0,0,4,3570
twolocalrandom_indep_qiskit_40,1.1,30,14280,0,0,4,3927
twolocalrandom_indep_qiskit_40,1.2,30,14280,0,0,4,4284
twolocalrandom_indep_qiskit_40,1.3,30,14280,0,0,4,4641
twolocalrandom_indep_qiskit_40,1.5,30,14280,0,0,4,5355
twolocalrandom_indep_qiskit_40,2.0,30,14280,0,0,4,7140
twolocalrandom_indep_qiskit_68,1.0,51,41412,0,0,4,10353
twolocalrandom_indep_qiskit_68,1.1,51,41412,0,0,4,11388
twolocalrandom_indep_qiskit_68,1.2,51,41412,0,0,4,12423
twolocalrandom_indep_qiskit_68,1.3,51,41412,0,0,4,13458
twolocalrandom_indep_qiskit_68,1.5,51,41412,0,0,4,15529
twolocalrandom_indep_qiskit_68,2.0,51,41412,0,0,4,20706
qpeexact_indep_qiskit_34,1.0,56,3596,0,0,4,899
qpeexact_indep_qiskit_34,1.1,56,3596,0,0,4,988
qpeexact_indep_qiskit_34,1.2,56,3596,0,0,4,1078
qpeexact_indep_qiskit_34,1.3,56,3596,0,0,4,1168
qpeexact_indep_qiskit_34,1.5,56,3596,0,0,4,1348
qpeexact_indep_qiskit_34,2.0,56,3596,0,0,4,1798
qpeexact_indep_qiskit_20,1.0,15,1272,0,0,4,318
qpeexact_indep_qiskit_20,1.1,15,1272,0,0,4,349
qpeexact_indep_qiskit_20,1.2,15,1272,0,0,4,381
qpeexact_indep_qiskit_20,1.3,15,1272,0,0,4,413
qpeexact_indep_qiskit_20,1.5,15,1272,0,0,4,477
qpeexact_indep_qiskit_20,2.0,15,1272,0,0,4,636
su2random_indep_qiskit_24,1.0,18,5112,0,0,4,1278
su2random_indep_qiskit_24,1.1,18,5112,0,0,4,1405
su2random_indep_qiskit_24,1.2,18,5112,0,0,4,1533
su2random_indep_qiskit_24,1.3,18,5112,0,0,4,1661
su2random_indep_qiskit_24,1.5,18,5112,0,0,4,1917
su2random_indep_qiskit_24,2.0,18,5112,0,0,4,2556
su2random_indep_qiskit_30,1.0,49,8010,0,0,4,2002
su2random_indep_qiskit_30,1.1,49,8010,0,0,4,2202
su2random_indep_qiskit_30,1.2,49,8010,0,0,4,2403
su2random_indep_qiskit_30,1.3,49,8010,0,0,4,2603
su2random_indep_qiskit_30,1.5,49,8010,0,0,4,3003
su2random_indep_qiskit_30,2.0,49,8010,0,0,4,4005
groundstate_large_indep_qiskit_14,1.0,21,1162,0,0,4,290
groundstate_large_indep_qiskit_14,1.1,21,1162,0,0,4,319
groundstate_large_indep_qiskit_14,1.2,21,1162,0,0,4,348
groundstate_large_indep_qiskit_14,1.3,21,1162,0,0,4,377
groundstate_large_indep_qiskit_14,1.5,21,1162,0,0,4,435
groundstate_large_indep_qiskit_14,2.0,21,1162,0,0,4,581
dj_indep_qiskit_94,1.0,161,932,0,0,4,233
dj_indep_qiskit_94,1.1,161,932,0,0,4,256
dj_indep_qiskit_94,1.2,161,932,0,0,4,279
dj_indep_qiskit_94,1.3,161,932,0,0,4,302
dj_indep_qiskit_94,1.5,161,932,0,0,4,349
dj_indep_qiskit_94,2.0,161,932,0,0,4,466
su2random_indep_qiskit_18,1.0,28,2862,0,0,4,715
su2random_indep_qiskit_18,1.1,28,2862,0,0,4,787
su2random_indep_qiskit_18,1.2,28,2862,0,0,4,858
su2random_indep_qiskit_18,1.3,28,2862,0,0,4,930
su2random_indep_qiskit_18,1.5,28,2862,0,0,4,1073
su2random_indep_qiskit_18,2.0,28,2862,0,0,4,1431
dj_indep_qiskit_80,1.0,60,792,0,0,4,198
dj_indep_qiskit_80,1.1,60,792,0,0,4,217
dj_indep_qiskit_80,1.2,60,792,0,0,4,237
dj_indep_qiskit_80,1.3,60,792,0,0,4,257
dj_indep_qiskit_80,1.5,60,792,0,0,4,297
dj_indep_qiskit_80,2.0,60,792,0,0,4,396
random_indep_qiskit_12,1.0,28,1226,0,0,4,306
random_indep_qiskit_12,1.1,28,1226,0,0,4,337
random_indep_qiskit_12,1.2,28,1226,0,0,4,367
random_indep_qiskit_12,1.3,28,1226,0,0,4,398
random_indep_qiskit_12,1.5,28,1226,0,0,4,459
random_indep_qiskit_12,2.0,28,1226,0,0,4,613
vqe_indep_qiskit_12,1.0,10,192,0,0,4,48
vqe_indep_qiskit_12,1.1,10,192,0,0,4,52
vqe_indep_qiskit_12,1.2,10,192,0,0,4,57
vqe_indep_qiskit_12,1.3,10,192,0,0,4,62
vqe_indep_qiskit_12,1.5,10,192,0,0,4,72
vqe_indep_qiskit_12,2.0,10,192,0,0,4,96
vqe_indep_qiskit_4,1.0,5,56,0,0,4,14
vqe_indep_qiskit_4,1.1,5,56,0,0,4,15
vqe_indep_qiskit_4,1.2,5,56,0,0,4,16
vqe_indep_qiskit_4,1.3,5,56,0,0,4,18
vqe_indep_qiskit_4,1.5,5,56,0,0,4,21
vqe_indep_qiskit_4,2.0,5,56,0,0,4,28
realamprandom_indep_qiskit_49,1.0,82,21462,0,0,4,5365
realamprandom_indep_qiskit_49,1.1,82,21462,0,0,4,5902
realamprandom_indep_qiskit_49,1.2,82,21462,0,0,4,6438
realamprandom_indep_qiskit_49,1.3,82,21462,0,0,4,6975
realamprandom_indep_qiskit_49,1.5,82,21462,0,0,4,8048
realamprandom_indep_qiskit_49,2.0,82,21462,0,0,4,10731
realamprandom_indep_qiskit_61,1.0,103,33306,0,0,4,8326
realamprandom_indep_qiskit_61,1.1,103,33306,0,0,4,9159
realamprandom_indep_qiskit_61,1.2,103,33306,0,0,4,9991
realamprandom_indep_qiskit_61,1.3,103,33306,0,0,4,10824
realamprandom_indep_qiskit_61,1.5,103,33306,0,0,4,12489
realamprandom_indep_qiskit_61,2.0,103,33306,0,0,4,16653
ae_indep_qiskit_26,1.0,42,2253,0,0,4,563
ae_indep_qiskit_26,1.1,42,2253,0,0,4,619
ae_indep_qiskit_26,1.2,42,2253,0,0,4,675
ae_indep_qiskit_26,1.3,42,2253,0,0,4,732
ae_indep_qiskit_26,1.5,42,2253,0,0,4,844
ae_indep_qiskit_26,2.0,42,2253,0,0,4,1126
dj_indep_qiskit_57,1.0,96,562,0,0,4,140
dj_indep_qiskit_57,1.1,96,562,0,0,4,154
dj_indep_qiskit_57,1.2,96,562,0,0,4,168
dj_indep_qiskit_57,1.3,96,562,0,0,4,182
dj_indep_qiskit_57,1.5,96,562,0,0,4,210
dj_indep_qiskit_57,2.0,96,562,0,0,4,281
ae_indep_qiskit_32,1.0,24,3351,0,0,4,837
ae_indep_qiskit_32,1.1,24,3351,0,0,4,921
ae_indep_qiskit_32,1.2,24,3351,0,0,4,1005
ae_indep_qiskit_32,1.3,24,3351,0,0,4,1089
ae_indep_qiskit_32,1.5,24,3351,0,0,4,1256
ae_indep_qiskit_32,2.0,24,3351,0,0,4,1675
dj_indep_qiskit_43,1.0,71,422,0,0,4,105
dj_indep_qiskit_43,1.1,71,422,0,0,4,116
dj_indep_qiskit_43,1.2,71,422,0,0,4,126
dj_indep_qiskit_43,1.3,71,422,0,0,4,137
dj_indep_qiskit_43,1.5,71,422,0,0,4,158
dj_indep_qiskit_43,2.0,71,422,0,0,4,211
realamprandom_indep_qiskit_75,1.0,127,50400,0,0,4,12600
realamprandom_indep_qiskit_75,1.1,127,50400,0,0,4,13860
realamprandom_indep_qiskit_75,1.2,127,50400,0,0,4,15120
realamprandom_indep_qiskit_75,1.3,127,50400,0,0,4,16380
realamprandom_indep_qiskit_75,1.5,127,50400,0,0,4,18900
realamprandom_indep_qiskit_75,2.0,127,50400,0,0,4,25200
realamprandom_indep_qiskit_74,1.0,126,49062,0,0,4,12265
realamprandom_indep_qiskit_74,1.1,126,49062,0,0,4,13492
realamprandom_indep_qiskit_74,1.2,126,49062,0,0,4,14718
realamprandom_indep_qiskit_74,1.3,126,49062,0,0,4,15945
realamprandom_indep_qiskit_74,1.5,126,49062,0,0,4,18398
realamprandom_indep_qiskit_74,2.0,126,49062,0,0,4,24531
dj_indep_qiskit_42,1.0,70,412,0,0,4,103
dj_indep_qiskit_42,1.1,70,412,0,0,4,113
dj_indep_qiskit_42,1.2,70,412,0,0,4,123
dj_indep_qiskit_42,1.3,70,412,0,0,4,133
dj_indep_qiskit_42,1.5,70,412,0,0,4,154
dj_indep_qiskit_42,2.0,70,412,0,0,4,206
ae_indep_qiskit_33,1.0,54,3555,0,0,4,888
ae_indep_qiskit_33,1.1,54,3555,0,0,4,977
ae_indep_qiskit_33,1.2,54,3555,0,0,4,1066
ae_indep_qiskit_33,1.3,54,3555,0,0,4,1155
ae_indep_qiskit_33,1.5,54,3555,0,0,4,1333
ae_indep_qiskit_33,2.0,54,3555,0,0,4,1777
dj_indep_qiskit_56,1.0,42,552,0,0,4,138
dj_indep_qiskit_56,1.1,42,552,0,0,4,151
dj_indep_qiskit_56,1.2,42,552,0,0,4,165
dj_indep_qiskit_56,1.3,42,552,0,0,4,179
dj_indep_qiskit_56,1.5,42,552,0,0,4,207
dj_indep_qiskit_56,2.0,42,552,0,0,4,276
ae_indep_qiskit_27,1.0,43,2421,0,0,4,605
ae_indep_qiskit_27,1.1,43,2421,0,0,4,665
ae_indep_qiskit_27,1.2,43,2421,0,0,4,726
ae_indep_qiskit_27,1.3,43,2421,0,0,4,786
ae_indep_qiskit_27,1.5,43,2421,0,0,4,907
ae_indep_qiskit_27,2.0,43,2421,0,0,4,1210
realamprandom_indep_qiskit_60,1.0,45,32220,0,0,4,8055
realamprandom_indep_qiskit_60,1.1,45,32220,0,0,4,8860
realamprandom_indep_qiskit_60,1.2,45,32220,0,0,4,9666
realamprandom_indep_qiskit_60,1.3,45,32220,0,0,4,10471
realamprandom_indep_qiskit_60,1.5,45,32220,0,0,4,12082
realamprandom_indep_qiskit_60,2.0,45,32220,0,0,4,16110
realamprandom_indep_qiskit_48,1.0,36,20592,0,0,4,5148
realamprandom_indep_qiskit_48,1.1,36,20592,0,0,4,5662
realamprandom_indep_qiskit_48,1.2,36,20592,0,0,4,6177
realamprandom_indep_qiskit_48,1.3,36,20592,0,0,4,6692
realamprandom_indep_qiskit_48,1.5,36,20592,0,0,4,7722
realamprandom_indep_qiskit_48,2.0,36,20592,0,0,4,10296
vqe_indep_qiskit_13,1.0,20,209,0,0,4,52
vqe_indep_qiskit_13,1.1,20,209,0,0,4,57
vqe_indep_qiskit_13,1.2,20,209,0,0,4,62
vqe_indep_qiskit_13,1.3,20,209,0,0,4,67
vqe_indep_qiskit_13,1.5,20,209,0,0,4,78
vqe_indep_qiskit_13,2.0,20,209,0,0,4,104
random_indep_qiskit_13,1.0,55,1459,0,0,4,364
random_indep_qiskit_13,1.1,55,1459,0,0,4,401
random_indep_qiskit_13,1.2,55,1459,0,0,4,437
random_indep_qiskit_13,1.3,55,1459,0,0,4,474
random_indep_qiskit_13,1.5,55,1459,0,0,4,547
random_indep_qiskit_13,2.0,55,1459,0,0,4,729
vqe_indep_qiskit_5,1.0,8,73,0,0,4,18
vqe_indep_qiskit_5,1.1,8,73,0,0,4,20
vqe_indep_qiskit_5,1.2,8,73,0,0,4,21
vqe_indep_qiskit_5,1.3,8,73,0,0,4,23
vqe_indep_qiskit_5,1.5,8,73,0,0,4,27
vqe_indep_qiskit_5,2.0,8,73,0,0,4,36
dj_indep_qiskit_81,1.0,138,802,0,0,4,200
dj_indep_qiskit_81,1.1,138,802,0,0,4,220
dj_indep_qiskit_81,1.2,138,802,0,0,4,240
dj_indep_qiskit_81,1.3,138,802,0,0,4,260
dj_indep_qiskit_81,1.5,138,802,0,0,4,300
dj_indep_qiskit_81,2.0,138,802,0,0,4,401
su2random_indep_qiskit_19,1.0,29,3192,0,0,4,798
su2random_indep_qiskit_19,1.1,29,3192,0,0,4,877
su2random_indep_qiskit_19,1.2,29,3192,0,0,4,957
su2random_indep_qiskit_19,1.3,29,3192,0,0,4,1037
su2random_indep_qiskit_19,1.5,29,3192,0,0,4,1197
su2random_indep_qiskit_19,2.0,29,3192,0,0,4,1596
dj_indep_qiskit_95,1.0,162,942,0,0,4,235
dj_indep_qiskit_95,1.1,162,942,0,0,4,259
dj_indep_qiskit_95,1.2,162,942,0,0,4,282
dj_indep_qiskit_95,1.3,162,942,0,0,4,306
dj_indep_qiskit_95,1.5,162,942,0,0,4,353
dj_indep_qiskit_95,2.0,162,942,0,0,4,471
su2random_indep_qiskit_31,1.0,50,8556,0,0,4,2139
su2random_indep_qiskit_31,1.1,50,8556,0,0,4,2352
su2random_indep_qiskit_31,1.2,50,8556,0,0,4,2566
su2random_indep_qiskit_31,1.3,50,8556,0,0,4,2780
su2random_indep_qiskit_31,1.5,50,8556,0,0,4,3208
su2random_indep_qiskit_31,2.0,50,8556,0,0,4,4278
shor_9_4_indep_qiskit_18,1.0,49,50967,0,0,4,12741
shor_9_4_indep_qiskit_18,1.1,49,50967,0,0,4,14015
shor_9_4_indep_qiskit_18,1.2,49,50967,0,0,4,15290
shor_9_4_indep_qiskit_18,1.3,49,50967,0,0,4,16564
shor_9_4_indep_qiskit_18,1.5,49,50967,0,0,4,19112
shor_9_4_indep_qiskit_18,2.0,49,50967,0,0,4,25483
su2random_indep_qiskit_25,1.0,40,5550,0,0,4,1387
su2random_indep_qiskit_25,1.1,40,5550,0,0,4,1526
su2random_indep_qiskit_25,1.2,40,5550,0,0,4,1665
su2random_indep_qiskit_25,1.3,40,5550,0,0,4,1803
su2random_indep_qiskit_25,1.5,40,5550,0,0,4,2081
su2random_indep_qiskit_25,2.0,40,5550,0,0,4,2775
qpeexact_indep_qiskit_21,1.0,33,1402,0,0,4,350
qpeexact_indep_qiskit_21,1.1,33,1402,0,0,4,385
qpeexact_indep_qiskit_21,1.2,33,1402,0,0,4,420
qpeexact_indep_qiskit_21,1.3,33,1402,0,0,4,455
qpeexact_indep_qiskit_21,1.5,33,1402,0,0,4,525
qpeexact_indep_qiskit_21,2.0,33,1402,0,0,4,701
twolocalrandom_indep_qiskit_69,1.0,117,42642,0,0,4,10660
twolocalrandom_indep_qiskit_69,1.1,117,42642,0,0,4,11726
twolocalrandom_indep_qiskit_69,1.2,117,42642,0,0,4,12792
twolocalrandom_indep_qiskit_69,1.3,117,42642,0,0,4,13858
twolocalrandom_indep_qiskit_69,1.5,117,42642,0,0,4,15990
twolocalrandom_indep_qiskit_69,2.0,117,42642,0,0,4,21321
qpeexact_indep_qiskit_35,1.0,57,3810,0,0,4,952
qpeexact_indep_qiskit_35,1.1,57,3810,0,0,4,1047
qpeexact_indep_qiskit_35,1.2,57,3810,0,0,4,1143
qpeexact_indep_qiskit_35,1.3,57,3810,0,0,4,1238
qpeexact_indep_qiskit_35,1.5,57,3810,0,0,4,1428
qpeexact_indep_qiskit_35,2.0,57,3810,0,0,4,1905
twolocalrandom_indep_qiskit_41,1.0,68,15006,0,0,4,3751
twolocalrandom_indep_qiskit_41,1.1,68,15006,0,0,4,4126
twolocalrandom_indep_qiskit_41,1.2,68,15006,0,0,4,4501
twolocalrandom_indep_qiskit_41,1.3,68,15006,0,0,4,4876
twolocalrandom_indep_qiskit_41,1.5,68,15006,0,0,4,5627
twolocalrandom_indep_qiskit_41,2.0,68,15006,0,0,4,7503
twolocalrandom_indep_qiskit_55,1.0,92,27060,0,0,4,6765
twolocalrandom_indep_qiskit_55,1.1,92,27060,0,0,4,7441
twolocalrandom_indep_qiskit_55,1.2,92,27060,0,0,4,8118
twolocalrandom_indep_qiskit_55,1.3,92,27060,0,0,4,8794
twolocalrandom_indep_qiskit_55,1.5,92,27060,0,0,4,10147
twolocalrandom_indep_qiskit_55,2.0,92,27060,0,0,4,13530
su2random_indep_qiskit_109,1.0,187,106602,0,0,4,26650
su2random_indep_qiskit_109,1.1,187,106602,0,0,4,29315
su2random_indep_qiskit_109,1.2,187,106602,0,0,4,31980
su2random_indep_qiskit_109,1.3,187,106602,0,0,4,34645
su2random_indep_qiskit_109,1.5,187,106602,0,0,4,39975
su2random_indep_qiskit_109,2.0,187,106602,0,0,4,53301
qpeexact_indep_qiskit_109,1.0,187,36074,0,0,4,9018
qpeexact_indep_qiskit_109,1.1,187,36074,0,0,4,9920
qpeexact_indep_qiskit_109,1.2,187,36074,0,0,4,10822
qpeexact_indep_qiskit_109,1.3,187,36074,0,0,4,11724
qpeexact_indep_qiskit_109,1.5,187,36074,0,0,4,13527
qpeexact_indep_qiskit_109,2.0,187,36074,0,0,4,18037
dj_indep_qiskit_6,1.0,7,52,0,0,4,13
dj_indep_qiskit_6,1.1,7,52,0,0,4,14
dj_indep_qiskit_6,1.2,7,52,0,0,4,15
dj_indep_qiskit_6,1.3,7,52,0,0,4,16
dj_indep_qiskit_6,1.5,7,52,0,0,4,19
dj_indep_qiskit_6,2.0,7,52,0,0,4,26
qpeexact_indep_qiskit_121,1.0,208,44402,0,0,4,11100
qpeexact_indep_qiskit_121,1.1,208,44402,0,0,4,12210
qpeexact_indep_qiskit_121,1.2,208,44402,0,0,4,13320
qpeexact_indep_qiskit_121,1.3,208,44402,0,0,4,14430
qpeexact_indep_qiskit_121,1.5,208,44402,0,0,4,16650
qpeexact_indep_qiskit_121,2.0,208,44402,0,0,4,22201
twolocalrandom_indep_qiskit_82,1.0,140,60270,0,0,4,15067
twolocalrandom_indep_qiskit_82,1.1,140,60270,0,0,4,16574
twolocalrandom_indep_qiskit_82,1.2,140,60270,0,0,4,18081
twolocalrandom_indep_qiskit_82,1.3,140,60270,0,0,4,19587
twolocalrandom_indep_qiskit_82,1.5,140,60270,0,0,4,22601
twolocalrandom_indep_qiskit_82,2.0,140,60270,0,0,4,30135
twolocalrandom_indep_qiskit_96,1.0,72,82656,0,0,4,20664
twolocalrandom_indep_qiskit_96,1.1,72,82656,0,0,4,22730
twolocalrandom_indep_qiskit_96,1.2,72,82656,0,0,4,24796
twolocalrandom_indep_qiskit_96,1.3,72,82656,0,0,4,26863
twolocalrandom_indep_qiskit_96,1.5,72,82656,0,0,4,30996
twolocalrandom_indep_qiskit_96,2.0,72,82656,0,0,4,41328
su2random_indep_qiskit_121,1.0,208,131406,0,0,4,32851
su2random_indep_qiskit_121,1.1,208,131406,0,0,4,36136
su2random_indep_qiskit_121,1.2,208,131406,0,0,4,39421
su2random_indep_qiskit_121,1.3,208,131406,0,0,4,42706
su2random_indep_qiskit_121,1.5,208,131406,0,0,4,49277
su2random_indep_qiskit_121,2.0,208,131406,0,0,4,65703
qft_indep_qiskit_16,1.0,50,816,0,0,4,204
qft_indep_qiskit_16,1.1,50,816,0,0,4,224
qft_indep_qiskit_16,1.2,50,816,0,0,4,244
qft_indep_qiskit_16,1.3,50,816,0,0,4,265
qft_indep_qiskit_16,1.5,50,816,0,0,4,306
qft_indep_qiskit_16,2.0,50,816,0,0,4,408
qftentangled_indep_qiskit_2,1.0,1,25,0,0,4,6
qftentangled_indep_qiskit_2,1.1,1,25,0,0,4,6
qftentangled_indep_qiskit_2,1.2,1,25,0,0,4,7
qftentangled_indep_qiskit_2,1.3,1,25,0,0,4,8
