circuit,overhead,cut_cost,num_qubits,num_nodes,num_hyperedges,k,cap
qnn_indep_qiskit_57,1.2,96,42174,0,0,4,12652
qnn_indep_qiskit_57,1.3,96,42174,0,0,4,13706
qnn_indep_qiskit_57,1.5,96,42174,0,0,4,15815
qnn_indep_qiskit_57,2.0,96,42174,0,0,4,21087
twolocalrandom_indep_qiskit_2,1.0,1,30,0,0,4,7
twolocalrandom_indep_qiskit_2,1.1,1,30,0,0,4,8
twolocalrandom_indep_qiskit_2,1.2,1,30,0,0,4,9
twolocalrandom_indep_qiskit_2,1.3,1,30,0,0,4,9
twolocalrandom_indep_qiskit_2,1.5,1,30,0,0,4,11
twolocalrandom_indep_qiskit_2,2.0,1,30,0,0,4,15
qnn_indep_qiskit_43,1.0,71,23988,0,0,4,5997
qnn_indep_qiskit_43,1.1,71,23988,0,0,4,6596
qnn_indep_qiskit_43,1.2,71,23988,0,0,4,7196
qnn_indep_qiskit_43,1.3,71,23988,0,0,4,7796
qnn_indep_qiskit_43,1.5,71,23988,0,0,4,8995
qnn_indep_qiskit_43,2.0,71,23988,0,0,4,11994
wstate_indep_qiskit_98,1.0,844,1555,0,0,4,388
wstate_indep_qiskit_98,1.1,844,1555,0,0,4,427
wstate_indep_qiskit_98,1.2,844,1555,0,0,4,466
wstate_indep_qiskit_98,1.3,844,1555,0,0,4,505
wstate_indep_qiskit_98,1.5,844,1555,0,0,4,583
wstate_indep_qiskit_98,2.0,844,1555,0,0,4,777
qnn_indep_qiskit_47,1.0,78,28664,0,0,4,7166
qnn_indep_qiskit_47,1.1,78,28664,0,0,4,7882
qnn_indep_qiskit_47,1.2,78,28664,0,0,4,8599
qnn_indep_qiskit_47,1.3,78,28664,0,0,4,9315
qnn_indep_qiskit_47,1.5,78,28664,0,0,4,10749
qnn_indep_qiskit_47,2.0,78,28664,0,0,4,14332
twolocalrandom_indep_qiskit_6,1.0,7,306,0,0,4,76
twolocalrandom_indep_qiskit_6,1.1,7,306,0,0,4,84
twolocalrandom_indep_qiskit_6,1.2,7,306,0,0,4,91
twolocalrandom_indep_qiskit_6,1.3,7,306,0,0,4,99
twolocalrandom_indep_qiskit_6,1.5,7,306,0,0,4,114
twolocalrandom_indep_qiskit_6,2.0,7,306,0,0,4,153
qnn_indep_qiskit_53,1.0,89,36458,0,0,4,9114
qnn_indep_qiskit_53,1.1,89,36458,0,0,4,10025
qnn_indep_qiskit_53,1.2,89,36458,0,0,4,10937
qnn_indep_qiskit_53,1.3,89,36458,0,0,4,11848
qnn_indep_qiskit_53,1.5,89,36458,0,0,4,13671
qnn_indep_qiskit_53,2.0,89,36458,0,0,4,18229
wstate_indep_qiskit_88,1.0,660,1395,0,0,4,348
wstate_indep_qiskit_88,1.1,660,1395,0,0,4,383
wstate_indep_qiskit_88,1.2,660,1395,0,0,4,418
wstate_indep_qiskit_88,1.3,660,1395,0,0,4,453
wstate_indep_qiskit_88,1.5,660,1395,0,0,4,523
wstate_indep_qiskit_88,2.0,660,1395,0,0,4,697
qnn_indep_qiskit_84,1.0,63,91638,0,0,4,22909
qnn_indep_qiskit_84,1.1,63,91638,0,0,4,25200
qnn_indep_qiskit_84,1.2,63,91638,0,0,4,27491
qnn_indep_qiskit_84,1.3,63,91638,0,0,4,29782
qnn_indep_qiskit_84,1.5,63,91638,0,0,4,34364
qnn_indep_qiskit_84,2.0,63,91638,0,0,4,45819
qpeinexact_indep_qiskit_12,1.0,9,472,0,0,4,118
qpeinexact_indep_qiskit_12,1.1,9,472,0,0,4,129
qpeinexact_indep_qiskit_12,1.2,9,472,0,0,4,141
qpeinexact_indep_qiskit_12,1.3,9,472,0,0,4,153
qpeinexact_indep_qiskit_12,1.5,9,472,0,0,4,177
qpeinexact_indep_qiskit_12,2.0,9,472,0,0,4,236
pricingcall_indep_qiskit_7,1.0,8,316,0,0,4,79
pricingcall_indep_qiskit_7,1.1,8,316,0,0,4,86
pricingcall_indep_qiskit_7,1.2,8,316,0,0,4,94
pricingcall_indep_qiskit_7,1.3,8,316,0,0,4,102
pricingcall_indep_qiskit_7,1.5,8,316,0,0,4,118
pricingcall_indep_qiskit_7,2.0,8,316,0,0,4,158
qnn_indep_qiskit_90,1.0,154,105204,0,0,4,26301
qnn_indep_qiskit_90,1.1,154,105204,0,0,4,28931
qnn_indep_qiskit_90,1.2,154,105204,0,0,4,31561
qnn_indep_qiskit_90,1.3,154,105204,0,0,4,34191
qnn_indep_qiskit_90,1.5,154,105204,0,0,4,39451
qnn_indep_qiskit_90,2.0,154,105204,0,0,4,52602
graphstate_indep_qiskit_23,1.0,77,207,0,0,4,51
graphstate_indep_qiskit_23,1.1,77,207,0,0,4,56
graphstate_indep_qiskit_23,1.2,77,207,0,0,4,62
graphstate_indep_qiskit_23,1.3,77,207,0,0,4,67
graphstate_indep_qiskit_23,1.5,77,207,0,0,4,77
graphstate_indep_qiskit_23,2.0,77,207,0,0,4,103
wstate_indep_qiskit_63,1.0,503,995,0,0,4,248
wstate_indep_qiskit_63,1.1,503,995,0,0,4,273
wstate_indep_qiskit_63,1.2,503,995,0,0,4,298
wstate_indep_qiskit_63,1.3,503,995,0,0,4,323
wstate_indep_qiskit_63,1.5,503,995,0,0,4,373
wstate_indep_qiskit_63,2.0,503,995,0,0,4,497
graphstate_indep_qiskit_37,1.0,107,333,0,0,4,83
graphstate_indep_qiskit_37,1.1,107,333,0,0,4,91
graphstate_indep_qiskit_37,1.2,107,333,0,0,4,99
graphstate_indep_qiskit_37,1.3,107,333,0,0,4,108
graphstate_indep_qiskit_37,1.5,107,333,0,0,4,124
graphstate_indep_qiskit_37,2.0,107,333,0,0,4,166
wstate_indep_qiskit_77,1.0,640,1219,0,0,4,304
wstate_indep_qiskit_77,1.1,640,1219,0,0,4,335
wstate_indep_qiskit_77,1.2,640,1219,0,0,4,365
wstate_indep_qiskit_77,1.3,640,1219,0,0,4,396
wstate_indep_qiskit_77,1.5,640,1219,0,0,4,457
wstate_indep_qiskit_77,2.0,640,1219,0,0,4,609
qftentangled_indep_qiskit_71,1.0,6056,15754,0,0,4,3938
qftentangled_indep_qiskit_71,1.1,6056,15754,0,0,4,4332
qftentangled_indep_qiskit_71,1.2,6056,15754,0,0,4,4726
qftentangled_indep_qiskit_71,1.3,6056,15754,0,0,4,5120
qftentangled_indep_qiskit_71,1.5,6056,15754,0,0,4,5907
qftentangled_indep_qiskit_71,2.0,6056,15754,0,0,4,7877
qnn_indep_qiskit_111,1.0,190,160056,0,0,4,40014
qnn_indep_qiskit_111,1.1,190,160056,0,0,4,44015
qnn_indep_qiskit_111,1.2,190,160056,0,0,4,48016
qnn_indep_qiskit_111,1.3,190,160056,0,0,4,52018
qnn_indep_qiskit_111,1.5,190,160056,0,0,4,60021
qnn_indep_qiskit_111,2.0,190,160056,0,0,4,80028
qnn_indep_qiskit_105,1.0,180,143214,0,0,4,35803
qnn_indep_qiskit_105,1.1,180,143214,0,0,4,39383
qnn_indep_qiskit_105,1.2,180,143214,0,0,4,42964
qnn_indep_qiskit_105,1.3,180,143214,0,0,4,46544
qnn_indep_qiskit_105,1.5,180,143214,0,0,4,53705
qnn_indep_qiskit_105,2.0,180,143214,0,0,4,71607
qaoa_indep_qiskit_7,1.0,7,119,0,0,4,29
qaoa_indep_qiskit_7,1.1,7,119,0,0,4,32
qaoa_indep_qiskit_7,1.2,7,119,0,0,4,35
qaoa_indep_qiskit_7,1.3,7,119,0,0,4,38
qaoa_indep_qiskit_7,1.5,7,119,0,0,4,44
qaoa_indep_qiskit_7,2.0,7,119,0,0,4,59
qft_indep_qiskit_88,1.0,10148,23496,0,0,4,5874
qft_indep_qiskit_88,1.1,10148,23496,0,0,4,6461
qft_indep_qiskit_88,1.2,10148,23496,0,0,4,7048
qft_indep_qiskit_88,1.3,10148,23496,0,0,4,7636
qft_indep_qiskit_88,1.5,10148,23496,0,0,4,8811
qft_indep_qiskit_88,2.0,10148,23496,0,0,4,11748
qftentangled_indep_qiskit_65,1.0,4964,13252,0,0,4,3313
qftentangled_indep_qiskit_65,1.1,4964,13252,0,0,4,3644
qftentangled_indep_qiskit_65,1.2,4964,13252,0,0,4,3975
qftentangled_indep_qiskit_65,1.3,4964,13252,0,0,4,4306
qftentangled_indep_qiskit_65,1.5,4964,13252,0,0,4,4969
qftentangled_indep_qiskit_65,2.0,4964,13252,0,0,4,6626
ghz_indep_qiskit_43,1.0,150,339,0,0,4,84
ghz_indep_qiskit_43,1.1,150,339,0,0,4,93
ghz_indep_qiskit_43,1.2,150,339,0,0,4,101
ghz_indep_qiskit_43,1.3,150,339,0,0,4,110
ghz_indep_qiskit_43,1.5,150,339,0,0,4,127
ghz_indep_qiskit_43,2.0,150,339,0,0,4,169
dj_indep_qiskit_107,1.0,183,1062,0,0,4,265
dj_indep_qiskit_107,1.1,183,1062,0,0,4,292
dj_indep_qiskit_107,1.2,183,1062,0,0,4,318
dj_indep_qiskit_107,1.3,183,1062,0,0,4,345
dj_indep_qiskit_107,1.5,183,1062,0,0,4,398
dj_indep_qiskit_107,2.0,183,1062,0,0,4,531
portfolioqaoa_indep_qiskit_10,1.0,14,870,0,0,4,217
portfolioqaoa_indep_qiskit_10,1.1,14,870,0,0,4,239
portfolioqaoa_indep_qiskit_10,1.2,14,870,0,0,4,261
portfolioqaoa_indep_qiskit_10,1.3,14,870,0,0,4,282
portfolioqaoa_indep_qiskit_10,1.5,14,870,0,0,4,326
portfolioqaoa_indep_qiskit_10,2.0,14,870,0,0,4,435
graphstate_indep_qiskit_106,1.0,452,954,0,0,4,238
graphstate_indep_qiskit_106,1.1,452,954,0,0,4,262
graphstate_indep_qiskit_106,1.2,452,954,0,0,4,286
graphstate_indep_qiskit_106,1.3,452,954,0,0,4,310
graphstate_indep_qiskit_106,1.5,452,954,0,0,4,357
graphstate_indep_qiskit_106,2.0,452,954,0,0,4,477
graphstate_indep_qiskit_112,1.0,323,1008,0,0,4,252
graphstate_indep_qiskit_112,1.1,323,1008,0,0,4,277
graphstate_indep_qiskit_112,1.2,323,1008,0,0,4,302
graphstate_indep_qiskit_112,1.3,323,1008,0,0,4,327
graphstate_indep_qiskit_112,1.5,323,1008,0,0,4,378
graphstate_indep_qiskit_112,2.0,323,1008,0,0,4,504
qftentangled_indep_qiskit_59,1.0,3842,10966,0,0,4,2741
qftentangled_indep_qiskit_59,1.1,3842,10966,0,0,4,3015
qftentangled_indep_qiskit_59,1.2,3842,10966,0,0,4,3289
qftentangled_indep_qiskit_59,1.3,3842,10966,0,0,4,3563
qftentangled_indep_qiskit_59,1.5,3842,10966,0,0,4,4112
qftentangled_indep_qiskit_59,2.0,3842,10966,0,0,4,5483
dj_indep_qiskit_113,1.0,194,1122,0,0,4,280
dj_indep_qiskit_113,1.1,194,1122,0,0,4,308
dj_indep_qiskit_113,1.2,194,1122,0,0,4,336
dj_indep_qiskit_113,1.3,194,1122,0,0,4,364
dj_indep_qiskit_113,1.5,194,1122,0,0,4,420
dj_indep_qiskit_113,2.0,194,1122,0,0,4,561
ghz_indep_qiskit_57,1.0,215,451,0,0,4,112
ghz_indep_qiskit_57,1.1,215,451,0,0,4,124
ghz_indep_qiskit_57,1.2,215,451,0,0,4,135
ghz_indep_qiskit_57,1.3,215,451,0,0,4,146
ghz_indep_qiskit_57,1.5,215,451,0,0,4,169
ghz_indep_qiskit_57,2.0,215,451,0,0,4,225
qftentangled_indep_qiskit_129,1.0,1430,51076,0,0,4,12769
qftentangled_indep_qiskit_129,1.1,1430,51076,0,0,4,14045
qftentangled_indep_qiskit_129,1.2,1430,51076,0,0,4,15322
qftentangled_indep_qiskit_129,1.3,1430,51076,0,0,4,16599
qftentangled_indep_qiskit_129,1.5,1430,51076,0,0,4,19153
qftentangled_indep_qiskit_129,2.0,1430,51076,0,0,4,25538
ghz_indep_qiskit_80,1.0,325,635,0,0,4,158
ghz_indep_qiskit_80,1.1,325,635,0,0,4,174
ghz_indep_qiskit_80,1.2,325,635,0,0,4,190
ghz_indep_qiskit_80,1.3,325,635,0,0,4,206
ghz_indep_qiskit_80,1.5,325,635,0,0,4,238
ghz_indep_qiskit_80,2.0,325,635,0,0,4,317
qftentangled_indep_qiskit_101,1.0,175,31504,0,0,4,7876
qftentangled_indep_qiskit_101,1.1,175,31504,0,0,4,8663
qftentangled_indep_qiskit_101,1.2,175,31504,0,0,4,9451
qftentangled_indep_qiskit_101,1.3,175,31504,0,0,4,10238
qftentangled_indep_qiskit_101,1.5,175,31504,0,0,4,11814
qftentangled_indep_qiskit_101,2.0,175,31504,0,0,4,15752
qft_indep_qiskit_63,1.0,4513,12093,0,0,4,3023
qft_indep_qiskit_63,1.1,4513,12093,0,0,4,3325
qft_indep_qiskit_63,1.2,4513,12093,0,0,4,3627
qft_indep_qiskit_63,1.3,4513,12093,0,0,4,3930
qft_indep_qiskit_63,1.5,4513,12093,0,0,4,4534
qft_indep_qiskit_63,2.0,4513,12093,0,0,4,6046
qft_indep_qiskit_77,1.0,7364,18015,0,0,4,4503
qft_indep_qiskit_77,1.1,7364,18015,0,0,4,4954
qft_indep_qiskit_77,1.2,7364,18015,0,0,4,5404
qft_indep_qiskit_77,1.3,7364,18015,0,0,4,5854
qft_indep_qiskit_77,1.5,7364,18015,0,0,4,6755
qft_indep_qiskit_77,2.0,7364,18015,0,0,4,9007
qftentangled_indep_qiskit_115,1.0,477,40702,0,0,4,10175
qftentangled_indep_qiskit_115,1.1,477,40702,0,0,4,11193
qftentangled_indep_qiskit_115,1.2,477,40702,0,0,4,12210
qftentangled_indep_qiskit_115,1.3,477,40702,0,0,4,13228
qftentangled_indep_qiskit_115,1.5,477,40702,0,0,4,15263
qftentangled_indep_qiskit_115,2.0,477,40702,0,0,4,20351
ghz_indep_qiskit_94,1.0,392,747,0,0,4,186
ghz_indep_qiskit_94,1.1,392,747,0,0,4,205
ghz_indep_qiskit_94,1.2,392,747,0,0,4,224
ghz_indep_qiskit_94,1.3,392,747,0,0,4,242
ghz_indep_qiskit_94,1.5,392,747,0,0,4,280
ghz_indep_qiskit_94,2.0,392,747,0,0,4,373
qpeexact_indep_qiskit_83,1.0,141,20994,0,0,4,5248
qpeexact_indep_qiskit_83,1.1,141,20994,0,0,4,5773
qpeexact_indep_qiskit_83,1.2,141,20994,0,0,4,6298
qpeexact_indep_qiskit_83,1.3,141,20994,0,0,4,6823
qpeexact_indep_qiskit_83,1.5,141,20994,0,0,4,7872
qpeexact_indep_qiskit_83,2.0,141,20994,0,0,4,10497
wstate_indep_qiskit_112,1.0,152,1779,0,0,4,444
wstate_indep_qiskit_112,1.1,152,1779,0,0,4,489
wstate_indep_qiskit_112,1.2,152,1779,0,0,4,533
wstate_indep_qiskit_112,1.3,152,1779,0,0,4,578
wstate_indep_qiskit_112,1.5,152,1779,0,0,4,667
wstate_indep_qiskit_112,2.0,152,1779,0,0,4,889
wstate_indep_qiskit_106,1.0,202,1683,0,0,4,420
wstate_indep_qiskit_106,1.1,202,1683,0,0,4,462
wstate_indep_qiskit_106,1.2,202,1683,0,0,4,504
wstate_indep_qiskit_106,1.3,202,1683,0,0,4,546
wstate_indep_qiskit_106,1.5,202,1683,0,0,4,631
wstate_indep_qiskit_106,2.0,202,1683,0,0,4,841
qpeexact_indep_qiskit_9,1.0,12,268,0,0,4,67
qpeexact_indep_qiskit_9,1.1,12,268,0,0,4,73
qpeexact_indep_qiskit_9,1.2,12,268,0,0,4,80
qpeexact_indep_qiskit_9,1.3,12,268,0,0,4,87
qpeexact_indep_qiskit_9,1.5,12,268,0,0,4,100
qpeexact_indep_qiskit_9,2.0,12,268,0,0,4,134
qpeexact_indep_qiskit_97,1.0,166,28610,0,0,4,7152
qpeexact_indep_qiskit_97,1.1,166,28610,0,0,4,7867
qpeexact_indep_qiskit_97,1.2,166,28610,0,0,4,8583
qpeexact_indep_qiskit_97,1.3,166,28610,0,0,4,9298
qpeexact_indep_qiskit_97,1.5,166,28610,0,0,4,10728
qpeexact_indep_qiskit_97,2.0,166,28610,0,0,4,14305
twolocalrandom_indep_qiskit_20,1.0,15,3540,0,0,4,885
twolocalrandom_indep_qiskit_20,1.1,15,3540,0,0,4,973
twolocalrandom_indep_qiskit_20,1.2,15,3540,0,0,4,1062
twolocalrandom_indep_qiskit_20,1.3,15,3540,0,0,4,1150
twolocalrandom_indep_qiskit_20,1.5,15,3540,0,0,4,1327
twolocalrandom_indep_qiskit_20,2.0,15,3540,0,0,4,1770
twolocalrandom_indep_qiskit_34,1.0,56,10302,0,0,4,2575
twolocalrandom_indep_qiskit_34,1.1,56,10302,0,0,4,2833
twolocalrandom_indep_qiskit_34,1.2,56,10302,0,0,4,3090
twolocalrandom_indep_qiskit_34,1.3,56,10302,0,0,4,3348
twolocalrandom_indep_qiskit_34,1.5,56,10302,0,0,4,3863
twolocalrandom_indep_qiskit_34,2.0,56,10302,0,0,4,5151
qpeexact_indep_qiskit_68,1.0,51,14136,0,0,4,3534
qpeexact_indep_qiskit_68,1.1,51,14136,0,0,4,3887
qpeexact_indep_qiskit_68,1.2,51,14136,0,0,4,4240
qpeexact_indep_qiskit_68,1.3,51,14136,0,0,4,4594
qpeexact_indep_qiskit_68,1.5,51,14136,0,0,4,5301
qpeexact_indep_qiskit_68,2.0,51,14136,0,0,4,7068
twolocalrandom_indep_qiskit_102,1.0,175,93330,0,0,4,23332
twolocalrandom_indep_qiskit_102,1.1,175,93330,0,0,4,25665
twolocalrandom_indep_qiskit_102,1.2,175,93330,0,0,4,27999
twolocalrandom_indep_qiskit_102,1.3,175,93330,0,0,4,30332
twolocalrandom_indep_qiskit_102,1.5,175,93330,0,0,4,34998
twolocalrandom_indep_qiskit_102,2.0,175,93330,0,0,4,46665
qpeexact_indep_qiskit_40,1.0,30,4952,0,0,4,1238
qpeexact_indep_qiskit_40,1.1,30,4952,0,0,4,1361
qpeexact_indep_qiskit_40,1.2,30,4952,0,0,4,1485
qpeexact_indep_qiskit_40,1.3,30,4952,0,0,4,1609
qpeexact_indep_qiskit_40,1.5,30,4952,0,0,4,1857
qpeexact_indep_qiskit_40,2.0,30,4952,0,0,4,2476
twolocalrandom_indep_qiskit_116,1.0,87,120756,0,0,4,30189
twolocalrandom_indep_qiskit_116,1.1,87,120756,0,0,4,33207
twolocalrandom_indep_qiskit_116,1.2,87,120756,0,0,4,36226
twolocalrandom_indep_qiskit_116,1.3,87,120756,0,0,4,39245
twolocalrandom_indep_qiskit_116,1.5,87,120756,0,0,4,45283
twolocalrandom_indep_qiskit_116,2.0,87,120756,0,0,4,60378
qpeexact_indep_qiskit_54,1.0,91,8956,0,0,4,2239
qpeexact_indep_qiskit_54,1.1,91,8956,0,0,4,2462
qpeexact_indep_qiskit_54,1.2,91,8956,0,0,4,2686
qpeexact_indep_qiskit_54,1.3,91,8956,0,0,4,2910
qpeexact_indep_qiskit_54,1.5,91,8956,0,0,4,3358
qpeexact_indep_qiskit_54,2.0,91,8956,0,0,4,4478
su2random_indep_qiskit_50,1.0,84,22350,0,0,4,5587
su2random_indep_qiskit_50,1.1,84,22350,0,0,4,6146
su2random_indep_qiskit_50,1.2,84,22350,0,0,4,6705
su2random_indep_qiskit_50,1.3,84,22350,0,0,4,7263
su2random_indep_qiskit_50,1.5,84,22350,0,0,4,8381
su2random_indep_qiskit_50,2.0,84,22350,0,0,4,11175
qpeinexact_indep_qiskit_2,1.0,1,12,0,0,4,3
qpeinexact_indep_qiskit_2,1.1,1,12,0,0,4,3
qpeinexact_indep_qiskit_2,1.2,1,12,0,0,4,3
qpeinexact_indep_qiskit_2,1.3,1,12,0,0,4,3
qpeinexact_indep_qiskit_2,1.5,1,12,0,0,4,4
qpeinexact_indep_qiskit_2,2.0,1,12,0,0,4,6
qwalk-v-chain_indep_qiskit_23,1.0,38,6689,0,0,4,1672
qwalk-v-chain_indep_qiskit_23,1.1,38,6689,0,0,4,1839
qwalk-v-chain_indep_qiskit_23,1.2,38,6689,0,0,4,2006
qwalk-v-chain_indep_qiskit_23,1.3,38,6689,0,0,4,2173
qwalk-v-chain_indep_qiskit_23,1.5,38,6689,0,0,4,2508
qwalk-v-chain_indep_qiskit_23,2.0,38,6689,0,0,4,3344
ae_indep_qiskit_118,1.0,203,42825,0,0,4,10706
ae_indep_qiskit_118,1.1,203,42825,0,0,4,11776
ae_indep_qiskit_118,1.2,203,42825,0,0,4,12847
ae_indep_qiskit_118,1.3,203,42825,0,0,4,13918
ae_indep_qiskit_118,1.5,203,42825,0,0,4,16059
ae_indep_qiskit_118,2.0,203,42825,0,0,4,21412
su2random_indep_qiskit_44,1.0,33,17292,0,0,4,4323
su2random_indep_qiskit_44,1.1,33,17292,0,0,4,4755
su2random_indep_qiskit_44,1.2,33,17292,0,0,4,5187
su2random_indep_qiskit_44,1.3,33,17292,0,0,4,5619
su2random_indep_qiskit_44,1.5,33,17292,0,0,4,6484
su2random_indep_qiskit_44,2.0,33,17292,0,0,4,8646
ae_indep_qiskit_130,1.0,224,51861,0,0,4,12965
ae_indep_qiskit_130,1.1,224,51861,0,0,4,14261
ae_indep_qiskit_130,1.2,224,51861,0,0,4,15558
ae_indep_qiskit_130,1.3,224,51861,0,0,4,16854
ae_indep_qiskit_130,1.5,224,51861,0,0,4,19447
ae_indep_qiskit_130,2.0,224,51861,0,0,4,25930
ae_indep_qiskit_91,1.0,155,25653,0,0,4,6413
ae_indep_qiskit_91,1.1,155,25653,0,0,4,7054
ae_indep_qiskit_91,1.2,155,25653,0,0,4,7695
ae_indep_qiskit_91,1.3,155,25653,0,0,4,8337
ae_indep_qiskit_91,1.5,155,25653,0,0,4,9619
ae_indep_qiskit_91,2.0,155,25653,0,0,4,12826
random_indep_qiskit_99,1.0,1179,85423,0,0,4,21355
random_indep_qiskit_99,1.1,1179,85423,0,0,4,23491
random_indep_qiskit_99,1.2,1179,85423,0,0,4,25626
random_indep_qiskit_99,1.3,1179,85423,0,0,4,27762
random_indep_qiskit_99,1.5,1179,85423,0,0,4,32033
random_indep_qiskit_99,2.0,1179,85423,0,0,4,42711
su2random_indep_qiskit_78,1.0,133,54522,0,0,4,13630
su2random_indep_qiskit_78,1.1,133,54522,0,0,4,14993
su2random_indep_qiskit_78,1.2,133,54522,0,0,4,16356
su2random_indep_qiskit_78,1.3,133,54522,0,0,4,17719
su2random_indep_qiskit_78,1.5,133,54522,0,0,4,20445
su2random_indep_qiskit_78,2.0,133,54522,0,0,4,27261
ae_indep_qiskit_124,1.0,93,47235,0,0,4,11808
ae_indep_qiskit_124,1.1,93,47235,0,0,4,12989
ae_indep_qiskit_124,1.2,93,47235,0,0,4,14170
ae_indep_qiskit_124,1.3,93,47235,0,0,4,15351
ae_indep_qiskit_124,1.5,93,47235,0,0,4,17713
ae_indep_qiskit_124,2.0,93,47235,0,0,4,23617
ae_indep_qiskit_85,1.0,145,22431,0,0,4,5607
ae_indep_qiskit_85,1.1,145,22431,0,0,4,6168
ae_indep_qiskit_85,1.2,145,22431,0,0,4,6729
ae_indep_qiskit_85,1.3,145,22431,0,0,4,7290
ae_indep_qiskit_85,1.5,145,22431,0,0,4,8411
ae_indep_qiskit_85,2.0,145,22431,0,0,4,11215
su2random_indep_qiskit_93,1.0,159,77562,0,0,4,19390
su2random_indep_qiskit_93,1.1,159,77562,0,0,4,21329
su2random_indep_qiskit_93,1.2,159,77562,0,0,4,23268
su2random_indep_qiskit_93,1.3,159,77562,0,0,4,25207
su2random_indep_qiskit_93,1.5,159,77562,0,0,4,29085
su2random_indep_qiskit_93,2.0,159,77562,0,0,4,38781
realamprandom_indep_qiskit_29,1.0,47,7482,0,0,4,1870
realamprandom_indep_qiskit_29,1.1,47,7482,0,0,4,2057
realamprandom_indep_qiskit_29,1.2,47,7482,0,0,4,2244
realamprandom_indep_qiskit_29,1.3,47,7482,0,0,4,2431
realamprandom_indep_qiskit_29,1.5,47,7482,0,0,4,2805
realamprandom_indep_qiskit_29,2.0,47,7482,0,0,4,3741
random_indep_qiskit_66,1.0,624,36293,0,0,4,9073
random_indep_qiskit_66,1.1,624,36293,0,0,4,9980
random_indep_qiskit_66,1.2,624,36293,0,0,4,10887
random_indep_qiskit_66,1.3,624,36293,0,0,4,11795
random_indep_qiskit_66,1.5,624,36293,0,0,4,13609
random_indep_qiskit_66,2.0,624,36293,0,0,4,18146
random_indep_qiskit_72,1.0,834,45980,0,0,4,11495
random_indep_qiskit_72,1.1,834,45980,0,0,4,12644
random_indep_qiskit_72,1.2,834,45980,0,0,4,13794
random_indep_qiskit_72,1.3,834,45980,0,0,4,14943
random_indep_qiskit_72,1.5,834,45980,0,0,4,17242
random_indep_qiskit_72,2.0,834,45980,0,0,4,22990
su2random_indep_qiskit_87,1.0,148,67860,0,0,4,16965
su2random_indep_qiskit_87,1.1,148,67860,0,0,4,18661
su2random_indep_qiskit_87,1.2,148,67860,0,0,4,20358
su2random_indep_qiskit_87,1.3,148,67860,0,0,4,22054
su2random_indep_qiskit_87,1.5,148,67860,0,0,4,25447
su2random_indep_qiskit_87,2.0,148,67860,0,0,4,33930
wstate_indep_qiskit_2,1.0,1,19,0,0,4,4
wstate_indep_qiskit_2,1.1,1,19,0,0,4,5
wstate_indep_qiskit_2,1.2,1,19,0,0,4,5
wstate_indep_qiskit_2,1.3,1,19,0,0,4,6
wstate_indep_qiskit_2,1.5,1,19,0,0,4,7
wstate_indep_qiskit_2,2.0,1,19,0,0,4,9
realamprandom_indep_qiskit_15,1.0,22,1980,0,0,4,495
realamprandom_indep_qiskit_15,1.1,22,1980,0,0,4,544
realamprandom_indep_qiskit_15,1.2,22,1980,0,0,4,594
realamprandom_indep_qiskit_15,1.3,22,1980,0,0,4,643
realamprandom_indep_qiskit_15,1.5,22,1980,0,0,4,742
realamprandom_indep_qiskit_15,2.0,22,1980,0,0,4,990
ae_indep_qiskit_52,1.0,39,8571,0,0,4,2142
ae_indep_qiskit_52,1.1,39,8571,0,0,4,2357
ae_indep_qiskit_52,1.2,39,8571,0,0,4,2571
ae_indep_qiskit_52,1.3,39,8571,0,0,4,2785
ae_indep_qiskit_52,1.5,39,8571,0,0,4,3214
ae_indep_qiskit_52,2.0,39,8571,0,0,4,4285
dj_indep_qiskit_23,1.0,36,222,0,0,4,55
dj_indep_qiskit_23,1.1,36,222,0,0,4,61
dj_indep_qiskit_23,1.2,36,222,0,0,4,66
dj_indep_qiskit_23,1.3,36,222,0,0,4,72
dj_indep_qiskit_23,1.5,36,222,0,0,4,83
dj_indep_qiskit_23,2.0,36,222,0,0,4,111
realamprandom_indep_qiskit_107,1.0,183,102720,0,0,4,25680
realamprandom_indep_qiskit_107,1.1,183,102720,0,0,4,28248
realamprandom_indep_qiskit_107,1.2,183,102720,0,0,4,30816
realamprandom_indep_qiskit_107,1.3,183,102720,0,0,4,33384
realamprandom_indep_qiskit_107,1.5,183,102720,0,0,4,38520
realamprandom_indep_qiskit_107,2.0,183,102720,0,0,4,51360
realamprandom_indep_qiskit_113,1.0,194,114582,0,0,4,28645
realamprandom_indep_qiskit_113,1.1,194,114582,0,0,4,31510
realamprandom_indep_qiskit_113,1.2,194,114582,0,0,4,34374
realamprandom_indep_qiskit_113,1.3,194,114582,0,0,4,37239
realamprandom_indep_qiskit_113,1.5,194,114582,0,0,4,42968
realamprandom_indep_qiskit_113,2.0,194,114582,0,0,4,57291
qpeinexact_indep_qiskit_123,1.0,211,45874,0,0,4,11468
qpeinexact_indep_qiskit_123,1.1,211,45874,0,0,4,12615
qpeinexact_indep_qiskit_123,1.2,211,45874,0,0,4,13762
qpeinexact_indep_qiskit_123,1.3,211,45874,0,0,4,14909
qpeinexact_indep_qiskit_123,1.5,211,45874,0,0,4,17202
qpeinexact_indep_qiskit_123,2.0,211,45874,0,0,4,22937
ae_indep_qiskit_46,1.0,77,6753,0,0,4,1688
