circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
qpeinexact_indep_qiskit_3,3,34,32,2,27,3,1.2,2,20.0,40.0,2.0,0.00040602684020996094,0.00035190582275390625,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 1]","[2, 0, 0]","[1, 1, 0]"
qpeinexact_indep_qiskit_3,3,34,32,2,27,3,1.3,2,20.0,40.0,2.0,0.0005466938018798828,0.00029921531677246094,TIMED-QUBIT-LEVEL,27,True,"[2, 1, 0]","[2, 2, 1]","[2, 0, 0]","[1, 1, 0]"
twolocalrandom_indep_qiskit_5,5,210,205,5,175,3,1.0,2,243.0,160.0,0.6584362139917695,0.007928133010864258,0.0038640499114990234,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
twolocalrandom_indep_qiskit_5,5,210,205,5,175,3,1.1,2,243.0,160.0,0.6584362139917695,0.008107185363769531,0.0040929317474365234,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
twolocalrandom_indep_qiskit_5,5,210,205,5,175,3,1.2,2,243.0,160.0,0.6584362139917695,0.008294820785522461,0.004185199737548828,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
twolocalrandom_indep_qiskit_5,5,210,205,5,175,3,1.3,3,182.0,200.0,1.098901098901099,0.018024206161499023,0.0038101673126220703,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 3]","[5, 0, 0]","[3, 2, 0]"
qaoa_indep_qiskit_4,4,68,64,4,56,3,1.0,2,42.0,80.0,1.9047619047619047,0.0017688274383544922,0.0006730556488037109,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
qaoa_indep_qiskit_4,4,68,64,4,56,3,1.1,2,42.0,80.0,1.9047619047619047,0.0015308856964111328,0.0006167888641357422,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
qaoa_indep_qiskit_4,4,68,64,4,56,3,1.2,2,42.0,80.0,1.9047619047619047,0.0015621185302734375,0.0006589889526367188,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
qaoa_indep_qiskit_4,4,68,64,4,56,3,1.3,2,42.0,80.0,1.9047619047619047,0.0015690326690673828,0.0006480216979980469,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
