workload_file,origin,n_qubits,k_partitions,best_method,best_cost
qpeexact_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,92
qpeexact_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,125
qpeexact_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,140
qpeexact_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,105
qpeexact_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,139
qpeexact_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,159
qpeinexact_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,33
qpeinexact_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,43
qpeinexact_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,50
qpeinexact_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,39
qpeinexact_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,52
qpeinexact_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,58
qpeinexact_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,42
qpeinexact_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,58
qpeinexact_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,64
qpeinexact_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,49
qpeinexact_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,70
qpeinexact_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,76
qpeinexact_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,58
qpeinexact_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,77
qpeinexact_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,91
qpeinexact_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,66
qpeinexact_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,87
qpeinexact_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,101
qpeinexact_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,76
qpeinexact_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,102
qpeinexact_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,112
qpeinexact_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,87
qpeinexact_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,114
qpeinexact_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,127
qpeinexact_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,96
qpeinexact_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,126
qpeinexact_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,139
qpeinexact_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,104
qpeinexact_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,139
qpeinexact_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,159
qwalk-noancilla_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,10470
qwalk-noancilla_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,13656
qwalk-noancilla_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,20352
qwalk-noancilla_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,17922
qwalk-noancilla_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,28974
qwalk-noancilla_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,34692
qwalk-noancilla_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,27240
qwalk-noancilla_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,59370
qwalk-noancilla_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,58344
qwalk-v-chain_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,132
qwalk-v-chain_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,150
qwalk-v-chain_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,144
qwalk-v-chain_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,144
qwalk-v-chain_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,210
qwalk-v-chain_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,216
qwalk-v-chain_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,198
qwalk-v-chain_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,282
qwalk-v-chain_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,300
qwalk-v-chain_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,300
qwalk-v-chain_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,312
qwalk-v-chain_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,384
qwalk-v-chain_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,306
qwalk-v-chain_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,420
qwalk-v-chain_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,456
random_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,71
random_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,99
random_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,97
random_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,108
random_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,137
random_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,143
random_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,105
random_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,133
random_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,154
random_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,125
random_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,152
random_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,167
random_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,148
random_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,198
random_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,220
random_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,174
random_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,223
random_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,245
random_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,160
random_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,220
random_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,238
random_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,189
random_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,266
random_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,292
random_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,220
random_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,298
random_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,326
random_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,229
random_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,314
random_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,360
realamprandom_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,90
realamprandom_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,120
realamprandom_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,135
realamprandom_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,108
realamprandom_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,144
realamprandom_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,162
realamprandom_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,126
realamprandom_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,165
realamprandom_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,180
realamprandom_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,147
realamprandom_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,195
realamprandom_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,216
realamprandom_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,168
realamprandom_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,225
realamprandom_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,252
realamprandom_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,192
realamprandom_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,252
realamprandom_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,288
realamprandom_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,216
realamprandom_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,288
realamprandom_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,315
realamprandom_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,243
realamprandom_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,324
realamprandom_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,360
realamprandom_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,270
realamprandom_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,357
realamprandom_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,405
realamprandom_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,300
realamprandom_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,399
realamprandom_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,450
routing_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,6
routing_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,9
routing_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,12
shor_15_4_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,4122
shor_15_4_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,5581
shor_15_4_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,5800
shor_9_4_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,4607
shor_9_4_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,5332
shor_9_4_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,6456
su2random_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,90
su2random_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,120
su2random_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,135
su2random_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,108
su2random_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,144
su2random_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,162
su2random_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,126
su2random_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,165
su2random_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,180
su2random_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,147
su2random_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,195
su2random_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,216
su2random_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,168
su2random_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,225
su2random_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,252
su2random_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,192
su2random_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,252
su2random_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,288
su2random_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,216
su2random_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,288
su2random_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,315
su2random_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,243
su2random_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,324
su2random_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,360
su2random_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,270
su2random_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,357
su2random_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,405
su2random_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,300
su2random_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,399
su2random_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,450
tsp_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,10
tsp_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,20
tsp_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,25
twolocalrandom_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,90
twolocalrandom_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,120
twolocalrandom_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,135
twolocalrandom_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,108
twolocalrandom_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,144
twolocalrandom_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,162
twolocalrandom_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,126
twolocalrandom_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,165
twolocalrandom_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,180
twolocalrandom_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,147
twolocalrandom_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,195
twolocalrandom_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,216
twolocalrandom_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,168
twolocalrandom_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,225
twolocalrandom_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,252
twolocalrandom_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,192
twolocalrandom_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,252
twolocalrandom_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,288
twolocalrandom_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,216
twolocalrandom_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,288
twolocalrandom_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,315
twolocalrandom_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,243
twolocalrandom_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,324
twolocalrandom_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,360
twolocalrandom_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,270
twolocalrandom_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,357
twolocalrandom_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,405
twolocalrandom_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,300
twolocalrandom_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,399
twolocalrandom_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,450
vqe_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,4
vqe_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,6
vqe_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,8
vqe_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,4
vqe_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,6
vqe_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,10
vqe_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,4
vqe_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,6
vqe_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,8
vqe_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,4
vqe_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,8
vqe_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,10
vqe_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,4
vqe_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,8
vqe_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,10
vqe_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,4
vqe_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,8
vqe_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,10
wstate_indep_qiskit_11.qasm,MQTBench,11,2,greedy_hdh,4
wstate_indep_qiskit_11.qasm,MQTBench,11,3,greedy_hdh,6
wstate_indep_qiskit_11.qasm,MQTBench,11,4,greedy_hdh,8
wstate_indep_qiskit_12.qasm,MQTBench,12,2,greedy_hdh,4
wstate_indep_qiskit_12.qasm,MQTBench,12,3,greedy_hdh,6
wstate_indep_qiskit_12.qasm,MQTBench,12,4,greedy_hdh,10
wstate_indep_qiskit_13.qasm,MQTBench,13,2,greedy_hdh,4
wstate_indep_qiskit_13.qasm,MQTBench,13,3,greedy_hdh,8
wstate_indep_qiskit_13.qasm,MQTBench,13,4,greedy_hdh,10
wstate_indep_qiskit_14.qasm,MQTBench,14,2,greedy_hdh,4
wstate_indep_qiskit_14.qasm,MQTBench,14,3,greedy_hdh,8
wstate_indep_qiskit_14.qasm,MQTBench,14,4,greedy_hdh,10
wstate_indep_qiskit_15.qasm,MQTBench,15,2,greedy_hdh,4
wstate_indep_qiskit_15.qasm,MQTBench,15,3,greedy_hdh,8
wstate_indep_qiskit_15.qasm,MQTBench,15,4,greedy_hdh,10
wstate_indep_qiskit_16.qasm,MQTBench,16,2,greedy_hdh,4
wstate_indep_qiskit_16.qasm,MQTBench,16,3,greedy_hdh,8
wstate_indep_qiskit_16.qasm,MQTBench,16,4,greedy_hdh,10
wstate_indep_qiskit_17.qasm,MQTBench,17,2,greedy_hdh,6
wstate_indep_qiskit_17.qasm,MQTBench,17,3,greedy_hdh,6
wstate_indep_qiskit_17.qasm,MQTBench,17,4,greedy_hdh,10
wstate_indep_qiskit_18.qasm,MQTBench,18,2,greedy_hdh,4
wstate_indep_qiskit_18.qasm,MQTBench,18,3,greedy_hdh,8
wstate_indep_qiskit_18.qasm,MQTBench,18,4,greedy_hdh,8
wstate_indep_qiskit_19.qasm,MQTBench,19,2,greedy_hdh,6
wstate_indep_qiskit_19.qasm,MQTBench,19,3,greedy_hdh,8
wstate_indep_qiskit_19.qasm,MQTBench,19,4,greedy_hdh,10
wstate_indep_qiskit_20.qasm,MQTBench,20,2,greedy_hdh,6
wstate_indep_qiskit_20.qasm,MQTBench,20,3,greedy_hdh,8
wstate_indep_qiskit_20.qasm,MQTBench,20,4,greedy_hdh,10
