workload_file,origin,n_qubits,k_partitions,best_method,best_cost
twolocalrandom_indep_qiskit_5.qasm,MQTBench,5,3,greedy_hdh,24
twolocalrandom_indep_qiskit_5.qasm,MQTBench,5,4,greedy_hdh,24
twolocalrandom_indep_qiskit_6.qasm,MQTBench,6,2,greedy_hdh,27
twolocalrandom_indep_qiskit_6.qasm,MQTBench,6,3,greedy_hdh,36
twolocalrandom_indep_qiskit_6.qasm,MQTBench,6,4,greedy_hdh,36
twolocalrandom_indep_qiskit_7.qasm,MQTBench,7,2,greedy_hdh,36
twolocalrandom_indep_qiskit_7.qasm,MQTBench,7,3,greedy_hdh,45
twolocalrandom_indep_qiskit_7.qasm,MQTBench,7,4,greedy_hdh,54
twolocalrandom_indep_qiskit_8.qasm,MQTBench,8,2,greedy_hdh,48
twolocalrandom_indep_qiskit_8.qasm,MQTBench,8,3,greedy_hdh,63
twolocalrandom_indep_qiskit_8.qasm,MQTBench,8,4,greedy_hdh,72
twolocalrandom_indep_qiskit_9.qasm,MQTBench,9,2,greedy_hdh,60
twolocalrandom_indep_qiskit_9.qasm,MQTBench,9,3,greedy_hdh,81
twolocalrandom_indep_qiskit_9.qasm,MQTBench,9,4,greedy_hdh,81
vqe_indep_qiskit_10.qasm,MQTBench,10,2,greedy_hdh,2
vqe_indep_qiskit_10.qasm,MQTBench,10,3,greedy_hdh,4
vqe_indep_qiskit_10.qasm,MQTBench,10,4,greedy_hdh,6
vqe_indep_qiskit_5.qasm,MQTBench,5,2,greedy_hdh,2
vqe_indep_qiskit_5.qasm,MQTBench,5,3,greedy_hdh,4
vqe_indep_qiskit_5.qasm,MQTBench,5,4,greedy_hdh,4
vqe_indep_qiskit_6.qasm,MQTBench,6,2,greedy_hdh,2
vqe_indep_qiskit_6.qasm,MQTBench,6,3,greedy_hdh,4
vqe_indep_qiskit_6.qasm,MQTBench,6,4,greedy_hdh,4
vqe_indep_qiskit_7.qasm,MQTBench,7,2,greedy_hdh,2
vqe_indep_qiskit_7.qasm,MQTBench,7,3,greedy_hdh,4
vqe_indep_qiskit_7.qasm,MQTBench,7,4,greedy_hdh,6
vqe_indep_qiskit_8.qasm,MQTBench,8,2,greedy_hdh,2
vqe_indep_qiskit_8.qasm,MQTBench,8,3,greedy_hdh,4
vqe_indep_qiskit_8.qasm,MQTBench,8,4,greedy_hdh,6
vqe_indep_qiskit_9.qasm,MQTBench,9,2,greedy_hdh,2
vqe_indep_qiskit_9.qasm,MQTBench,9,3,greedy_hdh,4
vqe_indep_qiskit_9.qasm,MQTBench,9,4,greedy_hdh,4
wstate_indep_qiskit_10.qasm,MQTBench,10,2,greedy_hdh,2
wstate_indep_qiskit_10.qasm,MQTBench,10,3,greedy_hdh,4
wstate_indep_qiskit_10.qasm,MQTBench,10,4,greedy_hdh,6
wstate_indep_qiskit_5.qasm,MQTBench,5,2,greedy_hdh,2
wstate_indep_qiskit_5.qasm,MQTBench,5,3,greedy_hdh,4
wstate_indep_qiskit_5.qasm,MQTBench,5,4,greedy_hdh,4
wstate_indep_qiskit_6.qasm,MQTBench,6,2,greedy_hdh,2
wstate_indep_qiskit_6.qasm,MQTBench,6,3,greedy_hdh,4
wstate_indep_qiskit_6.qasm,MQTBench,6,4,greedy_hdh,4
wstate_indep_qiskit_7.qasm,MQTBench,7,2,greedy_hdh,2
wstate_indep_qiskit_7.qasm,MQTBench,7,3,greedy_hdh,4
wstate_indep_qiskit_7.qasm,MQTBench,7,4,greedy_hdh,6
wstate_indep_qiskit_8.qasm,MQTBench,8,2,greedy_hdh,2
wstate_indep_qiskit_8.qasm,MQTBench,8,3,greedy_hdh,4
wstate_indep_qiskit_8.qasm,MQTBench,8,4,greedy_hdh,6
wstate_indep_qiskit_9.qasm,MQTBench,9,2,greedy_hdh,2
wstate_indep_qiskit_9.qasm,MQTBench,9,3,greedy_hdh,4
wstate_indep_qiskit_9.qasm,MQTBench,9,4,greedy_hdh,4
