workload_file,model,origin,n_qubits,k_partitions,best_method,best_cost,second_method,second_cost,methods_tested
graphstate_indep_qiskit_5.qasm,Circuit,MQTBench,5,3,greedy_hdh,4,,,1
graphstate_indep_qiskit_5.qasm,Circuit,MQTBench,5,4,greedy_hdh,4,,,1
graphstate_indep_qiskit_50.qasm,Circuit,MQTBench,50,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_50.qasm,Circuit,MQTBench,50,3,greedy_hdh,23,,,1
graphstate_indep_qiskit_50.qasm,Circuit,MQTBench,50,4,greedy_hdh,21,,,1
graphstate_indep_qiskit_51.qasm,Circuit,MQTBench,51,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_51.qasm,Circuit,MQTBench,51,3,greedy_hdh,22,,,1
graphstate_indep_qiskit_51.qasm,Circuit,MQTBench,51,4,greedy_hdh,21,,,1
graphstate_indep_qiskit_52.qasm,Circuit,MQTBench,52,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_52.qasm,Circuit,MQTBench,52,3,greedy_hdh,24,,,1
graphstate_indep_qiskit_52.qasm,Circuit,MQTBench,52,4,greedy_hdh,25,,,1
graphstate_indep_qiskit_53.qasm,Circuit,MQTBench,53,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_53.qasm,Circuit,MQTBench,53,3,greedy_hdh,14,,,1
graphstate_indep_qiskit_53.qasm,Circuit,MQTBench,53,4,greedy_hdh,21,,,1
graphstate_indep_qiskit_54.qasm,Circuit,MQTBench,54,2,greedy_hdh,10,,,1
graphstate_indep_qiskit_54.qasm,Circuit,MQTBench,54,3,greedy_hdh,14,,,1
graphstate_indep_qiskit_54.qasm,Circuit,MQTBench,54,4,greedy_hdh,15,,,1
graphstate_indep_qiskit_55.qasm,Circuit,MQTBench,55,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_55.qasm,Circuit,MQTBench,55,3,greedy_hdh,20,,,1
graphstate_indep_qiskit_55.qasm,Circuit,MQTBench,55,4,greedy_hdh,28,,,1
graphstate_indep_qiskit_56.qasm,Circuit,MQTBench,56,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_56.qasm,Circuit,MQTBench,56,3,greedy_hdh,21,,,1
graphstate_indep_qiskit_56.qasm,Circuit,MQTBench,56,4,greedy_hdh,22,,,1
graphstate_indep_qiskit_57.qasm,Circuit,MQTBench,57,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_57.qasm,Circuit,MQTBench,57,3,greedy_hdh,18,,,1
graphstate_indep_qiskit_57.qasm,Circuit,MQTBench,57,4,greedy_hdh,20,,,1
graphstate_indep_qiskit_58.qasm,Circuit,MQTBench,58,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_58.qasm,Circuit,MQTBench,58,3,greedy_hdh,22,,,1
graphstate_indep_qiskit_58.qasm,Circuit,MQTBench,58,4,greedy_hdh,24,,,1
graphstate_indep_qiskit_59.qasm,Circuit,MQTBench,59,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_59.qasm,Circuit,MQTBench,59,3,greedy_hdh,18,,,1
graphstate_indep_qiskit_59.qasm,Circuit,MQTBench,59,4,greedy_hdh,21,,,1
graphstate_indep_qiskit_6.qasm,Circuit,MQTBench,6,2,greedy_hdh,4,,,1
graphstate_indep_qiskit_6.qasm,Circuit,MQTBench,6,3,greedy_hdh,3,,,1
graphstate_indep_qiskit_6.qasm,Circuit,MQTBench,6,4,greedy_hdh,3,,,1
graphstate_indep_qiskit_60.qasm,Circuit,MQTBench,60,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_60.qasm,Circuit,MQTBench,60,3,greedy_hdh,16,,,1
graphstate_indep_qiskit_60.qasm,Circuit,MQTBench,60,4,greedy_hdh,25,,,1
graphstate_indep_qiskit_61.qasm,Circuit,MQTBench,61,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_61.qasm,Circuit,MQTBench,61,3,greedy_hdh,23,,,1
graphstate_indep_qiskit_61.qasm,Circuit,MQTBench,61,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_62.qasm,Circuit,MQTBench,62,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_62.qasm,Circuit,MQTBench,62,3,greedy_hdh,23,,,1
graphstate_indep_qiskit_62.qasm,Circuit,MQTBench,62,4,greedy_hdh,31,,,1
graphstate_indep_qiskit_63.qasm,Circuit,MQTBench,63,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_63.qasm,Circuit,MQTBench,63,3,greedy_hdh,24,,,1
graphstate_indep_qiskit_63.qasm,Circuit,MQTBench,63,4,greedy_hdh,25,,,1
graphstate_indep_qiskit_64.qasm,Circuit,MQTBench,64,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_64.qasm,Circuit,MQTBench,64,3,greedy_hdh,25,,,1
graphstate_indep_qiskit_64.qasm,Circuit,MQTBench,64,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_65.qasm,Circuit,MQTBench,65,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_65.qasm,Circuit,MQTBench,65,3,greedy_hdh,18,,,1
graphstate_indep_qiskit_65.qasm,Circuit,MQTBench,65,4,greedy_hdh,28,,,1
graphstate_indep_qiskit_66.qasm,Circuit,MQTBench,66,2,greedy_hdh,12,,,1
graphstate_indep_qiskit_66.qasm,Circuit,MQTBench,66,3,greedy_hdh,22,,,1
graphstate_indep_qiskit_66.qasm,Circuit,MQTBench,66,4,greedy_hdh,33,,,1
graphstate_indep_qiskit_67.qasm,Circuit,MQTBench,67,2,greedy_hdh,10,,,1
graphstate_indep_qiskit_67.qasm,Circuit,MQTBench,67,3,greedy_hdh,18,,,1
graphstate_indep_qiskit_67.qasm,Circuit,MQTBench,67,4,greedy_hdh,26,,,1
graphstate_indep_qiskit_68.qasm,Circuit,MQTBench,68,2,greedy_hdh,12,,,1
graphstate_indep_qiskit_68.qasm,Circuit,MQTBench,68,3,greedy_hdh,21,,,1
graphstate_indep_qiskit_68.qasm,Circuit,MQTBench,68,4,greedy_hdh,23,,,1
graphstate_indep_qiskit_69.qasm,Circuit,MQTBench,69,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_69.qasm,Circuit,MQTBench,69,3,greedy_hdh,26,,,1
graphstate_indep_qiskit_69.qasm,Circuit,MQTBench,69,4,greedy_hdh,29,,,1
graphstate_indep_qiskit_7.qasm,Circuit,MQTBench,7,2,greedy_hdh,2,,,1
graphstate_indep_qiskit_7.qasm,Circuit,MQTBench,7,3,greedy_hdh,2,,,1
graphstate_indep_qiskit_7.qasm,Circuit,MQTBench,7,4,greedy_hdh,5,,,1
graphstate_indep_qiskit_70.qasm,Circuit,MQTBench,70,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_70.qasm,Circuit,MQTBench,70,3,greedy_hdh,21,,,1
graphstate_indep_qiskit_70.qasm,Circuit,MQTBench,70,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_71.qasm,Circuit,MQTBench,71,2,greedy_hdh,12,,,1
graphstate_indep_qiskit_71.qasm,Circuit,MQTBench,71,3,greedy_hdh,24,,,1
graphstate_indep_qiskit_71.qasm,Circuit,MQTBench,71,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_72.qasm,Circuit,MQTBench,72,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_72.qasm,Circuit,MQTBench,72,3,greedy_hdh,25,,,1
graphstate_indep_qiskit_72.qasm,Circuit,MQTBench,72,4,greedy_hdh,29,,,1
graphstate_indep_qiskit_73.qasm,Circuit,MQTBench,73,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_73.qasm,Circuit,MQTBench,73,3,greedy_hdh,25,,,1
graphstate_indep_qiskit_73.qasm,Circuit,MQTBench,73,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_74.qasm,Circuit,MQTBench,74,2,greedy_hdh,10,,,1
graphstate_indep_qiskit_74.qasm,Circuit,MQTBench,74,3,greedy_hdh,26,,,1
graphstate_indep_qiskit_74.qasm,Circuit,MQTBench,74,4,greedy_hdh,33,,,1
graphstate_indep_qiskit_75.qasm,Circuit,MQTBench,75,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_75.qasm,Circuit,MQTBench,75,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_75.qasm,Circuit,MQTBench,75,4,greedy_hdh,29,,,1
graphstate_indep_qiskit_76.qasm,Circuit,MQTBench,76,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_76.qasm,Circuit,MQTBench,76,3,greedy_hdh,26,,,1
graphstate_indep_qiskit_76.qasm,Circuit,MQTBench,76,4,greedy_hdh,35,,,1
graphstate_indep_qiskit_77.qasm,Circuit,MQTBench,77,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_77.qasm,Circuit,MQTBench,77,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_77.qasm,Circuit,MQTBench,77,4,greedy_hdh,30,,,1
graphstate_indep_qiskit_78.qasm,Circuit,MQTBench,78,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_78.qasm,Circuit,MQTBench,78,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_78.qasm,Circuit,MQTBench,78,4,greedy_hdh,28,,,1
graphstate_indep_qiskit_79.qasm,Circuit,MQTBench,79,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_79.qasm,Circuit,MQTBench,79,3,greedy_hdh,28,,,1
graphstate_indep_qiskit_79.qasm,Circuit,MQTBench,79,4,greedy_hdh,34,,,1
graphstate_indep_qiskit_8.qasm,Circuit,MQTBench,8,2,greedy_hdh,4,,,1
graphstate_indep_qiskit_8.qasm,Circuit,MQTBench,8,3,greedy_hdh,2,,,1
graphstate_indep_qiskit_8.qasm,Circuit,MQTBench,8,4,greedy_hdh,5,,,1
graphstate_indep_qiskit_80.qasm,Circuit,MQTBench,80,2,greedy_hdh,28,,,1
graphstate_indep_qiskit_80.qasm,Circuit,MQTBench,80,3,greedy_hdh,31,,,1
graphstate_indep_qiskit_80.qasm,Circuit,MQTBench,80,4,greedy_hdh,38,,,1
graphstate_indep_qiskit_81.qasm,Circuit,MQTBench,81,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_81.qasm,Circuit,MQTBench,81,3,greedy_hdh,23,,,1
graphstate_indep_qiskit_81.qasm,Circuit,MQTBench,81,4,greedy_hdh,25,,,1
graphstate_indep_qiskit_82.qasm,Circuit,MQTBench,82,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_82.qasm,Circuit,MQTBench,82,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_82.qasm,Circuit,MQTBench,82,4,greedy_hdh,29,,,1
graphstate_indep_qiskit_83.qasm,Circuit,MQTBench,83,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_83.qasm,Circuit,MQTBench,83,3,greedy_hdh,20,,,1
graphstate_indep_qiskit_83.qasm,Circuit,MQTBench,83,4,greedy_hdh,30,,,1
graphstate_indep_qiskit_84.qasm,Circuit,MQTBench,84,2,greedy_hdh,12,,,1
graphstate_indep_qiskit_84.qasm,Circuit,MQTBench,84,3,greedy_hdh,24,,,1
graphstate_indep_qiskit_84.qasm,Circuit,MQTBench,84,4,greedy_hdh,23,,,1
graphstate_indep_qiskit_85.qasm,Circuit,MQTBench,85,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_85.qasm,Circuit,MQTBench,85,3,greedy_hdh,32,,,1
graphstate_indep_qiskit_85.qasm,Circuit,MQTBench,85,4,greedy_hdh,32,,,1
graphstate_indep_qiskit_86.qasm,Circuit,MQTBench,86,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_86.qasm,Circuit,MQTBench,86,3,greedy_hdh,27,,,1
graphstate_indep_qiskit_86.qasm,Circuit,MQTBench,86,4,greedy_hdh,34,,,1
graphstate_indep_qiskit_87.qasm,Circuit,MQTBench,87,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_87.qasm,Circuit,MQTBench,87,3,greedy_hdh,26,,,1
graphstate_indep_qiskit_87.qasm,Circuit,MQTBench,87,4,greedy_hdh,27,,,1
graphstate_indep_qiskit_88.qasm,Circuit,MQTBench,88,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_88.qasm,Circuit,MQTBench,88,3,greedy_hdh,29,,,1
graphstate_indep_qiskit_88.qasm,Circuit,MQTBench,88,4,greedy_hdh,30,,,1
graphstate_indep_qiskit_89.qasm,Circuit,MQTBench,89,2,greedy_hdh,28,,,1
graphstate_indep_qiskit_89.qasm,Circuit,MQTBench,89,3,greedy_hdh,27,,,1
graphstate_indep_qiskit_89.qasm,Circuit,MQTBench,89,4,greedy_hdh,40,,,1
graphstate_indep_qiskit_9.qasm,Circuit,MQTBench,9,2,greedy_hdh,2,,,1
graphstate_indep_qiskit_9.qasm,Circuit,MQTBench,9,3,greedy_hdh,4,,,1
graphstate_indep_qiskit_9.qasm,Circuit,MQTBench,9,4,greedy_hdh,4,,,1
graphstate_indep_qiskit_90.qasm,Circuit,MQTBench,90,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_90.qasm,Circuit,MQTBench,90,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_90.qasm,Circuit,MQTBench,90,4,greedy_hdh,35,,,1
graphstate_indep_qiskit_91.qasm,Circuit,MQTBench,91,2,greedy_hdh,16,,,1
graphstate_indep_qiskit_91.qasm,Circuit,MQTBench,91,3,greedy_hdh,29,,,1
graphstate_indep_qiskit_91.qasm,Circuit,MQTBench,91,4,greedy_hdh,36,,,1
graphstate_indep_qiskit_92.qasm,Circuit,MQTBench,92,2,greedy_hdh,24,,,1
graphstate_indep_qiskit_92.qasm,Circuit,MQTBench,92,3,greedy_hdh,29,,,1
graphstate_indep_qiskit_92.qasm,Circuit,MQTBench,92,4,greedy_hdh,41,,,1
graphstate_indep_qiskit_93.qasm,Circuit,MQTBench,93,2,greedy_hdh,20,,,1
graphstate_indep_qiskit_93.qasm,Circuit,MQTBench,93,3,greedy_hdh,30,,,1
graphstate_indep_qiskit_93.qasm,Circuit,MQTBench,93,4,greedy_hdh,34,,,1
graphstate_indep_qiskit_94.qasm,Circuit,MQTBench,94,2,greedy_hdh,14,,,1
graphstate_indep_qiskit_94.qasm,Circuit,MQTBench,94,3,greedy_hdh,27,,,1
graphstate_indep_qiskit_94.qasm,Circuit,MQTBench,94,4,greedy_hdh,35,,,1
graphstate_indep_qiskit_95.qasm,Circuit,MQTBench,95,2,greedy_hdh,26,,,1
graphstate_indep_qiskit_95.qasm,Circuit,MQTBench,95,3,greedy_hdh,32,,,1
graphstate_indep_qiskit_95.qasm,Circuit,MQTBench,95,4,greedy_hdh,36,,,1
graphstate_indep_qiskit_96.qasm,Circuit,MQTBench,96,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_96.qasm,Circuit,MQTBench,96,3,greedy_hdh,28,,,1
graphstate_indep_qiskit_96.qasm,Circuit,MQTBench,96,4,greedy_hdh,33,,,1
graphstate_indep_qiskit_97.qasm,Circuit,MQTBench,97,2,greedy_hdh,22,,,1
graphstate_indep_qiskit_97.qasm,Circuit,MQTBench,97,3,greedy_hdh,25,,,1
graphstate_indep_qiskit_97.qasm,Circuit,MQTBench,97,4,greedy_hdh,35,,,1
graphstate_indep_qiskit_98.qasm,Circuit,MQTBench,98,2,greedy_hdh,18,,,1
graphstate_indep_qiskit_98.qasm,Circuit,MQTBench,98,3,greedy_hdh,34,,,1
graphstate_indep_qiskit_98.qasm,Circuit,MQTBench,98,4,greedy_hdh,43,,,1
graphstate_indep_qiskit_99.qasm,Circuit,MQTBench,99,2,greedy_hdh,24,,,1
graphstate_indep_qiskit_99.qasm,Circuit,MQTBench,99,3,greedy_hdh,36,,,1
graphstate_indep_qiskit_99.qasm,Circuit,MQTBench,99,4,greedy_hdh,40,,,1
groundstate_large_indep_qiskit_14.qasm,Circuit,MQTBench,14,2,greedy_hdh,98,,,1
groundstate_large_indep_qiskit_14.qasm,Circuit,MQTBench,14,3,greedy_hdh,130,,,1
groundstate_large_indep_qiskit_14.qasm,Circuit,MQTBench,14,4,greedy_hdh,144,,,1
groundstate_medium_indep_qiskit_12.qasm,Circuit,MQTBench,12,2,greedy_hdh,72,,,1
groundstate_medium_indep_qiskit_12.qasm,Circuit,MQTBench,12,3,greedy_hdh,96,,,1
groundstate_medium_indep_qiskit_12.qasm,Circuit,MQTBench,12,4,greedy_hdh,108,,,1
groundstate_small_indep_qiskit_4.qasm,Circuit,MQTBench,4,2,greedy_hdh,8,,,1
groundstate_small_indep_qiskit_4.qasm,Circuit,MQTBench,4,3,greedy_hdh,8,,,1
groundstate_small_indep_qiskit_4.qasm,Circuit,MQTBench,4,4,greedy_hdh,12,,,1
grover-noancilla_indep_qiskit_10.qasm,Circuit,MQTBench,10,2,greedy_hdh,19448,,,1
grover-noancilla_indep_qiskit_10.qasm,Circuit,MQTBench,10,3,greedy_hdh,21505,,,1
grover-noancilla_indep_qiskit_10.qasm,Circuit,MQTBench,10,4,greedy_hdh,24735,,,1
grover-noancilla_indep_qiskit_11.qasm,Circuit,MQTBench,11,2,greedy_hdh,37200,,,1
grover-noancilla_indep_qiskit_11.qasm,Circuit,MQTBench,11,3,greedy_hdh,57275,,,1
grover-noancilla_indep_qiskit_11.qasm,Circuit,MQTBench,11,4,greedy_hdh,52850,,,1
grover-noancilla_indep_qiskit_2.qasm,Circuit,MQTBench,2,2,greedy_hdh,0,,,1
grover-noancilla_indep_qiskit_2.qasm,Circuit,MQTBench,2,3,greedy_hdh,0,,,1
grover-noancilla_indep_qiskit_2.qasm,Circuit,MQTBench,2,4,greedy_hdh,0,,,1
grover-noancilla_indep_qiskit_3.qasm,Circuit,MQTBench,3,2,greedy_hdh,3,,,1
grover-noancilla_indep_qiskit_3.qasm,Circuit,MQTBench,3,3,greedy_hdh,6,,,1
grover-noancilla_indep_qiskit_3.qasm,Circuit,MQTBench,3,4,greedy_hdh,6,,,1
grover-noancilla_indep_qiskit_4.qasm,Circuit,MQTBench,4,2,greedy_hdh,22,,,1
grover-noancilla_indep_qiskit_4.qasm,Circuit,MQTBench,4,3,greedy_hdh,22,,,1
grover-noancilla_indep_qiskit_4.qasm,Circuit,MQTBench,4,4,greedy_hdh,28,,,1
grover-noancilla_indep_qiskit_5.qasm,Circuit,MQTBench,5,2,greedy_hdh,81,,,1
grover-noancilla_indep_qiskit_5.qasm,Circuit,MQTBench,5,3,greedy_hdh,93,,,1
grover-noancilla_indep_qiskit_5.qasm,Circuit,MQTBench,5,4,greedy_hdh,99,,,1
grover-noancilla_indep_qiskit_6.qasm,Circuit,MQTBench,6,2,greedy_hdh,204,,,1
grover-noancilla_indep_qiskit_6.qasm,Circuit,MQTBench,6,3,greedy_hdh,308,,,1
grover-noancilla_indep_qiskit_6.qasm,Circuit,MQTBench,6,4,greedy_hdh,308,,,1
grover-noancilla_indep_qiskit_7.qasm,Circuit,MQTBench,7,2,greedy_hdh,642,,,1
grover-noancilla_indep_qiskit_7.qasm,Circuit,MQTBench,7,3,greedy_hdh,978,,,1
grover-noancilla_indep_qiskit_7.qasm,Circuit,MQTBench,7,4,greedy_hdh,1050,,,1
grover-noancilla_indep_qiskit_8.qasm,Circuit,MQTBench,8,2,greedy_hdh,2248,,,1
grover-noancilla_indep_qiskit_8.qasm,Circuit,MQTBench,8,3,greedy_hdh,2568,,,1
grover-noancilla_indep_qiskit_8.qasm,Circuit,MQTBench,8,4,greedy_hdh,2696,,,1
grover-noancilla_indep_qiskit_9.qasm,Circuit,MQTBench,9,2,greedy_hdh,4512,,,1
grover-noancilla_indep_qiskit_9.qasm,Circuit,MQTBench,9,3,greedy_hdh,6480,,,1
grover-noancilla_indep_qiskit_9.qasm,Circuit,MQTBench,9,4,greedy_hdh,8076,,,1
grover-v-chain_indep_qiskit_11.qasm,Circuit,MQTBench,11,2,greedy_hdh,1432,,,1
grover-v-chain_indep_qiskit_11.qasm,Circuit,MQTBench,11,3,greedy_hdh,1120,,,1
grover-v-chain_indep_qiskit_11.qasm,Circuit,MQTBench,11,4,greedy_hdh,1584,,,1
grover-v-chain_indep_qiskit_13.qasm,Circuit,MQTBench,13,2,greedy_hdh,4380,,,1
grover-v-chain_indep_qiskit_13.qasm,Circuit,MQTBench,13,3,greedy_hdh,2688,,,1
grover-v-chain_indep_qiskit_13.qasm,Circuit,MQTBench,13,4,greedy_hdh,5460,,,1
grover-v-chain_indep_qiskit_15.qasm,Circuit,MQTBench,15,2,greedy_hdh,4114,,,1
grover-v-chain_indep_qiskit_15.qasm,Circuit,MQTBench,15,3,greedy_hdh,9707,,,1
grover-v-chain_indep_qiskit_15.qasm,Circuit,MQTBench,15,4,greedy_hdh,15198,,,1
grover-v-chain_indep_qiskit_17.qasm,Circuit,MQTBench,17,2,greedy_hdh,42750,,,1
grover-v-chain_indep_qiskit_17.qasm,Circuit,MQTBench,17,3,greedy_hdh,34050,,,1
grover-v-chain_indep_qiskit_17.qasm,Circuit,MQTBench,17,4,greedy_hdh,35400,,,1
grover-v-chain_indep_qiskit_2.qasm,Circuit,MQTBench,2,2,greedy_hdh,0,,,1
grover-v-chain_indep_qiskit_2.qasm,Circuit,MQTBench,2,3,greedy_hdh,0,,,1
grover-v-chain_indep_qiskit_2.qasm,Circuit,MQTBench,2,4,greedy_hdh,0,,,1
grover-v-chain_indep_qiskit_3.qasm,Circuit,MQTBench,3,2,greedy_hdh,3,,,1
grover-v-chain_indep_qiskit_3.qasm,Circuit,MQTBench,3,3,greedy_hdh,6,,,1
grover-v-chain_indep_qiskit_3.qasm,Circuit,MQTBench,3,4,greedy_hdh,6,,,1
grover-v-chain_indep_qiskit_4.qasm,Circuit,MQTBench,4,2,greedy_hdh,22,,,1
grover-v-chain_indep_qiskit_4.qasm,Circuit,MQTBench,4,3,greedy_hdh,22,,,1
grover-v-chain_indep_qiskit_4.qasm,Circuit,MQTBench,4,4,greedy_hdh,28,,,1
grover-v-chain_indep_qiskit_5.qasm,Circuit,MQTBench,5,2,greedy_hdh,75,,,1
grover-v-chain_indep_qiskit_5.qasm,Circuit,MQTBench,5,3,greedy_hdh,78,,,1
grover-v-chain_indep_qiskit_5.qasm,Circuit,MQTBench,5,4,greedy_hdh,78,,,1
grover-v-chain_indep_qiskit_7.qasm,Circuit,MQTBench,7,2,greedy_hdh,112,,,1
grover-v-chain_indep_qiskit_7.qasm,Circuit,MQTBench,7,3,greedy_hdh,180,,,1
grover-v-chain_indep_qiskit_7.qasm,Circuit,MQTBench,7,4,greedy_hdh,216,,,1
grover-v-chain_indep_qiskit_9.qasm,Circuit,MQTBench,9,2,greedy_hdh,516,,,1
grover-v-chain_indep_qiskit_9.qasm,Circuit,MQTBench,9,3,greedy_hdh,450,,,1
grover-v-chain_indep_qiskit_9.qasm,Circuit,MQTBench,9,4,greedy_hdh,738,,,1
portfolioqaoa_indep_qiskit_10.qasm,Circuit,MQTBench,10,2,greedy_hdh,75,,,1
portfolioqaoa_indep_qiskit_10.qasm,Circuit,MQTBench,10,3,greedy_hdh,96,,,1
portfolioqaoa_indep_qiskit_10.qasm,Circuit,MQTBench,10,4,greedy_hdh,108,,,1
portfolioqaoa_indep_qiskit_11.qasm,Circuit,MQTBench,11,2,greedy_hdh,90,,,1
portfolioqaoa_indep_qiskit_11.qasm,Circuit,MQTBench,11,3,greedy_hdh,120,,,1
portfolioqaoa_indep_qiskit_11.qasm,Circuit,MQTBench,11,4,greedy_hdh,135,,,1
portfolioqaoa_indep_qiskit_12.qasm,Circuit,MQTBench,12,2,greedy_hdh,108,,,1
portfolioqaoa_indep_qiskit_12.qasm,Circuit,MQTBench,12,3,greedy_hdh,144,,,1
portfolioqaoa_indep_qiskit_12.qasm,Circuit,MQTBench,12,4,greedy_hdh,162,,,1
portfolioqaoa_indep_qiskit_13.qasm,Circuit,MQTBench,13,2,greedy_hdh,126,,,1
portfolioqaoa_indep_qiskit_13.qasm,Circuit,MQTBench,13,3,greedy_hdh,165,,,1
portfolioqaoa_indep_qiskit_13.qasm,Circuit,MQTBench,13,4,greedy_hdh,180,,,1
portfolioqaoa_indep_qiskit_14.qasm,Circuit,MQTBench,14,2,greedy_hdh,147,,,1
portfolioqaoa_indep_qiskit_14.qasm,Circuit,MQTBench,14,3,greedy_hdh,195,,,1
portfolioqaoa_indep_qiskit_14.qasm,Circuit,MQTBench,14,4,greedy_hdh,216,,,1
portfolioqaoa_indep_qiskit_15.qasm,Circuit,MQTBench,15,2,greedy_hdh,168,,,1
portfolioqaoa_indep_qiskit_15.qasm,Circuit,MQTBench,15,3,greedy_hdh,225,,,1
portfolioqaoa_indep_qiskit_15.qasm,Circuit,MQTBench,15,4,greedy_hdh,252,,,1
portfolioqaoa_indep_qiskit_16.qasm,Circuit,MQTBench,16,2,greedy_hdh,192,,,1
portfolioqaoa_indep_qiskit_16.qasm,Circuit,MQTBench,16,3,greedy_hdh,252,,,1
portfolioqaoa_indep_qiskit_16.qasm,Circuit,MQTBench,16,4,greedy_hdh,288,,,1
portfolioqaoa_indep_qiskit_17.qasm,Circuit,MQTBench,17,2,greedy_hdh,216,,,1
portfolioqaoa_indep_qiskit_17.qasm,Circuit,MQTBench,17,3,greedy_hdh,288,,,1
portfolioqaoa_indep_qiskit_17.qasm,Circuit,MQTBench,17,4,greedy_hdh,315,,,1
portfolioqaoa_indep_qiskit_3.qasm,Circuit,MQTBench,3,2,greedy_hdh,6,,,1
portfolioqaoa_indep_qiskit_3.qasm,Circuit,MQTBench,3,3,greedy_hdh,9,,,1
portfolioqaoa_indep_qiskit_3.qasm,Circuit,MQTBench,3,4,greedy_hdh,9,,,1
portfolioqaoa_indep_qiskit_4.qasm,Circuit,MQTBench,4,2,greedy_hdh,12,,,1
portfolioqaoa_indep_qiskit_4.qasm,Circuit,MQTBench,4,3,greedy_hdh,12,,,1
portfolioqaoa_indep_qiskit_4.qasm,Circuit,MQTBench,4,4,greedy_hdh,18,,,1
portfolioqaoa_indep_qiskit_5.qasm,Circuit,MQTBench,5,2,greedy_hdh,18,,,1
portfolioqaoa_indep_qiskit_5.qasm,Circuit,MQTBench,5,3,greedy_hdh,24,,,1
portfolioqaoa_indep_qiskit_5.qasm,Circuit,MQTBench,5,4,greedy_hdh,24,,,1
portfolioqaoa_indep_qiskit_6.qasm,Circuit,MQTBench,6,2,greedy_hdh,27,,,1
portfolioqaoa_indep_qiskit_6.qasm,Circuit,MQTBench,6,3,greedy_hdh,36,,,1
portfolioqaoa_indep_qiskit_6.qasm,Circuit,MQTBench,6,4,greedy_hdh,36,,,1
portfolioqaoa_indep_qiskit_7.qasm,Circuit,MQTBench,7,2,greedy_hdh,36,,,1
portfolioqaoa_indep_qiskit_7.qasm,Circuit,MQTBench,7,3,greedy_hdh,45,,,1
portfolioqaoa_indep_qiskit_7.qasm,Circuit,MQTBench,7,4,greedy_hdh,54,,,1
portfolioqaoa_indep_qiskit_8.qasm,Circuit,MQTBench,8,2,greedy_hdh,48,,,1
portfolioqaoa_indep_qiskit_8.qasm,Circuit,MQTBench,8,3,greedy_hdh,63,,,1
portfolioqaoa_indep_qiskit_8.qasm,Circuit,MQTBench,8,4,greedy_hdh,72,,,1
portfolioqaoa_indep_qiskit_9.qasm,Circuit,MQTBench,9,2,greedy_hdh,60,,,1
portfolioqaoa_indep_qiskit_9.qasm,Circuit,MQTBench,9,3,greedy_hdh,81,,,1
portfolioqaoa_indep_qiskit_9.qasm,Circuit,MQTBench,9,4,greedy_hdh,81,,,1
portfoliovqe_indep_qiskit_10.qasm,Circuit,MQTBench,10,2,greedy_hdh,75,,,1
portfoliovqe_indep_qiskit_10.qasm,Circuit,MQTBench,10,3,greedy_hdh,96,,,1
portfoliovqe_indep_qiskit_10.qasm,Circuit,MQTBench,10,4,greedy_hdh,108,,,1
portfoliovqe_indep_qiskit_11.qasm,Circuit,MQTBench,11,2,greedy_hdh,90,,,1
