workload_file,model,origin,n_qubits,best_method,best_cost,win_margin,methods_tested
qft_indep_qiskit_106.qasm,Circuit,MQTBench,106,greedy_hdh,2834,0,1
qft_indep_qiskit_107.qasm,Circuit,MQTBench,107,greedy_hdh,2894,0,1
qft_indep_qiskit_108.qasm,Circuit,MQTBench,108,greedy_hdh,2940,0,1
qft_indep_qiskit_109.qasm,Circuit,MQTBench,109,greedy_hdh,2999,0,1
qft_indep_qiskit_11.qasm,Circuit,MQTBench,11,greedy_hdh,33,0,1
qft_indep_qiskit_110.qasm,Circuit,MQTBench,110,greedy_hdh,3058,0,1
qft_indep_qiskit_111.qasm,Circuit,MQTBench,111,greedy_hdh,3106,0,1
qft_indep_qiskit_112.qasm,Circuit,MQTBench,112,greedy_hdh,3162,0,1
qft_indep_qiskit_113.qasm,Circuit,MQTBench,113,greedy_hdh,3215,0,1
qft_indep_qiskit_114.qasm,Circuit,MQTBench,114,greedy_hdh,3278,0,1
qft_indep_qiskit_115.qasm,Circuit,MQTBench,115,greedy_hdh,3332,0,1
qft_indep_qiskit_116.qasm,Circuit,MQTBench,116,greedy_hdh,3392,0,1
qft_indep_qiskit_117.qasm,Circuit,MQTBench,117,greedy_hdh,3443,0,1
qft_indep_qiskit_118.qasm,Circuit,MQTBench,118,greedy_hdh,3504,0,1
qft_indep_qiskit_119.qasm,Circuit,MQTBench,119,greedy_hdh,3568,0,1
qft_indep_qiskit_12.qasm,Circuit,MQTBench,12,greedy_hdh,38,0,1
qft_indep_qiskit_120.qasm,Circuit,MQTBench,120,greedy_hdh,3620,0,1
qft_indep_qiskit_121.qasm,Circuit,MQTBench,121,greedy_hdh,3688,0,1
qft_indep_qiskit_122.qasm,Circuit,MQTBench,122,greedy_hdh,3742,0,1
qft_indep_qiskit_123.qasm,Circuit,MQTBench,123,greedy_hdh,3807,0,1
qft_indep_qiskit_124.qasm,Circuit,MQTBench,124,greedy_hdh,3864,0,1
qft_indep_qiskit_125.qasm,Circuit,MQTBench,125,greedy_hdh,3933,0,1
qft_indep_qiskit_126.qasm,Circuit,MQTBench,126,greedy_hdh,4006,0,1
qft_indep_qiskit_127.qasm,Circuit,MQTBench,127,greedy_hdh,4064,0,1
qft_indep_qiskit_128.qasm,Circuit,MQTBench,128,greedy_hdh,4136,0,1
qft_indep_qiskit_129.qasm,Circuit,MQTBench,129,greedy_hdh,4190,0,1
qft_indep_qiskit_13.qasm,Circuit,MQTBench,13,greedy_hdh,45,0,1
qft_indep_qiskit_130.qasm,Circuit,MQTBench,130,greedy_hdh,4256,0,1
qft_indep_qiskit_14.qasm,Circuit,MQTBench,14,greedy_hdh,54,0,1
qft_indep_qiskit_15.qasm,Circuit,MQTBench,15,greedy_hdh,62,0,1
qft_indep_qiskit_16.qasm,Circuit,MQTBench,16,greedy_hdh,68,0,1
qft_indep_qiskit_17.qasm,Circuit,MQTBench,17,greedy_hdh,76,0,1
qft_indep_qiskit_18.qasm,Circuit,MQTBench,18,greedy_hdh,86,0,1
qft_indep_qiskit_19.qasm,Circuit,MQTBench,19,greedy_hdh,94,0,1
qft_indep_qiskit_2.qasm,Circuit,MQTBench,2,greedy_hdh,2,0,1
qft_indep_qiskit_20.qasm,Circuit,MQTBench,20,greedy_hdh,104,0,1
qft_indep_qiskit_21.qasm,Circuit,MQTBench,21,greedy_hdh,112,0,1
qft_indep_qiskit_22.qasm,Circuit,MQTBench,22,greedy_hdh,126,0,1
qft_indep_qiskit_23.qasm,Circuit,MQTBench,23,greedy_hdh,139,0,1
qft_indep_qiskit_24.qasm,Circuit,MQTBench,24,greedy_hdh,150,0,1
qft_indep_qiskit_25.qasm,Circuit,MQTBench,25,greedy_hdh,162,0,1
qft_indep_qiskit_26.qasm,Circuit,MQTBench,26,greedy_hdh,174,0,1
qft_indep_qiskit_27.qasm,Circuit,MQTBench,27,greedy_hdh,187,0,1
qft_indep_qiskit_28.qasm,Circuit,MQTBench,28,greedy_hdh,202,0,1
qft_indep_qiskit_29.qasm,Circuit,MQTBench,29,greedy_hdh,214,0,1
qft_indep_qiskit_3.qasm,Circuit,MQTBench,3,greedy_hdh,3,0,1
qft_indep_qiskit_30.qasm,Circuit,MQTBench,30,greedy_hdh,232,0,1
qft_indep_qiskit_31.qasm,Circuit,MQTBench,31,greedy_hdh,247,0,1
qft_indep_qiskit_32.qasm,Circuit,MQTBench,32,greedy_hdh,264,0,1
qft_indep_qiskit_33.qasm,Circuit,MQTBench,33,greedy_hdh,278,0,1
qft_indep_qiskit_34.qasm,Circuit,MQTBench,34,greedy_hdh,298,0,1
qft_indep_qiskit_35.qasm,Circuit,MQTBench,35,greedy_hdh,313,0,1
qft_indep_qiskit_36.qasm,Circuit,MQTBench,36,greedy_hdh,338,0,1
qft_indep_qiskit_37.qasm,Circuit,MQTBench,37,greedy_hdh,354,0,1
qft_indep_qiskit_38.qasm,Circuit,MQTBench,38,greedy_hdh,370,0,1
qft_indep_qiskit_39.qasm,Circuit,MQTBench,39,greedy_hdh,391,0,1
qft_indep_qiskit_4.qasm,Circuit,MQTBench,4,greedy_hdh,6,0,1
qft_indep_qiskit_40.qasm,Circuit,MQTBench,40,greedy_hdh,414,0,1
qft_indep_qiskit_41.qasm,Circuit,MQTBench,41,greedy_hdh,432,0,1
qft_indep_qiskit_42.qasm,Circuit,MQTBench,42,greedy_hdh,452,0,1
qft_indep_qiskit_43.qasm,Circuit,MQTBench,43,greedy_hdh,476,0,1
qft_indep_qiskit_44.qasm,Circuit,MQTBench,44,greedy_hdh,492,0,1
qft_indep_qiskit_45.qasm,Circuit,MQTBench,45,greedy_hdh,514,0,1
qft_indep_qiskit_46.qasm,Circuit,MQTBench,46,greedy_hdh,540,0,1
qft_indep_qiskit_47.qasm,Circuit,MQTBench,47,greedy_hdh,565,0,1
qft_indep_qiskit_48.qasm,Circuit,MQTBench,48,greedy_hdh,590,0,1
qft_indep_qiskit_49.qasm,Circuit,MQTBench,49,greedy_hdh,612,0,1
qft_indep_qiskit_5.qasm,Circuit,MQTBench,0,greedy_hdh,0,0,1
qft_indep_qiskit_50.qasm,Circuit,MQTBench,50,greedy_hdh,636,0,1
qft_indep_qiskit_51.qasm,Circuit,MQTBench,51,greedy_hdh,665,0,1
qft_indep_qiskit_52.qasm,Circuit,MQTBench,52,greedy_hdh,690,0,1
qft_indep_qiskit_53.qasm,Circuit,MQTBench,53,greedy_hdh,719,0,1
qft_indep_qiskit_54.qasm,Circuit,MQTBench,54,greedy_hdh,744,0,1
qft_indep_qiskit_55.qasm,Circuit,MQTBench,55,greedy_hdh,772,0,1
qft_indep_qiskit_56.qasm,Circuit,MQTBench,56,greedy_hdh,800,0,1
qft_indep_qiskit_57.qasm,Circuit,MQTBench,57,greedy_hdh,822,0,1
qft_indep_qiskit_58.qasm,Circuit,MQTBench,58,greedy_hdh,856,0,1
qft_indep_qiskit_59.qasm,Circuit,MQTBench,59,greedy_hdh,893,0,1
qft_indep_qiskit_6.qasm,Circuit,MQTBench,6,greedy_hdh,12,0,1
qft_indep_qiskit_60.qasm,Circuit,MQTBench,60,greedy_hdh,912,0,1
qft_indep_qiskit_61.qasm,Circuit,MQTBench,61,greedy_hdh,946,0,1
qft_indep_qiskit_62.qasm,Circuit,MQTBench,62,greedy_hdh,980,0,1
qft_indep_qiskit_63.qasm,Circuit,MQTBench,63,greedy_hdh,1008,0,1
qft_indep_qiskit_64.qasm,Circuit,MQTBench,64,greedy_hdh,1044,0,1
qft_indep_qiskit_65.qasm,Circuit,MQTBench,65,greedy_hdh,1075,0,1
qft_indep_qiskit_66.qasm,Circuit,MQTBench,66,greedy_hdh,1110,0,1
qft_indep_qiskit_67.qasm,Circuit,MQTBench,67,greedy_hdh,1139,0,1
qft_indep_qiskit_68.qasm,Circuit,MQTBench,68,greedy_hdh,1176,0,1
qft_indep_qiskit_69.qasm,Circuit,MQTBench,69,greedy_hdh,1209,0,1
qft_indep_qiskit_7.qasm,Circuit,MQTBench,7,greedy_hdh,15,0,1
qft_indep_qiskit_70.qasm,Circuit,MQTBench,70,greedy_hdh,1248,0,1
qft_indep_qiskit_71.qasm,Circuit,MQTBench,71,greedy_hdh,1282,0,1
qft_indep_qiskit_72.qasm,Circuit,MQTBench,72,greedy_hdh,1320,0,1
qft_indep_qiskit_73.qasm,Circuit,MQTBench,73,greedy_hdh,1356,0,1
qft_indep_qiskit_74.qasm,Circuit,MQTBench,74,greedy_hdh,1394,0,1
qft_indep_qiskit_75.qasm,Circuit,MQTBench,75,greedy_hdh,1426,0,1
qft_indep_qiskit_76.qasm,Circuit,MQTBench,76,greedy_hdh,1462,0,1
qft_indep_qiskit_77.qasm,Circuit,MQTBench,77,greedy_hdh,1505,0,1
qft_indep_qiskit_78.qasm,Circuit,MQTBench,78,greedy_hdh,1546,0,1
qft_indep_qiskit_79.qasm,Circuit,MQTBench,79,greedy_hdh,1576,0,1
qft_indep_qiskit_8.qasm,Circuit,MQTBench,8,greedy_hdh,18,0,1
qft_indep_qiskit_80.qasm,Circuit,MQTBench,80,greedy_hdh,1622,0,1
qft_indep_qiskit_81.qasm,Circuit,MQTBench,81,greedy_hdh,1669,0,1
qft_indep_qiskit_82.qasm,Circuit,MQTBench,82,greedy_hdh,1706,0,1
qft_indep_qiskit_83.qasm,Circuit,MQTBench,83,greedy_hdh,1749,0,1
qft_indep_qiskit_84.qasm,Circuit,MQTBench,84,greedy_hdh,1784,0,1
qft_indep_qiskit_85.qasm,Circuit,MQTBench,85,greedy_hdh,1830,0,1
qft_indep_qiskit_86.qasm,Circuit,MQTBench,86,greedy_hdh,1870,0,1
qft_indep_qiskit_87.qasm,Circuit,MQTBench,87,greedy_hdh,1916,0,1
qft_indep_qiskit_88.qasm,Circuit,MQTBench,88,greedy_hdh,1960,0,1
qft_indep_qiskit_89.qasm,Circuit,MQTBench,89,greedy_hdh,2001,0,1
qft_indep_qiskit_9.qasm,Circuit,MQTBench,9,greedy_hdh,21,0,1
qft_indep_qiskit_90.qasm,Circuit,MQTBench,90,greedy_hdh,2048,0,1
qft_indep_qiskit_91.qasm,Circuit,MQTBench,91,greedy_hdh,2091,0,1
qft_indep_qiskit_92.qasm,Circuit,MQTBench,92,greedy_hdh,2142,0,1
qft_indep_qiskit_93.qasm,Circuit,MQTBench,93,greedy_hdh,2185,0,1
qft_indep_qiskit_94.qasm,Circuit,MQTBench,94,greedy_hdh,2232,0,1
qft_indep_qiskit_95.qasm,Circuit,MQTBench,95,greedy_hdh,2288,0,1
qft_indep_qiskit_96.qasm,Circuit,MQTBench,96,greedy_hdh,2326,0,1
qft_indep_qiskit_97.qasm,Circuit,MQTBench,97,greedy_hdh,2376,0,1
qft_indep_qiskit_98.qasm,Circuit,MQTBench,98,greedy_hdh,2428,0,1
qft_indep_qiskit_99.qasm,Circuit,MQTBench,99,greedy_hdh,2483,0,1
qftentangled_indep_qiskit_10.qasm,Circuit,MQTBench,10,greedy_hdh,30,0,1
qftentangled_indep_qiskit_100.qasm,Circuit,MQTBench,100,greedy_hdh,2555,0,1
qftentangled_indep_qiskit_101.qasm,Circuit,MQTBench,101,greedy_hdh,2607,0,1
qftentangled_indep_qiskit_102.qasm,Circuit,MQTBench,102,greedy_hdh,2664,0,1
qftentangled_indep_qiskit_103.qasm,Circuit,MQTBench,103,greedy_hdh,2713,0,1
qftentangled_indep_qiskit_104.qasm,Circuit,MQTBench,104,greedy_hdh,2772,0,1
qftentangled_indep_qiskit_105.qasm,Circuit,MQTBench,105,greedy_hdh,2815,0,1
qftentangled_indep_qiskit_106.qasm,Circuit,MQTBench,106,greedy_hdh,2870,0,1
qftentangled_indep_qiskit_107.qasm,Circuit,MQTBench,107,greedy_hdh,2924,0,1
qftentangled_indep_qiskit_108.qasm,Circuit,MQTBench,108,greedy_hdh,2974,0,1
qftentangled_indep_qiskit_109.qasm,Circuit,MQTBench,109,greedy_hdh,3027,0,1
qftentangled_indep_qiskit_11.qasm,Circuit,MQTBench,11,greedy_hdh,36,0,1
qftentangled_indep_qiskit_110.qasm,Circuit,MQTBench,110,greedy_hdh,3090,0,1
qftentangled_indep_qiskit_111.qasm,Circuit,MQTBench,111,greedy_hdh,3146,0,1
qftentangled_indep_qiskit_112.qasm,Circuit,MQTBench,112,greedy_hdh,3194,0,1
qftentangled_indep_qiskit_113.qasm,Circuit,MQTBench,113,greedy_hdh,3261,0,1
qftentangled_indep_qiskit_114.qasm,Circuit,MQTBench,114,greedy_hdh,3316,0,1
qftentangled_indep_qiskit_115.qasm,Circuit,MQTBench,115,greedy_hdh,3366,0,1
qftentangled_indep_qiskit_116.qasm,Circuit,MQTBench,116,greedy_hdh,3448,0,1
qftentangled_indep_qiskit_117.qasm,Circuit,MQTBench,117,greedy_hdh,3497,0,1
qftentangled_indep_qiskit_118.qasm,Circuit,MQTBench,118,greedy_hdh,3561,0,1
qftentangled_indep_qiskit_119.qasm,Circuit,MQTBench,119,greedy_hdh,3604,0,1
qftentangled_indep_qiskit_12.qasm,Circuit,MQTBench,12,greedy_hdh,42,0,1
qftentangled_indep_qiskit_120.qasm,Circuit,MQTBench,120,greedy_hdh,3646,0,1
qftentangled_indep_qiskit_121.qasm,Circuit,MQTBench,121,greedy_hdh,3733,0,1
qftentangled_indep_qiskit_122.qasm,Circuit,MQTBench,122,greedy_hdh,3784,0,1
qftentangled_indep_qiskit_123.qasm,Circuit,MQTBench,123,greedy_hdh,3842,0,1
qftentangled_indep_qiskit_124.qasm,Circuit,MQTBench,124,greedy_hdh,3896,0,1
qftentangled_indep_qiskit_125.qasm,Circuit,MQTBench,125,greedy_hdh,3976,0,1
qftentangled_indep_qiskit_126.qasm,Circuit,MQTBench,126,greedy_hdh,4026,0,1
qftentangled_indep_qiskit_127.qasm,Circuit,MQTBench,127,greedy_hdh,4108,0,1
qftentangled_indep_qiskit_128.qasm,Circuit,MQTBench,128,greedy_hdh,4172,0,1
qftentangled_indep_qiskit_129.qasm,Circuit,MQTBench,129,greedy_hdh,4242,0,1
qftentangled_indep_qiskit_13.qasm,Circuit,MQTBench,13,greedy_hdh,51,0,1
qftentangled_indep_qiskit_130.qasm,Circuit,MQTBench,130,greedy_hdh,4300,0,1
qftentangled_indep_qiskit_14.qasm,Circuit,MQTBench,14,greedy_hdh,60,0,1
qftentangled_indep_qiskit_15.qasm,Circuit,MQTBench,15,greedy_hdh,65,0,1
qftentangled_indep_qiskit_16.qasm,Circuit,MQTBench,16,greedy_hdh,77,0,1
qftentangled_indep_qiskit_17.qasm,Circuit,MQTBench,17,greedy_hdh,85,0,1
qftentangled_indep_qiskit_18.qasm,Circuit,MQTBench,18,greedy_hdh,93,0,1
qftentangled_indep_qiskit_19.qasm,Circuit,MQTBench,19,greedy_hdh,105,0,1
qftentangled_indep_qiskit_2.qasm,Circuit,MQTBench,2,greedy_hdh,3,0,1
qftentangled_indep_qiskit_20.qasm,Circuit,MQTBench,20,greedy_hdh,115,0,1
qftentangled_indep_qiskit_21.qasm,Circuit,MQTBench,21,greedy_hdh,125,0,1
qftentangled_indep_qiskit_22.qasm,Circuit,MQTBench,22,greedy_hdh,133,0,1
qftentangled_indep_qiskit_23.qasm,Circuit,MQTBench,23,greedy_hdh,142,0,1
qftentangled_indep_qiskit_24.qasm,Circuit,MQTBench,24,greedy_hdh,155,0,1
qftentangled_indep_qiskit_25.qasm,Circuit,MQTBench,25,greedy_hdh,167,0,1
qftentangled_indep_qiskit_26.qasm,Circuit,MQTBench,26,greedy_hdh,181,0,1
qftentangled_indep_qiskit_27.qasm,Circuit,MQTBench,27,greedy_hdh,192,0,1
qftentangled_indep_qiskit_28.qasm,Circuit,MQTBench,28,greedy_hdh,211,0,1
qftentangled_indep_qiskit_29.qasm,Circuit,MQTBench,29,greedy_hdh,231,0,1
qftentangled_indep_qiskit_3.qasm,Circuit,MQTBench,3,greedy_hdh,4,0,1
qftentangled_indep_qiskit_30.qasm,Circuit,MQTBench,30,greedy_hdh,245,0,1
qftentangled_indep_qiskit_31.qasm,Circuit,MQTBench,31,greedy_hdh,253,0,1
qftentangled_indep_qiskit_32.qasm,Circuit,MQTBench,32,greedy_hdh,282,0,1
qftentangled_indep_qiskit_33.qasm,Circuit,MQTBench,33,greedy_hdh,294,0,1
qftentangled_indep_qiskit_34.qasm,Circuit,MQTBench,34,greedy_hdh,305,0,1
qftentangled_indep_qiskit_35.qasm,Circuit,MQTBench,35,greedy_hdh,328,0,1
qftentangled_indep_qiskit_36.qasm,Circuit,MQTBench,36,greedy_hdh,341,0,1
qftentangled_indep_qiskit_37.qasm,Circuit,MQTBench,37,greedy_hdh,352,0,1
qftentangled_indep_qiskit_38.qasm,Circuit,MQTBench,38,greedy_hdh,388,0,1
qftentangled_indep_qiskit_39.qasm,Circuit,MQTBench,39,greedy_hdh,400,0,1
qftentangled_indep_qiskit_4.qasm,Circuit,MQTBench,4,greedy_hdh,7,0,1
qftentangled_indep_qiskit_40.qasm,Circuit,MQTBench,40,greedy_hdh,423,0,1
qftentangled_indep_qiskit_41.qasm,Circuit,MQTBench,41,greedy_hdh,446,0,1
qftentangled_indep_qiskit_42.qasm,Circuit,MQTBench,42,greedy_hdh,466,0,1
qftentangled_indep_qiskit_43.qasm,Circuit,MQTBench,43,greedy_hdh,484,0,1
qftentangled_indep_qiskit_44.qasm,Circuit,MQTBench,44,greedy_hdh,513,0,1
qftentangled_indep_qiskit_45.qasm,Circuit,MQTBench,45,greedy_hdh,521,0,1
qftentangled_indep_qiskit_46.qasm,Circuit,MQTBench,46,greedy_hdh,561,0,1
qftentangled_indep_qiskit_47.qasm,Circuit,MQTBench,47,greedy_hdh,575,0,1
qftentangled_indep_qiskit_48.qasm,Circuit,MQTBench,48,greedy_hdh,612,0,1
qftentangled_indep_qiskit_49.qasm,Circuit,MQTBench,49,greedy_hdh,626,0,1
qftentangled_indep_qiskit_5.qasm,Circuit,MQTBench,5,greedy_hdh,9,0,1
qftentangled_indep_qiskit_50.qasm,Circuit,MQTBench,50,greedy_hdh,659,0,1
qftentangled_indep_qiskit_51.qasm,Circuit,MQTBench,51,greedy_hdh,678,0,1
qftentangled_indep_qiskit_52.qasm,Circuit,MQTBench,52,greedy_hdh,707,0,1
qftentangled_indep_qiskit_53.qasm,Circuit,MQTBench,53,greedy_hdh,736,0,1
qftentangled_indep_qiskit_54.qasm,Circuit,MQTBench,54,greedy_hdh,761,0,1
qftentangled_indep_qiskit_55.qasm,Circuit,MQTBench,55,greedy_hdh,789,0,1
qftentangled_indep_qiskit_56.qasm,Circuit,MQTBench,56,greedy_hdh,818,0,1
qftentangled_indep_qiskit_57.qasm,Circuit,MQTBench,57,greedy_hdh,845,0,1
qftentangled_indep_qiskit_58.qasm,Circuit,MQTBench,58,greedy_hdh,873,0,1
qftentangled_indep_qiskit_59.qasm,Circuit,MQTBench,59,greedy_hdh,904,0,1
qftentangled_indep_qiskit_6.qasm,Circuit,MQTBench,6,greedy_hdh,13,0,1
qftentangled_indep_qiskit_60.qasm,Circuit,MQTBench,60,greedy_hdh,937,0,1
qftentangled_indep_qiskit_61.qasm,Circuit,MQTBench,61,greedy_hdh,972,0,1
qftentangled_indep_qiskit_62.qasm,Circuit,MQTBench,62,greedy_hdh,1000,0,1
qftentangled_indep_qiskit_63.qasm,Circuit,MQTBench,63,greedy_hdh,1030,0,1
qftentangled_indep_qiskit_64.qasm,Circuit,MQTBench,64,greedy_hdh,1056,0,1
qftentangled_indep_qiskit_65.qasm,Circuit,MQTBench,65,greedy_hdh,1102,0,1
qftentangled_indep_qiskit_66.qasm,Circuit,MQTBench,66,greedy_hdh,1124,0,1
qftentangled_indep_qiskit_67.qasm,Circuit,MQTBench,67,greedy_hdh,1159,0,1
qftentangled_indep_qiskit_68.qasm,Circuit,MQTBench,68,greedy_hdh,1202,0,1
qftentangled_indep_qiskit_69.qasm,Circuit,MQTBench,69,greedy_hdh,1227,0,1
qftentangled_indep_qiskit_7.qasm,Circuit,MQTBench,7,greedy_hdh,17,0,1
qftentangled_indep_qiskit_70.qasm,Circuit,MQTBench,70,greedy_hdh,1271,0,1
qftentangled_indep_qiskit_71.qasm,Circuit,MQTBench,71,greedy_hdh,1305,0,1
qftentangled_indep_qiskit_72.qasm,Circuit,MQTBench,72,greedy_hdh,1333,0,1
qftentangled_indep_qiskit_73.qasm,Circuit,MQTBench,73,greedy_hdh,1386,0,1
qftentangled_indep_qiskit_74.qasm,Circuit,MQTBench,74,greedy_hdh,1419,0,1
qftentangled_indep_qiskit_75.qasm,Circuit,MQTBench,75,greedy_hdh,1457,0,1
qftentangled_indep_qiskit_76.qasm,Circuit,MQTBench,76,greedy_hdh,1494,0,1
qftentangled_indep_qiskit_77.qasm,Circuit,MQTBench,77,greedy_hdh,1529,0,1
qftentangled_indep_qiskit_78.qasm,Circuit,MQTBench,78,greedy_hdh,1569,0,1
qftentangled_indep_qiskit_79.qasm,Circuit,MQTBench,79,greedy_hdh,1610,0,1
qftentangled_indep_qiskit_8.qasm,Circuit,MQTBench,8,greedy_hdh,21,0,1
qftentangled_indep_qiskit_80.qasm,Circuit,MQTBench,80,greedy_hdh,1657,0,1
qftentangled_indep_qiskit_81.qasm,Circuit,MQTBench,81,greedy_hdh,1685,0,1
qftentangled_indep_qiskit_82.qasm,Circuit,MQTBench,82,greedy_hdh,1729,0,1
qftentangled_indep_qiskit_83.qasm,Circuit,MQTBench,83,greedy_hdh,1781,0,1
qftentangled_indep_qiskit_84.qasm,Circuit,MQTBench,84,greedy_hdh,1815,0,1
qftentangled_indep_qiskit_85.qasm,Circuit,MQTBench,85,greedy_hdh,1867,0,1
qftentangled_indep_qiskit_86.qasm,Circuit,MQTBench,86,greedy_hdh,1901,0,1
qftentangled_indep_qiskit_87.qasm,Circuit,MQTBench,87,greedy_hdh,1951,0,1
qftentangled_indep_qiskit_88.qasm,Circuit,MQTBench,88,greedy_hdh,1988,0,1
qftentangled_indep_qiskit_89.qasm,Circuit,MQTBench,89,greedy_hdh,2035,0,1
qftentangled_indep_qiskit_9.qasm,Circuit,MQTBench,9,greedy_hdh,25,0,1
qftentangled_indep_qiskit_90.qasm,Circuit,MQTBench,90,greedy_hdh,2091,0,1
qftentangled_indep_qiskit_91.qasm,Circuit,MQTBench,91,greedy_hdh,2124,0,1
qftentangled_indep_qiskit_92.qasm,Circuit,MQTBench,92,greedy_hdh,2176,0,1
qftentangled_indep_qiskit_93.qasm,Circuit,MQTBench,93,greedy_hdh,2221,0,1
qftentangled_indep_qiskit_94.qasm,Circuit,MQTBench,94,greedy_hdh,2261,0,1
qftentangled_indep_qiskit_95.qasm,Circuit,MQTBench,95,greedy_hdh,2317,0,1
qftentangled_indep_qiskit_96.qasm,Circuit,MQTBench,96,greedy_hdh,2368,0,1
qftentangled_indep_qiskit_97.qasm,Circuit,MQTBench,97,greedy_hdh,2406,0,1
qftentangled_indep_qiskit_98.qasm,Circuit,MQTBench,98,greedy_hdh,2457,0,1
qftentangled_indep_qiskit_99.qasm,Circuit,MQTBench,99,greedy_hdh,2517,0,1
qnn_indep_qiskit_10.qasm,Circuit,MQTBench,10,greedy_hdh,104,0,1
qnn_indep_qiskit_100.qasm,Circuit,MQTBench,100,greedy_hdh,10031,0,1
qnn_indep_qiskit_101.qasm,Circuit,MQTBench,101,greedy_hdh,10228,0,1
qnn_indep_qiskit_102.qasm,Circuit,MQTBench,102,greedy_hdh,10438,0,1
qnn_indep_qiskit_103.qasm,Circuit,MQTBench,103,greedy_hdh,10642,0,1
qnn_indep_qiskit_104.qasm,Circuit,MQTBench,104,greedy_hdh,10848,0,1
qnn_indep_qiskit_105.qasm,Circuit,MQTBench,105,greedy_hdh,11056,0,1
qnn_indep_qiskit_106.qasm,Circuit,MQTBench,106,greedy_hdh,11260,0,1
qnn_indep_qiskit_107.qasm,Circuit,MQTBench,107,greedy_hdh,11494,0,1
qnn_indep_qiskit_108.qasm,Circuit,MQTBench,108,greedy_hdh,11702,0,1
qnn_indep_qiskit_109.qasm,Circuit,MQTBench,109,greedy_hdh,11918,0,1
qnn_indep_qiskit_11.qasm,Circuit,MQTBench,11,greedy_hdh,122,0,1
qnn_indep_qiskit_110.qasm,Circuit,MQTBench,110,greedy_hdh,12138,0,1
qnn_indep_qiskit_111.qasm,Circuit,MQTBench,111,greedy_hdh,12352,0,1
qnn_indep_qiskit_112.qasm,Circuit,MQTBench,112,greedy_hdh,12578,0,1
qnn_indep_qiskit_113.qasm,Circuit,MQTBench,113,greedy_hdh,12806,0,1
qnn_indep_qiskit_114.qasm,Circuit,MQTBench,114,greedy_hdh,13050,0,1
qnn_indep_qiskit_115.qasm,Circuit,MQTBench,115,greedy_hdh,13272,0,1
qnn_indep_qiskit_116.qasm,Circuit,MQTBench,116,greedy_hdh,13496,0,1
qnn_indep_qiskit_117.qasm,Circuit,MQTBench,117,greedy_hdh,13728,0,1
qnn_indep_qiskit_118.qasm,Circuit,MQTBench,118,greedy_hdh,13962,0,1
qnn_indep_qiskit_119.qasm,Circuit,MQTBench,119,greedy_hdh,14202,0,1
qnn_indep_qiskit_12.qasm,Circuit,MQTBench,12,greedy_hdh,150,0,1
qnn_indep_qiskit_120.qasm,Circuit,MQTBench,120,greedy_hdh,14440,0,1
qnn_indep_qiskit_121.qasm,Circuit,MQTBench,121,greedy_hdh,14674,0,1
qnn_indep_qiskit_122.qasm,Circuit,MQTBench,122,greedy_hdh,14922,0,1
qnn_indep_qiskit_123.qasm,Circuit,MQTBench,123,greedy_hdh,15170,0,1
qnn_indep_qiskit_124.qasm,Circuit,MQTBench,124,greedy_hdh,15433,0,1
qnn_indep_qiskit_125.qasm,Circuit,MQTBench,125,greedy_hdh,15654,0,1
qnn_indep_qiskit_126.qasm,Circuit,MQTBench,126,greedy_hdh,15900,0,1
qnn_indep_qiskit_127.qasm,Circuit,MQTBench,127,greedy_hdh,16154,0,1
qnn_indep_qiskit_128.qasm,Circuit,MQTBench,128,greedy_hdh,16428,0,1
qnn_indep_qiskit_129.qasm,Circuit,MQTBench,129,greedy_hdh,16676,0,1
qnn_indep_qiskit_13.qasm,Circuit,MQTBench,13,greedy_hdh,170,0,1
qnn_indep_qiskit_130.qasm,Circuit,MQTBench,130,greedy_hdh,16942,0,1
qnn_indep_qiskit_14.qasm,Circuit,MQTBench,14,greedy_hdh,198,0,1
qnn_indep_qiskit_15.qasm,Circuit,MQTBench,15,greedy_hdh,228,0,1
qnn_indep_qiskit_16.qasm,Circuit,MQTBench,16,greedy_hdh,262,0,1
qnn_indep_qiskit_17.qasm,Circuit,MQTBench,17,greedy_hdh,297,0,1
qnn_indep_qiskit_18.qasm,Circuit,MQTBench,18,greedy_hdh,332,0,1
qnn_indep_qiskit_19.qasm,Circuit,MQTBench,19,greedy_hdh,366,0,1
qnn_indep_qiskit_2.qasm,Circuit,MQTBench,2,greedy_hdh,5,0,1
qnn_indep_qiskit_20.qasm,Circuit,MQTBench,20,greedy_hdh,412,0,1
qnn_indep_qiskit_21.qasm,Circuit,MQTBench,21,greedy_hdh,451,0,1
qnn_indep_qiskit_22.qasm,Circuit,MQTBench,22,greedy_hdh,491,0,1
qnn_indep_qiskit_23.qasm,Circuit,MQTBench,23,greedy_hdh,539,0,1
qnn_indep_qiskit_24.qasm,Circuit,MQTBench,24,greedy_hdh,583,0,1
qnn_indep_qiskit_25.qasm,Circuit,MQTBench,25,greedy_hdh,635,0,1
qnn_indep_qiskit_26.qasm,Circuit,MQTBench,26,greedy_hdh,690,0,1
qnn_indep_qiskit_27.qasm,Circuit,MQTBench,27,greedy_hdh,737,0,1
qnn_indep_qiskit_28.qasm,Circuit,MQTBench,28,greedy_hdh,793,0,1
qnn_indep_qiskit_29.qasm,Circuit,MQTBench,29,greedy_hdh,856,0,1
